record_date,hour_of_day,city,corridor,congestion_index,avg_speed_kmph,incident_reported,road_closure
2024-09-17,20,Lucknow,Industrial Belt,59.3,22.3,1,0
2024-09-17,23,Lucknow,Port Access Rd,0.512,26.7,0,0
2024-09-17,7,Jaipur,Port Access Rd,0.817,4.4,0,0
2024-09-17,10,Jaipur,Industrial Belt,41.8,33.1,0,0
2024-09-17,13,Jaipur,NH-44 Stretch,55.5,27.7,1,0
2024-09-17,17,Jaipur,Ring Road,0.369,34.0,1,0
2024-09-17,20,Jaipur,NH-44 Stretch,0.389,,1,0
2024-09-17,23,Jaipur,Central Market,16.6,51.4,1,0
2024-09-17,7,Delhi,Ring Road,0.443,30.5,0,0
2024-09-17,10,Delhi,IT Corridor,0.369,38.9,1,0
2024-09-17,13,Delhi,Central Market,0.09,64.1,0,0
2024-09-17,17,Delhi,IT Corridor,0.604,28.3,1,0
2024-09-17,20,Delhi,IT Corridor,50.1,25.3,0,0
2024-09-17,23,Delhi,Old Town Bypass,0.119,57.5,0,0
2024-09-17,7,Gurugram,Central Market,0.571,27.5,1,0
2024-09-17,10,Gurugram,NH-44 Stretch,0.385,40.2,1,0
2024-09-17,13,Gurugram,Port Access Rd,0.247,42.6,1,0
2024-09-17,17,Gurugram,Industrial Belt,0.301,40.8,0,0
2024-09-17,20,Gurugram,Ring Road,0.568,25.2,0,1
2024-09-17,23,Gurugram,NH-44 Stretch,0.2,47.6,0,0
2024-09-17,7,Mumbai,Old Town Bypass,0.69,24.3,0,0
2024-09-17,10,Mumbai,IT Corridor,60.1,22.0,1,0
2024-09-17,13,Mumbai,IT Corridor,0.262,49.5,1,0
2024-09-17,17,Mumbai,Port Access Rd,0.626,27.6,0,0
2024-09-17,20,Mumbai,Industrial Belt,0.716,15.8,0,0
2024-09-17,23,Mumbai,Port Access Rd,24.6,44.0,0,0
2024-09-17,7,Ahmedabad,Industrial Belt,0.765,12.1,0,0
2024-09-17,10,Ahmedabad,Central Market,0.33,43.5,0,0
2024-09-17,13,Ahmedabad,Old Town Bypass,0.225,43.6,0,0
2024-09-17,17,Ahmedabad,Central Market,0.41,37.1,0,0
2024-09-17,20,Ahmedabad,NH-44 Stretch,0.582,27.4,0,0
2024-09-17,23,Ahmedabad,Airport Link,0.279,48.6,0,0
2024-09-17,7,Madurai,Airport Link,0.438,34.5,1,0
2024-09-17,10,Madurai,Airport Link,0.138,54.5,0,0
2024-09-17,13,Madurai,Central Market,28.6,43.5,0,0
2024-09-17,17,Madurai,Old Town Bypass,30.2,34.1,0,0
2024-09-17,20,Madurai,Central Market,28.6,45.0,0,0
2024-09-17,23,Madurai,IT Corridor,0.57,,0,0
2024-09-17,7,Bhubaneswar,Old Town Bypass,0.682,17.7,1,0
2024-09-17,10,Bhubaneswar,Old Town Bypass,18.9,50.5,0,0
2024-09-17,13,Bhubaneswar,Ring Road,0.348,40.0,0,1
2024-09-17,17,Bhubaneswar,NH-44 Stretch,0.319,35.6,0,0
2024-09-17,20,Bhubaneswar,Central Market,0.652,21.4,1,0
2024-09-17,23,Bhubaneswar,Old Town Bypass,0.477,37.8,1,0
2024-09-17,7,Kochi,NH-44 Stretch,57.7,25.3,1,0
2024-09-17,10,Kochi,Old Town Bypass,0.381,37.2,0,0
2024-09-17,13,Kochi,Port Access Rd,0.269,52.7,0,0
2024-09-17,17,Kochi,Ring Road,0.601,29.0,0,0
2024-09-17,20,Kochi,IT Corridor,0.643,17.1,0,0
2024-09-17,23,Kochi,Port Access Rd,0.147,48.7,0,0
2024-09-17,7,Visakhapatnam,IT Corridor,71.0,16.0,0,0
2024-09-17,10,Visakhapatnam,Ring Road,0.2,51.3,0,0
2024-09-17,13,Visakhapatnam,Ring Road,37.4,36.4,0,0
2024-09-17,17,Visakhapatnam,Ring Road,55.6,24.7,0,0
2024-09-17,20,Visakhapatnam,Old Town Bypass,0.656,17.4,0,0
2024-09-17,23,Visakhapatnam,NH-44 Stretch,0.559,18.2,0,0
2024-09-19,7,Bhubaneswar,Airport Link,67.0,21.3,0,0
2024-09-19,10,Bhubaneswar,Old Town Bypass,49.8,39.6,1,0
2024-09-19,13,Bhubaneswar,Central Market,0.681,19.5,0,1
2024-09-19,17,Bhubaneswar,Industrial Belt,64.3,24.0,0,0
2024-09-19,20,Bhubaneswar,Airport Link,0.593,28.1,0,0
2024-09-19,23,Bhubaneswar,Old Town Bypass,0.461,29.8,0,0
2024-09-19,7,Delhi,IT Corridor,0.464,29.5,0,0
2024-09-19,10,Delhi,Old Town Bypass,28.7,43.9,1,0
2024-09-19,13,Delhi,IT Corridor,42.8,34.1,1,0
2024-09-19,17,Delhi,Industrial Belt,45.0,30.7,0,0
2024-09-19,20,Delhi,IT Corridor,0.598,25.6,1,0
2024-09-19,23,Delhi,NH-44 Stretch,0.145,54.4,0,0
2024-09-19,7,Mysuru,Central Market,0.517,27.4,0,0
2024-09-19,10,Mysuru,Port Access Rd,0.536,24.4,0,0
2024-09-19,13,Mysuru,Port Access Rd,0.188,45.7,0,0
2024-09-19,17,Mysuru,Central Market,0.468,28.0,0,0
2024-09-19,20,Mysuru,Port Access Rd,54.4,37.4,0,0
2024-09-19,23,Mysuru,IT Corridor,0.278,51.8,0,0
2024-09-19,7,Pune,NH-44 Stretch,49.7,28.8,0,0
2024-09-19,10,Pune,Central Market,0.188,48.8,0,0
2024-09-19,13,Pune,Ring Road,0.448,35.1,1,0
2024-09-19,17,Pune,IT Corridor,0.656,19.6,0,0
2024-09-19,20,Pune,Ring Road,0.533,31.1,0,0
2024-09-19,23,Pune,Airport Link,59.9,17.2,0,0
2024-09-19,7,Hyderabad,IT Corridor,0.51,32.0,0,0
2024-09-19,10,Hyderabad,Ring Road,34.0,38.3,0,0
2024-09-19,13,Hyderabad,IT Corridor,0.276,37.4,0,1
2024-09-19,17,Hyderabad,Central Market,0.758,18.7,0,0
2024-09-19,20,Hyderabad,IT Corridor,0.585,17.7,0,0
2024-09-19,23,Hyderabad,Airport Link,0.516,29.2,1,0
2024-09-19,7,Visakhapatnam,Ring Road,0.672,17.0,0,0
2024-09-19,10,Visakhapatnam,IT Corridor,0.518,32.3,1,0
2024-09-19,13,Visakhapatnam,Airport Link,0.515,36.7,0,0
2024-09-19,17,Visakhapatnam,IT Corridor,0.309,44.9,0,0
2024-09-19,20,Visakhapatnam,Ring Road,0.634,28.3,0,0
2024-09-19,23,Visakhapatnam,Port Access Rd,0.139,54.0,0,0
2024-09-19,7,Kochi,NH-44 Stretch,46.0,30.7,0,0
2024-09-19,10,Kochi,Ring Road,0.266,44.3,0,0
2024-09-19,13,Kochi,NH-44 Stretch,0.381,39.8,0,0
2024-09-19,17,Kochi,Old Town Bypass,0.359,37.2,1,0
2024-09-19,20,Kochi,NH-44 Stretch,64.2,21.1,0,0
2024-09-19,23,Kochi,Port Access Rd,0.324,32.2,1,0
2024-09-19,7,Jaipur,Old Town Bypass,54.2,28.1,1,0
2024-09-19,10,Jaipur,Ring Road,0.313,45.0,0,0
2024-09-19,13,Jaipur,NH-44 Stretch,0.17,53.8,0,0
2024-09-19,17,Jaipur,Ring Road,27.1,42.7,0,0
2024-09-19,20,Jaipur,IT Corridor,0.69,22.2,0,0
2024-09-19,23,Jaipur,Industrial Belt,0.404,30.9,0,0
2024-09-19,7,Chennai,NH-44 Stretch,63.0,31.6,1,0
2024-09-19,10,Chennai,NH-44 Stretch,0.402,42.5,0,0
2024-09-19,13,Chennai,IT Corridor,0.124,50.7,1,0
2024-09-19,17,Chennai,NH-44 Stretch,0.488,30.2,0,0
2024-09-19,20,Chennai,Central Market,51.4,22.9,0,0
2024-09-19,23,Chennai,Ring Road,0.365,31.7,0,0
2024-09-19,7,Bengaluru,Industrial Belt,0.635,21.7,1,1
2024-09-19,10,Bengaluru,IT Corridor,0.597,19.0,0,1
2024-09-19,13,Bengaluru,Central Market,0.755,13.1,0,1
2024-09-19,17,Bengaluru,Port Access Rd,57.4,27.7,0,0
2024-09-19,20,Bengaluru,NH-44 Stretch,0.582,29.5,0,0
2024-09-19,23,Bengaluru,Old Town Bypass,0.554,35.4,0,0
2024-09-19,7,Gurugram,Ring Road,0.685,21.3,0,0
2024-09-19,10,Gurugram,Port Access Rd,0.449,28.5,0,0
2024-09-19,13,Gurugram,Industrial Belt,64.2,19.6,0,0
2024-09-19,17,Gurugram,Ring Road,0.865,4.9,0,0
2024-09-19,20,Gurugram,Airport Link,79.3,7.7,0,0
2024-09-19,23,Gurugram,IT Corridor,0.236,41.2,0,0
2024-09-19,7,Lucknow,Airport Link,0.622,21.9,0,0
2024-09-19,10,Lucknow,Airport Link,0.159,49.3,0,0
2024-09-19,13,Lucknow,Ring Road,0.201,43.3,0,0
2024-09-19,17,Lucknow,IT Corridor,0.627,17.9,0,0
2024-09-19,20,Lucknow,Airport Link,57.1,19.6,1,0
2024-09-19,23,Lucknow,Airport Link,0.03,53.4,0,0
2024-09-21,7,Chennai,Ring Road,60.0,27.5,0,0
2024-09-21,10,Chennai,Central Market,37.6,40.4,0,0
2024-09-21,13,Chennai,Old Town Bypass,0.78,15.4,0,0
2024-09-21,17,Chennai,Old Town Bypass,0.687,18.2,1,0
2024-09-21,20,Chennai,Industrial Belt,0.639,23.3,0,0
2024-09-21,23,Chennai,Old Town Bypass,37.7,37.4,0,0
2024-09-21,7,Pune,Airport Link,59.3,24.1,0,0
2024-09-21,10,Pune,Central Market,0.145,43.9,0,0
2024-09-21,13,Pune,Central Market,0.491,25.7,0,0
2024-09-21,17,Pune,NH-44 Stretch,0.425,19.6,0,0
2024-09-21,20,Pune,Central Market,0.837,13.5,1,0
2024-09-21,23,Pune,Central Market,0.606,26.1,0,0
2024-09-21,7,Nagpur,Ring Road,0.822,12.3,1,0
2024-09-21,10,Nagpur,Airport Link,0.216,45.1,0,0
2024-09-21,13,Nagpur,Industrial Belt,0.308,39.3,1,0
2024-09-21,17,Nagpur,Industrial Belt,52.5,25.4,0,0
2024-09-21,20,Nagpur,NH-44 Stretch,0.497,29.6,0,0
2024-09-21,23,Nagpur,Industrial Belt,0.423,33.8,1,0
2024-09-21,7,Lucknow,Airport Link,49.7,29.9,0,0
2024-09-21,10,Lucknow,Airport Link,0.217,41.8,1,0
2024-09-21,13,Lucknow,Central Market,0.376,38.8,0,0
2024-09-21,17,Lucknow,IT Corridor,0.502,31.2,1,0
2024-09-21,20,Lucknow,NH-44 Stretch,62.1,24.4,0,0
2024-09-21,23,Lucknow,Port Access Rd,0.383,37.6,1,0
2024-09-21,7,Ahmedabad,Ring Road,0.748,13.5,0,0
2024-09-21,10,Ahmedabad,Industrial Belt,0.378,40.4,0,0
2024-09-21,13,Ahmedabad,NH-44 Stretch,0.548,21.7,0,0
2024-09-21,17,Ahmedabad,Industrial Belt,0.471,35.5,0,1
2024-09-21,20,Ahmedabad,Airport Link,89.8,8.8,1,0
2024-09-21,23,Ahmedabad,NH-44 Stretch,5.6,59.2,0,0
2024-09-21,7,Coimbatore,Industrial Belt,50.7,27.7,0,0
2024-09-21,10,Coimbatore,Central Market,18.0,47.7,0,0
2024-09-21,13,Coimbatore,NH-44 Stretch,0.578,21.3,1,1
2024-09-21,17,Coimbatore,Old Town Bypass,0.735,16.6,0,0
2024-09-21,20,Coimbatore,Airport Link,0.542,28.9,0,0
2024-09-21,23,Coimbatore,Airport Link,43.4,40.2,0,0
2024-09-21,7,Bengaluru,IT Corridor,0.64,26.9,1,0
2024-09-21,10,Bengaluru,Industrial Belt,0.29,  ,0,0
2024-09-21,13,Bengaluru,Central Market,0.065,56.4,0,0
2024-09-21,17,Bengaluru,Old Town Bypass,0.751,10.6,0,0
2024-09-21,20,Bengaluru,Port Access Rd,0.731,15.8,0,0
2024-09-21,23,Bengaluru,Central Market,0.453,33.3,0,0
2024-09-21,7,Hyderabad,IT Corridor,0.427,34.8,0,0
2024-09-21,10,Hyderabad,Port Access Rd,0.224,41.8,0,0
2024-09-21,13,Hyderabad,Port Access Rd,21.3,50.7,1,0
2024-09-21,17,Hyderabad,IT Corridor,0.733,12.0,1,0
2024-09-21,20,Hyderabad,Ring Road,64.4,20.8,0,0
2024-09-21,23,Hyderabad,IT Corridor,0.33,41.0,0,1
2024-09-21,7,Guwahati,NH-44 Stretch,0.796,19.5,0,0
2024-09-21,10,Guwahati,Port Access Rd,0.469,31.6,0,0
2024-09-21,13,Guwahati,IT Corridor,0.441,31.0,0,0
2024-09-21,17,Guwahati,Central Market,0.711,18.8,0,0
2024-09-21,20,Guwahati,Ring Road,0.727,19.7,0,0
2024-09-21,23,Guwahati,Ring Road,36.9,-,0,0
2024-09-21,7,Mumbai,IT Corridor,0.514,28.5,0,1
2024-09-21,10,Mumbai,Central Market,27.0,42.2,0,0
2024-09-21,13,Mumbai,Industrial Belt,0.03,53.3,0,0
2024-09-21,17,Mumbai,IT Corridor,0.849,6.8,0,0
2024-09-21,20,Mumbai,Central Market,0.475,36.2,0,0
2024-09-21,23,Mumbai,Industrial Belt,0.234,44.8,1,0
2024-09-21,7,Gurugram,Airport Link,0.572,26.9,0,0
2024-09-21,10,Gurugram,Port Access Rd,0.338,38.3,1,0
2024-09-21,13,Gurugram,Central Market,0.249,43.5,1,0
2024-09-21,17,Gurugram,Old Town Bypass,0.483,38.3,0,0
2024-09-21,20,Gurugram,IT Corridor,0.584,21.1,1,0
2024-09-21,23,Gurugram,Central Market,0.363,35.3,0,0
2024-09-21,7,Kolkata,Ring Road,69.5,23.3,1,0
2024-09-21,10,Kolkata,Industrial Belt,0.03,61.7,0,0
2024-09-21,13,Kolkata,Old Town Bypass,0.304,42.0,0,0
2024-09-21,17,Kolkata,Industrial Belt,0.568,22.9,1,0
2024-09-21,20,Kolkata,Ring Road,0.568,26.7,1,0
2024-09-21,23,Kolkata,NH-44 Stretch,0.293,41.5,0,0
2024-09-23,7,Ahmedabad,Port Access Rd,0.522,31.6,1,0
2024-09-23,10,Ahmedabad,IT Corridor,0.523,25.6,1,0
2024-09-23,13,Ahmedabad,NH-44 Stretch,0.456,31.4,1,0
2024-09-23,17,Ahmedabad,Port Access Rd,0.381,39.7,0,0
2024-09-23,20,Ahmedabad,Central Market,52.8,23.1,0,0
2024-09-23,23,Ahmedabad,Industrial Belt,0.556,29.5,0,0
2024-09-23,7,Hyderabad,Ring Road,0.611,26.2,0,1
2024-09-23,10,Hyderabad,Industrial Belt,0.247,38.2,0,0
2024-09-23,13,Hyderabad,NH-44 Stretch,0.402,33.1,0,1
2024-09-23,17,Hyderabad,Port Access Rd,0.583,27.1,1,0
2024-09-23,20,Hyderabad,NH-44 Stretch,0.624,19.0,0,0
2024-09-23,23,Hyderabad,NH-44 Stretch,0.397,33.9,0,0
2024-09-23,7,Mumbai,NH-44 Stretch,0.389,37.6,1,0
2024-09-23,10,Mumbai,IT Corridor,0.4,33.9,0,0
2024-09-23,13,Mumbai,NH-44 Stretch,0.429,39.2,0,0
2024-09-23,17,Mumbai,Ring Road,0.767,11.6,0,0
2024-09-23,20,Mumbai,Port Access Rd,0.553,27.6,1,0
2024-09-23,23,Mumbai,Airport Link,0.234,40.9,0,1
2024-09-23,7,Kolkata,IT Corridor,0.576,30.5,0,0
2024-09-23,10,Kolkata,IT Corridor,59.5,22.8,0,0
2024-09-23,13,Kolkata,IT Corridor,0.451,39.9,0,0
2024-09-23,17,Kolkata,Central Market,0.76,18.1,0,0
2024-09-23,20,Kolkata,Airport Link,0.659,23.1,0,0
2024-09-23,23,Kolkata,Ring Road,0.307,47.7,0,0
2024-09-23,7,Kochi,Port Access Rd,0.778,9.2,0,0
2024-09-23,10,Kochi,Airport Link,0.453,32.2,0,0
2024-09-23,13,Kochi,IT Corridor,0.248,47.9,0,0
2024-09-23,17,Kochi,Old Town Bypass,0.796,16.5,0,0
2024-09-23,20,Kochi,Airport Link,0.241,45.5,0,0
2024-09-23,23,Kochi,NH-44 Stretch,0.644,21.4,0,0
2024-09-23,7,Guwahati,Port Access Rd,0.386,36.4,1,0
2024-09-23,10,Guwahati,Industrial Belt,0.276,48.9,1,0
2024-09-23,13,Guwahati,Airport Link,3.7,63.7,1,0
2024-09-23,17,Guwahati,IT Corridor,47.5,27.1,1,0
2024-09-23,20,Guwahati,IT Corridor,0.541,26.4,0,0
2024-09-23,23,Guwahati,NH-44 Stretch,0.324,35.5,1,0
2024-09-23,7,Delhi,NH-44 Stretch,50.0,  ,0,0
2024-09-23,10,Delhi,Industrial Belt,0.321,38.9,1,0
2024-09-23,13,Delhi,IT Corridor,23.9,48.3,0,0
2024-09-23,17,Delhi,NH-44 Stretch,0.359,41.1,0,0
2024-09-23,20,Delhi,Industrial Belt,0.376,45.3,0,0
2024-09-23,23,Delhi,Industrial Belt,0.293,52.8,0,0
2024-09-23,7,Chennai,Ring Road,56.3,18.7,0,0
2024-09-23,10,Chennai,Industrial Belt,47.8,-,0,0
2024-09-23,13,Chennai,NH-44 Stretch,0.374,41.4,0,0
2024-09-23,17,Chennai,Central Market,0.696,17.1,0,0
2024-09-23,20,Chennai,Ring Road,0.53,31.0,0,0
2024-09-23,23,Chennai,Old Town Bypass,27.9,42.6,1,0
2024-09-23,7,Lucknow,Old Town Bypass,0.334,33.3,0,0
2024-09-23,10,Lucknow,Airport Link,0.377,41.3,0,0
2024-09-23,13,Lucknow,Central Market,0.321,46.0,0,0
2024-09-23,17,Lucknow,Port Access Rd,0.451,34.5,0,0
2024-09-23,20,Lucknow,NH-44 Stretch,0.516,30.0,0,0
2024-09-23,23,Lucknow,Port Access Rd,0.295,41.0,1,0
2024-09-23,7,Visakhapatnam,Industrial Belt,0.695,18.7,0,0
2024-09-23,10,Visakhapatnam,NH-44 Stretch,0.341,43.7,0,0
2024-09-23,13,Visakhapatnam,Ring Road,61.4,27.3,0,0
2024-09-23,17,Visakhapatnam,Old Town Bypass,0.394,39.3,1,0
2024-09-23,20,Visakhapatnam,Central Market,0.413,43.4,0,0
2024-09-23,23,Visakhapatnam,Ring Road,0.412,36.5,0,0
2024-09-23,7,Coimbatore,Old Town Bypass,0.491,31.0,0,0
2024-09-23,10,Coimbatore,Central Market,0.238,51.3,1,0
2024-09-23,13,Coimbatore,NH-44 Stretch,0.32,41.0,1,0
2024-09-23,17,Coimbatore,Industrial Belt,0.67,10.5,1,0
2024-09-23,20,Coimbatore,NH-44 Stretch,75.7,22.3,1,0
2024-09-23,23,Coimbatore,Airport Link,0.261,38.2,0,0
2024-09-23,7,Gurugram,Ring Road,67.5,20.4,1,0
2024-09-23,10,Gurugram,Industrial Belt,0.243,49.3,0,0
2024-09-23,13,Gurugram,Port Access Rd,0.306,,0,0
2024-09-23,17,Gurugram,Airport Link,0.384,35.7,1,0
2024-09-23,20,Gurugram,Old Town Bypass,0.777,13.8,0,0
2024-09-23,23,Gurugram,Ring Road,39.4,42.4,0,0
2024-09-25,7,Nagpur,Ring Road,0.631,24.0,0,0
2024-09-25,10,Nagpur,Port Access Rd,0.166,  ,0,0
2024-09-25,13,Nagpur,IT Corridor,0.057,53.7,1,0
2024-09-25,17,Nagpur,Ring Road,47.8,28.7,0,0
2024-09-25,20,Nagpur,Port Access Rd,0.683,17.8,0,0
2024-09-25,23,Nagpur,Airport Link,0.03,62.2,1,0
2024-09-25,7,Kolkata,Port Access Rd,0.416,35.0,1,0
2024-09-25,10,Kolkata,Industrial Belt,25.9,47.1,1,0
2024-09-25,13,Kolkata,Port Access Rd,0.597,23.7,0,1
2024-09-25,17,Kolkata,Central Market,74.2,17.3,0,0
2024-09-25,20,Kolkata,NH-44 Stretch,0.574,29.7,0,0
2024-09-25,23,Kolkata,Industrial Belt,0.167,47.2,0,0
2024-09-25,7,Jaipur,Ring Road,49.4,32.0,0,0
2024-09-25,10,Jaipur,Industrial Belt,0.706,23.6,1,0
2024-09-25,13,Jaipur,Central Market,0.35,43.5,0,0
2024-09-25,17,Jaipur,Central Market,0.733,19.2,0,1
2024-09-25,20,Jaipur,Ring Road,0.718,18.0,0,0
2024-09-25,23,Jaipur,Ring Road,33.3,40.2,0,0
2024-09-25,7,Lucknow,Ring Road,0.394,48.3,0,0
2024-09-25,10,Lucknow,Old Town Bypass,0.358,34.0,0,0
2024-09-25,13,Lucknow,Ring Road,0.185,42.9,0,0
2024-09-25,17,Lucknow,NH-44 Stretch,26.0,41.5,1,0
2024-09-25,20,Lucknow,Port Access Rd,0.353,36.0,0,0
2024-09-25,23,Lucknow,IT Corridor,0.225,42.5,0,0
2024-09-25,7,Chandigarh,Ring Road,99.0,,0,0
2024-09-25,10,Chandigarh,Central Market,0.125,50.9,0,0
2024-09-25,13,Chandigarh,Port Access Rd,0.455,23.0,0,0
2024-09-25,17,Chandigarh,Ring Road,0.521,25.3,0,0
2024-09-25,20,Chandigarh,IT Corridor,51.9,27.0,0,0
2024-09-25,23,Chandigarh,Port Access Rd,45.6,32.7,1,0
2024-09-25,7,Pune,IT Corridor,0.513,28.4,0,0
2024-09-25,10,Pune,Airport Link,0.242,40.2,0,0
2024-09-25,13,Pune,NH-44 Stretch,0.47,33.2,0,0
2024-09-25,17,Pune,NH-44 Stretch,53.6,41.0,1,0
2024-09-25,20,Pune,Ring Road,0.517,32.6,0,0
2024-09-25,23,Pune,Port Access Rd,18.6,53.9,0,0
2024-09-25,7,Ahmedabad,Central Market,58.5,20.9,0,0
2024-09-25,10,Ahmedabad,Central Market,27.2,47.2,1,0
2024-09-25,13,Ahmedabad,NH-44 Stretch,0.145,52.0,0,1
2024-09-25,17,Ahmedabad,Industrial Belt,0.513,29.0,0,0
2024-09-25,20,Ahmedabad,IT Corridor,0.741,17.7,0,0
2024-09-25,23,Ahmedabad,IT Corridor,0.581,27.1,0,0
2024-09-25,7,Guwahati,Airport Link,0.398,37.0,0,0
2024-09-25,10,Guwahati,Industrial Belt,42.4,38.7,0,0
2024-09-25,13,Guwahati,Ring Road,0.136,53.1,0,0
2024-09-25,17,Guwahati,NH-44 Stretch,75.9,12.2,0,0
2024-09-25,20,Guwahati,NH-44 Stretch,0.459,31.7,0,0
2024-09-25,23,Guwahati,NH-44 Stretch,0.382,36.9,0,0
2024-09-25,7,Mysuru,Ring Road,68.5,11.3,0,0
2024-09-25,10,Mysuru,Old Town Bypass,25.8,39.6,0,0
2024-09-25,13,Mysuru,Old Town Bypass,0.147,44.2,0,0
2024-09-25,17,Mysuru,IT Corridor,58.4,22.5,0,0
2024-09-25,20,Mysuru,Central Market,0.541,28.7,0,0
2024-09-25,23,Mysuru,IT Corridor,44.2,26.8,0,0
2024-09-25,7,Delhi,Ring Road,0.628,23.7,0,0
2024-09-25,10,Delhi,Ring Road,0.135,56.1,1,0
2024-09-25,13,Delhi,Ring Road,0.452,27.2,0,0
2024-09-25,17,Delhi,NH-44 Stretch,0.442,37.2,0,0
2024-09-25,20,Delhi,NH-44 Stretch,0.793,16.4,0,0
2024-09-25,23,Delhi,Port Access Rd,0.323,46.3,0,0
2024-09-25,7,Visakhapatnam,Industrial Belt,0.599,19.6,0,0
2024-09-25,10,Visakhapatnam,Ring Road,0.28,41.0,0,0
2024-09-25,13,Visakhapatnam,NH-44 Stretch,0.211,46.9,0,0
2024-09-25,17,Visakhapatnam,Industrial Belt,34.7,40.7,0,0
2024-09-25,20,Visakhapatnam,Industrial Belt,0.207,47.4,0,0
2024-09-25,23,Visakhapatnam,Ring Road,0.235,46.2,1,0
2024-09-25,7,Chennai,Old Town Bypass,87.4,12.4,0,0
2024-09-25,10,Chennai,IT Corridor,0.33,40.3,0,0
2024-09-25,13,Chennai,NH-44 Stretch,0.342,38.8,0,0
2024-09-25,17,Chennai,Central Market,0.595,24.8,0,0
2024-09-25,20,Chennai,Ring Road,0.401,34.6,0,0
2024-09-25,23,Chennai,Central Market,66.8,20.8,1,0
2024-09-27,7,Mumbai,NH-44 Stretch,0.68,20.7,1,0
2024-09-27,10,Mumbai,Airport Link,0.305,41.6,0,0
2024-09-27,13,Mumbai,Central Market,0.405,35.7,0,0
2024-09-27,17,Mumbai,Industrial Belt,59.3,28.9,0,0
2024-09-27,20,Mumbai,Port Access Rd,0.68,16.3,0,0
2024-09-27,23,Mumbai,Port Access Rd,3.0,52.9,0,0
2024-09-27,7,Jaipur,Port Access Rd,0.563,24.0,0,0
2024-09-27,10,Jaipur,Airport Link,13.5,53.1,0,0
2024-09-27,13,Jaipur,Airport Link,0.194,44.4,0,0
2024-09-27,17,Jaipur,Airport Link,0.79,12.4,0,0
2024-09-27,20,Jaipur,NH-44 Stretch,79.3,7.1,0,0
2024-09-27,23,Jaipur,Ring Road,0.298,42.3,0,0
2024-09-27,7,Visakhapatnam,Industrial Belt,0.839,4,0,0
2024-09-27,10,Visakhapatnam,Airport Link,0.263,46.1,0,0
2024-09-27,13,Visakhapatnam,IT Corridor,0.24,47.8,0,0
2024-09-27,17,Visakhapatnam,IT Corridor,0.491,36.2,1,0
2024-09-27,20,Visakhapatnam,IT Corridor,0.449,36.0,0,0
2024-09-27,23,Visakhapatnam,NH-44 Stretch,31.0,44.2,0,0
2024-09-27,7,Coimbatore,Industrial Belt,81.5,10.1,0,0
2024-09-27,10,Coimbatore,Port Access Rd,31.6,42.3,0,0
2024-09-27,13,Coimbatore,Industrial Belt,0.264,38.8,0,0
2024-09-27,17,Coimbatore,Old Town Bypass,0.322,46.9,0,0
2024-09-27,20,Coimbatore,Airport Link,0.466,31.7,0,0
2024-09-27,23,Coimbatore,IT Corridor,0.27,56.0,0,0
2024-09-27,7,Bhubaneswar,Industrial Belt,58.0,32.8,0,0
2024-09-27,10,Bhubaneswar,Central Market,0.309,43.8,0,0
2024-09-27,13,Bhubaneswar,Central Market,0.289,43.6,0,0
2024-09-27,17,Bhubaneswar,Industrial Belt,0.632,27.4,0,0
2024-09-27,20,Bhubaneswar,Old Town Bypass,65.9,21.4,1,0
2024-09-27,23,Bhubaneswar,Port Access Rd,0.426,32.7,0,0
2024-09-27,7,Hyderabad,Old Town Bypass,0.511,28.4,0,0
2024-09-27,10,Hyderabad,Ring Road,36.9,40.0,0,0
2024-09-27,13,Hyderabad,Airport Link,0.219,48.4,0,1
2024-09-27,17,Hyderabad,Central Market,46.9,28.8,0,0
2024-09-27,20,Hyderabad,Ring Road,0.931,4,0,0
2024-09-27,23,Hyderabad,Central Market,0.548,26.2,0,0
2024-09-27,7,Chandigarh,IT Corridor,0.665,24.2,0,0
2024-09-27,10,Chandigarh,Central Market,0.634,16.1,0,0
2024-09-27,13,Chandigarh,Central Market,0.368,33.3,0,0
2024-09-27,17,Chandigarh,Industrial Belt,0.72,22.9,0,0
2024-09-27,20,Chandigarh,Industrial Belt,82.5,11.1,0,0
2024-09-27,23,Chandigarh,Old Town Bypass,0.59,24.9,1,0
2024-09-27,7,Bengaluru,IT Corridor,0.271,46.7,0,0
2024-09-27,10,Bengaluru,Industrial Belt,0.477,39.1,0,0
2024-09-27,13,Bengaluru,Ring Road,0.411,46.2,1,1
2024-09-27,17,Bengaluru,Airport Link,0.261,36.9,1,0
2024-09-27,20,Bengaluru,Central Market,0.693,18.7,1,0
2024-09-27,23,Bengaluru,NH-44 Stretch,0.371,37.8,0,0
2024-09-27,7,Gurugram,Port Access Rd,0.594,17.9,0,0
2024-09-27,10,Gurugram,IT Corridor,10.3,48.3,0,0
2024-09-27,13,Gurugram,Old Town Bypass,38.0,35.7,0,0
2024-09-27,17,Gurugram,Industrial Belt,43.7,34.7,0,0
2024-09-27,20,Gurugram,Port Access Rd,0.927,4,0,1
2024-09-27,23,Gurugram,Ring Road,0.291,44.6,0,0
2024-09-27,7,Nagpur,NH-44 Stretch,0.696,23.2,1,0
2024-09-27,10,Nagpur,Airport Link,0.484,34.3,0,0
2024-09-27,13,Nagpur,Ring Road,0.379,31.3,1,0
2024-09-27,17,Nagpur,Port Access Rd,71.9,25.3,0,0
