review_id,order_id,product_id,customer_id,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,delivery_mode_experienced,sentiment_label
REV-007488,ORD-014424,PRD-00280,CUST-04005,1.0,,Delivery was 2 days late Item missing from the box,2024-08-26 14:12:00,1,61,,neg
REV-000386,ORD-009570,PRD-00355,CUST-02366,5.0,,Great experience overall 👍 Tracking updates were accurate,2025-02-02 20:12:00,0,15,Truck,pos
REV-011621,ORD-001762,PRD-00603,CUST-02516,3.0,Bad experience,,2024-04-09 19:12:00,1,31,,neu
REV-005300,ORD-005293,PRD-00530,CUST-04812,5.0,Good,Tracking updates were accurate Rider was polite and on time,2024-10-24 00:00:00,1,,Truck,pos
REV-006934,ORD-010293,PRD-00442,CUST-02344,1.0,,Package arrived damaged Rider was rude on call,2025-02-17 11:00:00,0,8,,neg
REV-001906,ORD-003557,PRD-00827,CUST-00577,3.0,,"Product fine, delivery slow Delivery was okay, nothing special",2024-09-10 07:31:00,0,72,,neu
REV-006624,ORD-012503,PRD-00122,CUST-00696,5.0,Delivery feedback,Drone drop was smooth and quick Great experience overall 👍,2025-06-18 00:00:00,0,,Truck,pos
REV-010429,ORD-005900,PRD-00077,CUST-04214,5.0,Bad experience,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-04-24 15:12:00,1,72,,pos
REV-011964,ORD-008663,PRD-00519,CUST-02434,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2025-04-24 14:23:00,1,70,Bike,neu
REV-002850,ORD-011401,PRD-00511,CUST-00862,2.0,Bad experience,Rider was rude on call Drone dropped parcel in wrong spot,2025-06-30 21:05:00,0,48,Drone,neg
REV-010533,ORD-005834,PRD-00341,CUST-00740,5.0,Good,"Rider was polite and on time Packaging was excellent, product intact",2024-08-14 09:17:00,0,0,,pos
REV-010437,ORD-012211,PRD-00036,CUST-04125,4.0,Delivery feedback,"Rider was polite and on time Packaging was excellent, product intact",2025-12-03 10:05:00,1,,Drone,pos
REV-004798,ORD-008797,PRD-00767,CUST-02814,3.0,,"Product fine, delivery slow Delivery was okay, nothing special",2024-08-24 13:00:00,0,,,neu
REV-009636,ORD-007811,PRD-00823,CUST-00059,4.0,,Tracking updates were accurate Delivery was faster than promised,2024-02-07 21:23:00,1,20,Van,pos
REV-011839,ORD-008290,PRD-00236,CUST-04059,3.0,,"Average experience Product fine, delivery slow",2024-05-16 15:58:00,1,42,Bike,neu
REV-009745,ORD-003929,PRD-00467,CUST-02954,4.0,Delivery feedback,Rider was polite and on time Drone drop was smooth and quick,2025-01-25 07:00:00,1,10,,pos
REV-005594,ORD-005694,PRD-00612,CUST-02489,5.0,Delivery feedback,Rider was polite and on time Tracking updates were accurate,2025-05-14 16:31:00,0,,Truck,pos
REV-002273,ORD-012180,PRD-00371,CUST-02726,3.0,Good,"Delivery was okay, nothing special Reached on time but packaging was weak",2025-04-03 14:12:00,0,53,Drone,neu
REV-009946,ORD-006523,PRD-00456,CUST-01629,5.0,Delivery feedback,"Packaging was excellent, product intact Tracking updates were accurate",2025-05-15 20:17:00,1,27,Bike,pos
REV-007558,ORD-005508,PRD-00397,CUST-01797,3.0,,"Average experience Product fine, delivery slow worst 😡",2024-07-11 18:31:00,1,16,Drone,neu
REV-007097,ORD-007826,PRD-00555,CUST-04213,5.0,,"Packaging was excellent, product intact Rider was polite and on time",2025-04-21 11:44:00,1,3,Bike,pos
REV-009532,ORD-001968,PRD-00597,CUST-01658,3.0,,"Product fine, delivery slow Reached on time but packaging was weak",2024-09-25 16:12:00,0,84,Truck,neu
REV-009493,ORD-014248,PRD-00352,CUST-01083,4.0,Delivery feedback,Drone drop was smooth and quick Tracking updates were accurate,2024-09-05 20:58:00,1,42,Van,pos
REV-009874,ORD-007704,PRD-00485,CUST-04217,5.0,Delivery feedback,Rider was polite and on time Drone drop was smooth and quick,2025-02-21 21:23:00,0,,Drone,pos
REV-004324,ORD-012378,PRD-00429,CUST-00364,4.0,Delivery feedback,Rider was polite and on time Delivery was faster than promised,2024-02-06 19:23:00,1,,Bike,pos
REV-008211,ORD-013040,PRD-00267,CUST-02881,5.0,Delivery feedback,"Great experience overall 👍 Packaging was excellent, product intact",2025-02-01 19:05:00,0,2,Drone,pos
REV-006502,,PRD-00522,CUST-04480,3.0,Bad experience,"Delivery was okay, nothing special Average experience",2024-07-17 13:00:00,0,32,Van,neu
REV-005878,ORD-012369,PRD-00653,CUST-00523,4.0,Delivery feedback,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-11-09 07:12:00,0,61,Truck,pos
REV-007887,ORD-006172,PRD-00032,CUST-02239,3.0,,"Average experience Product fine, delivery slow",2024-04-15 12:44:00,1,,Van,neu
REV-005055,ORD-005768,PRD-00536,CUST-03808,3.0,,"Reached on time but packaging was weak Delivery was okay, nothing special",2025-03-17 06:58:00,1,11,Drone,neu
REV-004551,ORD-010302,PRD-00614,CUST-01055,5.0,Delivery feedback,,2024-09-18 11:31:00,0,67,Bike,pos
REV-005910,ORD-003549,PRD-00144,CUST-01315,4.0,,Great experience overall 👍 Rider was polite and on time,2025-01-14 08:12:00,1,42,,pos
REV-008878,ORD-006947,PRD-00370,CUST-00667,5.0,,Great experience overall 👍 Delivery was faster than promised,2024-04-11 20:58:00,1,62,,pos
REV-003225,ORD-013220,PRD-00786,CUST-00395,5.0,Bad experience,Rider was polite and on time Tracking updates were accurate மிக நன்று,2024-12-14 13:12:00,1,49,Bike,pos
REV-001263,ORD-008439,PRD-00137,CUST-02926,1.0,,Item missing from the box Package arrived damaged,2024-04-16 14:17:00,0,,Bike,neg
REV-006945,ORD-003723,PRD-00326,CUST-02152,5.0,,Tracking updates were accurate Drone drop was smooth and quick,2025-03-28 20:31:00,0,,Bike,pos
REV-000040,,PRD-00404,CUST-02774,2.0,Bad experience,Item missing from the box Drone dropped parcel in wrong spot,2024-07-07 08:31:00,1,84,Van,neg
REV-006638,ORD-004267,PRD-00788,CUST-04169,3.0,Delivery feedback,Reached on time but packaging was weak Average experience,2024-12-30 13:12:00,1,20,Drone,neu
REV-000054,ORD-012074,PRD-00638,CUST-02736,5.0,Delivery feedback,Drone drop was smooth and quick Tracking updates were accurate,2025-02-12 00:00:00,0,,,pos
REV-000127,ORD-008596,PRD-00047,CUST-01149,1.0,Good,No tracking updates at all Package arrived damaged,2025-01-07 19:31:00,0,47,Drone,neg
REV-002628,ORD-009543,PRD-00076,CUST-01486,5.0,Good,"Great experience overall 👍 Packaging was excellent, product intact",2025-06-03 07:58:00,0,52,Van,pos
REV-011471,ORD-013725,PRD-00741,CUST-04757,3.0,Delivery feedback,,2024-03-16 00:00:00,0,43,Van,neu
REV-000264,ORD-005988,PRD-00707,CUST-00087,3.0,Good,"Delivery was okay, nothing special Average experience",2025-02-15 17:05:00,1,58,Van,neu
REV-005198,ORD-012349,PRD-00655,CUST-01846,1.0,Delivery feedback,Item missing from the box Drone dropped parcel in wrong spot,2024-03-13 10:23:00,1,43,Van,neg
REV-002605,ORD-012634,PRD-00666,CUST-01193,2.0,,Rider was rude on call No tracking updates at all,2024-12-24 10:00:00,1,24,Drone,neg
REV-007717,ORD-005973,PRD-00138,CUST-01173,4.0,,Delivery was faster than promised Tracking updates were accurate worst 😡,2024-10-22 13:44:00,1,54,Van,pos
REV-007440,ORD-005559,PRD-00654,CUST-00200,4.0,,Rider was polite and on time Drone drop was smooth and quick,2025-06-15 09:44:00,1,12,Drone,pos
REV-006729,ORD-013459,PRD-00245,CUST-02429,3.0,Good,"Reached on time but packaging was weak Product fine, delivery slow",2024-06-03 15:05:00,1,69,Bike,neu
REV-005786,ORD-014720,PRD-00503,CUST-02930,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2025-12-01 18:44:00,1,34,Bike,neu
REV-010872,ORD-006164,PRD-00513,CUST-00690,5.0,Delivery feedback,Drone drop was smooth and quick Rider was polite and on time,2025-04-06 20:12:00,1,4,Drone,pos
REV-008941,ORD-003848,PRD-00703,CUST-02476,5.0,Bad experience,Delivery was faster than promised Drone drop was smooth and quick,2025-01-01 06:58:00,1,80,Van,pos
REV-007103,ORD-003851,PRD-00662,CUST-04654,2.0,,Rider was rude on call Drone dropped parcel in wrong spot,2024-01-25 08:12:00,1,89,,neg
REV-009369,ORD-005088,PRD-00407,CUST-03639,4.0,,Rider was polite and on time Tracking updates were accurate 🚚💨,2024-04-24 15:23:00,1,,Truck,pos
REV-002279,ORD-004149,PRD-00370,CUST-01572,3.0,,Reached on time but packaging was weak Average experience,2024-11-07 17:58:00,1,67,,neu
REV-000082,ORD-003354,PRD-00606,CUST-03486,1.0,Good,Rider was rude on call Delivery was 2 days late,2024-12-25 17:58:00,1,49,Bike,neg
REV-005989,ORD-011318,PRD-00335,CUST-04281,5.0,Good,Delivery was faster than promised Tracking updates were accurate,2024-08-03 21:44:00,1,48,Truck,pos
REV-004962,ORD-012681,PRD-00726,CUST-02170,5.0,Bad experience,"Delivery was faster than promised Packaging was excellent, product intact",2024-12-07 07:17:00,1,76,Bike,pos
REV-002459,ORD-000911,PRD-00439,CUST-04438,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2025-06-15 17:12:00,0,,,pos
REV-011828,ORD-011444,PRD-00690,CUST-00391,4.0,Bad experience,Rider was polite and on time Drone drop was smooth and quick,2025-02-14 12:12:00,0,11,Drone,pos
REV-006345,ORD-012086,PRD-00617,CUST-02037,5.0,,"Great experience overall 👍 Packaging was excellent, product intact बहुत अच्छा",2025-03-17 14:31:00,1,,Van,pos
REV-007748,ORD-002643,PRD-00834,CUST-03964,5.0,Bad experience,Delivery was faster than promised Rider was polite and on time,2024-09-30 07:17:00,0,,,pos
REV-011245,ORD-009950,PRD-00813,CUST-04003,5.0,Delivery feedback,Drone drop was smooth and quick Rider was polite and on time,2025-10-03 09:12:00,1,,Drone,pos
REV-006688,ORD-004995,PRD-00294,CUST-00572,4.0,,Tracking updates were accurate Delivery was faster than promised,2025-05-29 19:44:00,1,90,Van,pos
REV-010340,ORD-000650,PRD-00338,CUST-03935,5.0,Good,Delivery was faster than promised Great experience overall 👍,2025-06-24 11:58:00,1,44,Drone,pos
REV-000241,ORD-003990,PRD-00670,CUST-01466,1.0,,Delivery was 2 days late No tracking updates at all,2025-04-09 06:05:00,0,40,Drone,neg
REV-000578,ORD-000356,PRD-00826,CUST-03699,5.0,Bad experience,Drone drop was smooth and quick Great experience overall 👍,2024-12-08 17:44:00,1,90,Drone,pos
REV-004287,ORD-006833,PRD-00072,CUST-02098,5.0,Good,Tracking updates were accurate Great experience overall 👍,2024-05-02 17:58:00,1,10,Drone,pos
REV-005235,ORD-008848,PRD-00145,CUST-03925,4.0,Delivery feedback,Delivery was faster than promised Great experience overall 👍,2024-01-08 19:17:00,0,62,Van,pos
REV-000624,ORD-005970,PRD-00002,CUST-00387,4.0,,Tracking updates were accurate Drone drop was smooth and quick,2025-01-01 20:05:00,0,,Drone,pos
REV-003786,ORD-002159,PRD-00786,CUST-01921,5.0,,Great experience overall 👍 Drone drop was smooth and quick,2024-07-08 12:31:00,0,50,Drone,pos
REV-004145,ORD-011895,PRD-00729,CUST-02398,4.0,Bad experience,"Great experience overall 👍 Packaging was excellent, product intact",2024-03-15 08:44:00,0,,Drone,pos
REV-003368,ORD-013310,PRD-00545,CUST-03410,5.0,Bad experience,Delivery was faster than promised Drone drop was smooth and quick,2024-08-20 06:31:00,0,5,Drone,pos
REV-007834,ORD-010762,PRD-00707,CUST-01189,5.0,,Rider was polite and on time Tracking updates were accurate,2025-06-30 21:31:00,1,58,Bike,pos
REV-008746,ORD-003319,PRD-00529,CUST-02813,3.0,Good,"Product fine, delivery slow Reached on time but packaging was weak",2024-11-29 20:05:00,0,8,,neu
REV-008929,ORD-003689,PRD-00700,CUST-04483,5.0,Good,Tracking updates were accurate Delivery was faster than promised,2024-12-31 14:23:00,1,39,Van,pos
REV-000877,ORD-002090,PRD-00800,CUST-01724,5.0,Bad experience,Rider was polite and on time Great experience overall 👍,2024-07-27 07:23:00,1,30,Bike,pos
REV-007468,ORD-005645,PRD-00438,CUST-01036,5.0,,Drone drop was smooth and quick Great experience overall 👍,2024-05-06 21:17:00,1,49,Bike,pos
REV-003021,ORD-002170,PRD-00658,CUST-00364,5.0,Delivery feedback,"Packaging was excellent, product intact Tracking updates were accurate",2024-09-19 19:23:00,0,35,Drone,pos
REV-001966,ORD-014500,PRD-00359,CUST-01150,2.0,Good,No tracking updates at all Delivery was 2 days late,2024-05-03 10:31:00,1,41,Bike,neg
REV-005426,ORD-012307,PRD-00121,CUST-02981,5.0,,Rider was polite and on time Delivery was faster than promised,2024-06-05 13:31:00,1,,,pos
REV-003177,ORD-000453,PRD-00166,CUST-01397,3.0,Good,"Average experience Product fine, delivery slow",2024-02-04 08:00:00,0,0,Van,neu
REV-009499,ORD-006241,PRD-00712,CUST-04216,4.0,Delivery feedback,"Rider was polite and on time Packaging was excellent, product intact",2025-05-26 18:44:00,1,82,Drone,pos
REV-002188,ORD-012994,PRD-00173,CUST-03896,3.0,Delivery feedback,"Reached on time but packaging was weak Delivery was okay, nothing special",2025-05-10 00:00:00,1,68,Truck,neu
REV-005281,ORD-014865,PRD-00730,CUST-04906,3.0,,Reached on time but packaging was weak Average experience,2024-02-07 20:44:00,0,55,Van,neu
REV-009776,ORD-007733,PRD-00395,CUST-03952,4.0,Good,Delivery was faster than promised Rider was polite and on time,2025-01-22 09:00:00,1,74,Van,pos
REV-000402,ORD-009867,PRD-00741,CUST-02157,5.0,Delivery feedback,Delivery was faster than promised Rider was polite and on time,2024-03-09 14:44:00,0,44,Van,pos
REV-005648,ORD-004582,PRD-00070,CUST-02197,5.0,Delivery feedback,Great experience overall 👍 Tracking updates were accurate,2025-06-22 15:12:00,1,22,Van,pos
REV-003220,ORD-008256,PRD-00497,CUST-01090,3.0,,"Average experience Delivery was okay, nothing special",2024-02-13 07:23:00,0,,Drone,neu
REV-009307,ORD-007262,PRD-00614,CUST-03812,3.0,,"Delivery was okay, nothing special Reached on time but packaging was weak",2024-03-06 00:00:00,1,85,Truck,neu
REV-002582,ORD-006226,PRD-00294,CUST-01833,5.0,,Tracking updates were accurate Delivery was faster than promised,2024-07-28 18:44:00,0,57,Drone,pos
REV-009773,ORD-001845,PRD-00342,CUST-02961,2.0,,Rider was rude on call Package arrived damaged,2024-09-22 21:17:00,0,,Bike,neg
REV-010332,,PRD-00589,CUST-00966,5.0,Good,Tracking updates were accurate Rider was polite and on time,2025-01-14 14:23:00,0,72,Bike,pos
REV-001013,ORD-000595,PRD-00583,CUST-02383,1.0,Bad experience,Drone dropped parcel in wrong spot No tracking updates at all,2025-01-31 06:17:00,1,,Bike,neg
REV-009467,ORD-002422,PRD-00250,CUST-04476,5.0,Good,Rider was polite and on time Delivery was faster than promised,2025-02-18 07:12:00,1,,Bike,pos
REV-004826,ORD-012349,PRD-00537,CUST-01729,1.0,,Rider was rude on call Item missing from the box,2024-03-02 13:44:00,0,1,Drone,neg
REV-004409,ORD-011691,PRD-00068,CUST-04436,1.0,Bad experience,Delivery was 2 days late Rider was rude on call,2025-06-22 11:17:00,0,13,Van,neg
REV-011507,ORD-009861,PRD-00836,CUST-02909,5.0,Good,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-07-11 14:58:00,0,52,Truck,pos
REV-003185,ORD-000929,PRD-00028,CUST-03499,2.0,,Package arrived damaged Item missing from the box,2024-01-24 11:05:00,1,19,,neg
REV-003919,ORD-002036,PRD-00793,CUST-00647,5.0,Good,Drone drop was smooth and quick Great experience overall 👍,2024-11-14 16:58:00,0,10,Bike,pos
REV-005362,ORD-014580,PRD-00037,CUST-02374,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2025-04-02 21:23:00,1,55,Van,neu
REV-011951,ORD-007844,PRD-00668,CUST-01709,5.0,Delivery feedback,Delivery was faster than promised Great experience overall 👍 🚚💨,2024-04-26 10:12:00,1,87,Truck,pos
REV-006955,ORD-001245,PRD-00024,CUST-01321,5.0,Delivery feedback,Great experience overall 👍 Delivery was faster than promised,2025-01-27 07:05:00,1,81,Drone,pos
REV-002994,ORD-008838,PRD-00006,CUST-04171,4.0,Delivery feedback,Tracking updates were accurate Great experience overall 👍,2024-04-21 14:44:00,1,32,,pos
REV-008647,ORD-005046,PRD-00508,CUST-04352,2.0,,Item missing from the box Delivery was 2 days late,2025-01-11 09:00:00,0,61,,neg
REV-001234,ORD-002068,PRD-00188,CUST-00563,5.0,Delivery feedback,Drone drop was smooth and quick Tracking updates were accurate,2025-04-01 15:31:00,1,17,Drone,pos
REV-011340,ORD-013237,PRD-00058,CUST-00740,3.0,Bad experience,Reached on time but packaging was weak Average experience,2024-01-20 11:23:00,0,,Bike,neu
REV-009476,ORD-003056,PRD-00774,CUST-03754,3.0,Delivery feedback,"Reached on time but packaging was weak Product fine, delivery slow",2025-06-19 15:44:00,0,,,neu
REV-005787,ORD-003167,PRD-00662,CUST-03310,5.0,Bad experience,Drone drop was smooth and quick Great experience overall 👍,2024-11-24 08:12:00,0,15,Drone,pos
REV-006757,ORD-011784,PRD-00525,CUST-03518,5.0,Bad experience,Rider was polite and on time Great experience overall 👍,2024-04-05 00:00:00,0,40,Van,pos
REV-000153,ORD-001761,PRD-00298,CUST-01572,5.0,Good,"Packaging was excellent, product intact Delivery was faster than promised",2025-01-01 16:05:00,0,84,Drone,pos
REV-007829,ORD-004774,PRD-00778,CUST-02222,1.0,Bad experience,Delivery was 2 days late Package arrived damaged,2024-04-09 14:12:00,1,90,Drone,neg
REV-002485,ORD-009870,PRD-00685,CUST-00012,2.0,,No tracking updates at all Rider was rude on call,2024-04-17 13:00:00,1,49,Drone,neg
REV-007239,ORD-014546,PRD-00762,CUST-00104,3.0,Delivery feedback,"Delivery was okay, nothing special Reached on time but packaging was weak",2024-12-29 12:58:00,1,7,,neu
REV-005314,ORD-003347,PRD-00069,CUST-01677,5.0,,Great experience overall 👍 Rider was polite and on time,2024-05-19 14:58:00,0,71,Van,pos
REV-000376,ORD-007207,PRD-00656,CUST-03994,5.0,,Delivery was faster than promised Drone drop was smooth and quick,2024-10-20 18:12:00,1,30,Drone,pos
REV-002064,ORD-014415,PRD-00101,CUST-04178,4.0,Bad experience,Tracking updates were accurate Delivery was faster than promised,2024-10-08 21:05:00,1,20,Van,pos
REV-007403,ORD-008345,PRD-00104,CUST-00732,4.0,,,2024-08-02 11:44:00,1,85,Drone,pos
REV-001437,ORD-004118,PRD-00043,CUST-04880,5.0,Good,Tracking updates were accurate Rider was polite and on time,2024-08-21 15:17:00,1,62,Bike,pos
REV-000440,ORD-013915,PRD-00641,CUST-00301,4.0,,Tracking updates were accurate Delivery was faster than promised,2024-05-21 11:23:00,0,39,Bike,pos
REV-011586,ORD-009941,PRD-00835,CUST-01979,4.0,Bad experience,Drone drop was smooth and quick Rider was polite and on time,2024-01-14 19:12:00,0,,Drone,pos
REV-007852,ORD-012769,PRD-00582,CUST-01056,3.0,,"Product fine, delivery slow Reached on time but packaging was weak",2025-02-13 19:12:00,1,21,,neu
REV-007056,ORD-003005,PRD-00738,CUST-03968,4.0,Delivery feedback,,2024-05-13 07:31:00,0,68,Drone,pos
REV-003308,ORD-001460,PRD-00574,CUST-04666,3.0,,"Product fine, delivery slow Average experience",2024-07-04 15:23:00,1,7,,neu
REV-005646,ORD-005684,PRD-00815,CUST-01761,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-03-11 12:05:00,0,,Drone,pos
REV-008459,ORD-014848,PRD-00241,CUST-04924,5.0,Delivery feedback,"Delivery was faster than promised Packaging was excellent, product intact",2024-03-13 20:44:00,1,24,Drone,pos
REV-000145,ORD-008053,PRD-00685,CUST-03324,3.0,Delivery feedback,"Reached on time but packaging was weak Product fine, delivery slow",2024-11-04 17:23:00,0,,Drone,neu
REV-006160,ORD-010617,PRD-00028,CUST-04559,4.0,,Rider was polite and on time Delivery was faster than promised,2024-03-15 20:58:00,0,39,Drone,pos
REV-009980,ORD-009967,PRD-00817,CUST-03884,1.0,Delivery feedback,Rider was rude on call Package arrived damaged 🚚💨,2024-06-09 11:23:00,0,,Bike,neg
REV-002894,ORD-000681,PRD-00434,CUST-01704,5.0,,"Rider was polite and on time Packaging was excellent, product intact",2024-12-16 13:31:00,1,73,Bike,pos
REV-001472,ORD-006662,PRD-00395,CUST-04407,3.0,Good,"Delivery was okay, nothing special Reached on time but packaging was weak",2024-04-09 00:00:00,0,34,Drone,neu
REV-010039,ORD-005626,PRD-00294,CUST-04731,3.0,Delivery feedback,Reached on time but packaging was weak Average experience,2024-01-28 13:23:00,1,83,Drone,neu
REV-007982,ORD-005240,PRD-00652,CUST-02316,4.0,,"Packaging was excellent, product intact Delivery was faster than promised",2024-02-08 20:31:00,1,,Truck,pos
REV-008763,ORD-006207,PRD-00653,CUST-01115,1.0,,No tracking updates at all Drone dropped parcel in wrong spot,2025-03-15 11:44:00,1,5,Van,neg
REV-003344,ORD-011483,PRD-00067,CUST-02002,2.0,Bad experience,Item missing from the box Drone dropped parcel in wrong spot,2025-02-26 18:31:00,1,17,Bike,neg
REV-008591,ORD-013166,PRD-00304,CUST-01123,4.0,Delivery feedback,Rider was polite and on time Great experience overall 👍,2024-05-30 14:17:00,1,26,Van,pos
REV-001311,ORD-014202,PRD-00452,CUST-04336,5.0,Delivery feedback,"Packaging was excellent, product intact Tracking updates were accurate",2024-06-30 10:31:00,1,86,Truck,pos
REV-006182,,PRD-00689,CUST-01443,5.0,Delivery feedback,Delivery was faster than promised Tracking updates were accurate,2024-11-29 08:23:00,0,58,Drone,pos
REV-007778,ORD-008619,PRD-00103,CUST-04806,1.0,Good,Drone dropped parcel in wrong spot No tracking updates at all,2024-05-26 07:05:00,1,46,Drone,neg
REV-005304,ORD-014544,PRD-00804,CUST-04355,5.0,,Rider was polite and on time Tracking updates were accurate,2024-09-09 16:00:00,1,74,Drone,pos
REV-011873,ORD-009839,PRD-00477,CUST-01652,3.0,Bad experience,"Average experience Delivery was okay, nothing special",2025-01-20 17:58:00,1,0,Drone,neu
REV-007537,ORD-004975,PRD-00583,CUST-02472,3.0,Good,"Average experience Delivery was okay, nothing special",2024-11-19 17:44:00,1,81,Drone,neu
REV-002002,ORD-012278,PRD-00483,CUST-04996,5.0,,Drone drop was smooth and quick Rider was polite and on time,2024-10-09 20:58:00,0,,Truck,pos
REV-011031,ORD-014588,PRD-00734,CUST-01212,5.0,,Great experience overall 👍 Delivery was faster than promised,2024-05-28 19:44:00,1,70,Drone,pos
REV-000218,ORD-005602,PRD-00074,CUST-02841,5.0,Good,Great experience overall 👍 Rider was polite and on time,2025-02-09 19:23:00,1,6,Truck,pos
REV-001951,ORD-013012,PRD-00329,CUST-03762,2.0,Bad experience,Item missing from the box No tracking updates at all,2024-01-07 18:12:00,0,,Truck,neg
REV-008539,ORD-002333,PRD-00219,CUST-00937,5.0,Delivery feedback,"Packaging was excellent, product intact Great experience overall 👍",2024-05-14 16:44:00,1,89,Truck,pos
REV-003440,ORD-003193,PRD-00606,CUST-00971,5.0,,,2024-08-01 07:44:00,1,1,Van,pos
REV-000320,ORD-014284,PRD-00207,CUST-02841,3.0,Delivery feedback,Average experience Reached on time but packaging was weak,2025-01-04 11:31:00,1,59,Bike,neu
REV-003773,ORD-000972,PRD-00396,CUST-00434,3.0,Good,Reached on time but packaging was weak Average experience,2024-12-08 17:23:00,0,5,Van,neu
REV-002036,ORD-014775,PRD-00795,CUST-00112,5.0,Delivery feedback,"Tracking updates were accurate Packaging was excellent, product intact",2024-06-09 12:23:00,0,38,Drone,pos
REV-001609,ORD-002957,PRD-00494,CUST-00080,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2025-01-22 21:23:00,1,14,Truck,pos
REV-004038,ORD-007134,PRD-00043,CUST-02694,5.0,,Tracking updates were accurate Great experience overall 👍,2025-06-01 14:23:00,0,12,Drone,pos
REV-011875,ORD-008946,PRD-00199,CUST-00031,5.0,Bad experience,"Rider was polite and on time Packaging was excellent, product intact",2024-01-11 17:05:00,1,53,Drone,pos
REV-006844,ORD-002800,PRD-00505,CUST-04389,5.0,Delivery feedback,Delivery was faster than promised Drone drop was smooth and quick,2024-10-08 07:12:00,1,4,Drone,pos
REV-002520,ORD-002192,PRD-00096,CUST-01748,4.0,,Drone drop was smooth and quick Rider was polite and on time,2025-01-24 08:05:00,0,,Drone,pos
REV-002739,ORD-011310,PRD-00650,CUST-00101,2.0,Delivery feedback,No tracking updates at all Rider was rude on call,2024-04-27 14:00:00,0,,Van,neg
REV-002220,ORD-000875,PRD-00007,CUST-00822,5.0,Bad experience,Great experience overall 👍 Delivery was faster than promised,2025-06-09 14:05:00,0,,,pos
REV-010197,ORD-003001,PRD-00242,CUST-04252,1.0,Good,Delivery was 2 days late No tracking updates at all,2024-12-07 17:58:00,0,46,Bike,neg
REV-005825,ORD-010139,PRD-00763,CUST-03919,5.0,,"Packaging was excellent, product intact Great experience overall 👍",2024-12-11 00:00:00,1,44,Truck,pos
REV-001251,ORD-013824,PRD-00011,CUST-04057,3.0,Delivery feedback,"Average experience Delivery was okay, nothing special",2024-02-13 18:00:00,0,26,Truck,neu
REV-010251,ORD-003552,PRD-00566,CUST-01642,4.0,Bad experience,"Delivery was faster than promised Packaging was excellent, product intact",2025-04-17 13:00:00,0,26,,pos
REV-008297,ORD-001792,PRD-00738,CUST-01486,3.0,Bad experience,Reached on time but packaging was weak Average experience,2024-04-18 12:31:00,1,2,Drone,neu
REV-010434,ORD-002981,PRD-00420,CUST-03114,3.0,Delivery feedback,"Delivery was okay, nothing special Average experience",2024-08-01 20:23:00,1,45,Drone,neu
REV-006715,ORD-005503,PRD-00438,CUST-02394,3.0,,"Delivery was okay, nothing special Average experience",2025-02-09 18:12:00,1,9,Drone,neu
REV-001747,ORD-003374,PRD-00505,CUST-02190,5.0,Delivery feedback,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-01-29 07:05:00,0,,Van,pos
REV-011792,ORD-011727,PRD-00199,CUST-04082,2.0,,Package arrived damaged Delivery was 2 days late,2025-01-26 06:31:00,0,32,Truck,neg
REV-005336,ORD-014703,PRD-00113,CUST-04484,5.0,,"Great experience overall 👍 Packaging was excellent, product intact",2025-01-05 18:23:00,1,45,Drone,pos
REV-000286,ORD-013141,PRD-00107,CUST-01454,2.0,Bad experience,Delivery was 2 days late Drone dropped parcel in wrong spot,2025-10-02 18:31:00,0,44,Truck,neg
REV-001100,ORD-005650,PRD-00714,CUST-00695,3.0,Good,"Reached on time but packaging was weak Delivery was okay, nothing special",2025-01-29 12:17:00,0,29,Van,neu
REV-008277,ORD-005128,PRD-00059,CUST-02507,4.0,Bad experience,Delivery was faster than promised Tracking updates were accurate,2024-04-01 07:12:00,0,,Van,pos
REV-006787,ORD-010791,PRD-00011,CUST-01889,4.0,Bad experience,Delivery was faster than promised Great experience overall 👍,2024-03-15 15:44:00,1,29,Truck,pos
REV-011526,ORD-002884,PRD-00234,CUST-04516,3.0,Delivery feedback,"Average experience Delivery was okay, nothing special",2025-06-30 06:00:00,1,23,Bike,neu
REV-007563,ORD-007096,PRD-00138,CUST-01916,5.0,,Drone drop was smooth and quick Great experience overall 👍,2024-05-25 17:00:00,1,,Van,pos
REV-004467,ORD-001959,PRD-00756,CUST-01751,1.0,Delivery feedback,Package arrived damaged Rider was rude on call,2025-06-30 14:05:00,1,41,Drone,neg
REV-010400,ORD-004286,PRD-00694,CUST-03842,4.0,,Drone drop was smooth and quick Rider was polite and on time,2025-05-28 19:17:00,1,71,Drone,pos
REV-006236,ORD-002005,PRD-00224,CUST-04867,5.0,,,2024-08-27 06:00:00,1,15,Truck,pos
