log_id,order_id,event_seq,event_type,event_timestamp,hub_code,vehicle_id,scanned_by_emp,location_city,remarks,exception_code
LOG-0050399,ORD-009610,2.0,PICKED_UP,2024-08-20 12:38:30,HUB-PUN,VEH-0022,EMP-0321,Coimbatore,Weather hold - heavy rain at hub,
LOG-0016658,ORD-003172,3.0,OUT_FOR_DELIVERY,2025-01-14 12:28:11,HUB-PUN,VEH-0036,EMP-1161,Chandigarh,"Address unclear,
rider called customer twice",
LOG-0043795,ORD-008349,1.0,ORDER_PLACED,2025-03-28 15:42:00,HUB-GUW,VEH-0640,EMP-0565,Guwahati,Weather hold - heavy rain at hub,
LOG-0056130,ORD-010706,4.0,IN_TRANSIT,2024-03-12 11:33:36,HUB-JAI,VEH-0649,EMP-0154,Visakhapatnam,"Customer unavailable, left with security",
LOG-0026034,ORD-004965,1.0,ORDER_PLACED,2024-10-18 15:04:52,HUB-LUC,VEH-0654,EMP-0075,Chennai,OK,
LOG-0035801,ORD-006828,5.0,DELIVERED,2024-09-25 11:17:00,HUB-KOC,VEH-0661,EMP-0486,Mysuru,OK,EX-01
LOG-0075057,ORD-014299,6.0,DELIVERED,2024-10-20 14:29:08,HUB-GUR,VEH-0454,EMP-1039,Pune,"Address unclear,
rider called customer twice",
LOG-0062286,ORD-011875,2.0,PICKED_UP,2025-02-03 23:47:45,HUB-DEL,VEH-0664,EMP-0386,Delhi,"Customer unavailable, left with security",
LOG-0056897,ORD-010855,2.0,PICKED_UP,2024-01-13 15:39:40,HUB-GUW,VEH-0663,EMP-0964,Delhi,"Address unclear,
rider called customer twice",
LOG-0078270,ORD-014906,5.0,IN_TRANSIT,2024-03-29 14:51:28,HUB-BHU,VEH-0508,EMP-1028,Delhi,,
LOG-0046497,ORD-008865,3.0,IN_TRANSIT,2024-02-05 22:39:00,HUB-LUC,VEH-0125,EMP-1064,Visakhapatnam,,
LOG-0026158,ORD-004988,6.0,DELIVERED,2025-09-02 21:02:09,HUB-VIS,VEH-0243,EMP-0109,Gurugram,Handed over to last-mile partner,EX-01
LOG-0039088,ORD-007452,3.0,AT_HUB,2024-06-14 08:38:49,HUB-BHU,VEH-0596,EMP-0949,Hyderabad,Handed over to last-mile partner,
LOG-0075513,ORD-014383,5.0,OUT_FOR_DELIVERY,2025-10-04 06:39:33,HUB-MYS,VEH-0255,EMP-0032,Gurugram,Handed over to last-mile partner,
LOG-0030592,ORD-005834,6.0,DELIVERED,2024-06-26 17:38:10,HUB-MUM,VEH-0684,EMP-0140,Delhi,"Customer unavailable, left with security",
LOG-0029860,ORD-005696,4.0,RTO_INITIATED,2024-06-17 15:15:00,HUB-GUW,VEH-0559,EMP-0165,Bhubaneswar,Handed over to last-mile partner,
LOG-0018369,ORD-003500,4.0,AT_HUB,2024-03-26 14:42:55,HUB-CHA,VEH-0550,EMP-0380,Chennai,"Drone aborted landing, obstacle detected",
LOG-0011906,ORD-002275,4.0,OUT_FOR_DELIVERY,2024-08-21 19:57:16,HUB-BEN,VEH-0096,EMP-0182,Gurugram,Weather hold - heavy rain at hub,
LOG-0075267,ORD-014338,6.0,DELIVERED,2025-06-17 13:40:57,HUB-AHM,VEH-0671,EMP-0896,Chennai,Weather hold - heavy rain at hub,
LOG-0048509,ORD-009246,6.0,DELIVERED,2025-06-25 11:14:00,HUB-BEN,VEH-0615,EMP-0307,Mumbai,Weather hold - heavy rain at hub,
LOG-0021272,ORD-004054,5.0,AT_HUB,2024-04-29 23:42:00,HUB-KOL,VEH-0670,EMP-0656,Lucknow,"Consignee said ""call before arrival""",
LOG-0061507,ORD-011725,6.0,DELIVERED,2024-10-15 07:09:02,HUB-PUN,VEH-0651,EMP-0871,Visakhapatnam,Handed over to last-mile partner,
LOG-0067977,ORD-012954,4.0,IN TRANSIT,2024-11-26 12:51:08,HUB-NAG,VEH-0615,EMP-0119,Mumbai,,
LOG-0032989,ORD-006291,5.0,DELIVERED,2024-03-18 20:45:32,HUB-BEN,VEH-0284,EMP-0241,Visakhapatnam,Handed over to last-mile partner,
LOG-0055077,ORD-010503,4.0,DELIVERED,2025-05-08 12:33:00,HUB-CHE,VEH-0328,EMP-0612,Gurugram,,
LOG-0025693,ORD-004900,3.0,OUT_FOR_DELIVERY,,HUB-GUR,VEH-0272,EMP-0268,Mumbai,Weather hold - heavy rain at hub,
LOG-0020357,ORD-003881,,IN_TRANSIT,2025-01-05 00:00:00,HUB-BHU,VEH-0701,EMP-0181,Chandigarh,,
LOG-0076299,ORD-014531,1.0,ORDER_PLACED,2024-12-25 12:16:00,HUB-MUM,VEH-0082,EMP-0728,Nagpur,,
LOG-0003762,ORD-000724,4.0,IN_TRANSIT,2025-06-18 15:08:00,HUB-MAD,VEH-0092,EMP-1117,Jaipur,,
LOG-0028201,ORD-005377,5.0,DELIVERED,2025-01-05 14:52:23,HUB-DEL,VEH-0360,EMP-0876,Hyderabad,"Drone aborted landing, obstacle detected",
LOG-0033162,ORD-006323,4.0,IN_TRANSIT,2024-01-14 19:33:00,HUB-GUR,VEH-0354,EMP-0885,Bhubaneswar,Handed over to last-mile partner,
LOG-0060154,ORD-011466,3.0,IN_TRANSIT,2024-07-01 20:07:46,HUB-LUC,VEH-0200,EMP-1169,Kolkata,OK,
LOG-0028574,ORD-005451,2.0,PICKED_UP,2024-01-05 19:39:00,HUB-MUM,VEH-0141,EMP-0447,Pune,,EX-12
LOG-0017964,ORD-003420,3.0,AT_HUB,2024-01-19 18:35:00,HUB-DEL,VEH-0701,EMP-0927,Gurugram,"Customer unavailable, left with security",
LOG-0039780,ORD-007583,4.0,RTO_INITIATED,2024-10-11 09:28:28,HUB-CHE,VEH-0172,EMP-0324,Visakhapatnam,,
LOG-0004820,ORD-000929,2.0,PICKED_UP,2025-03-17 10:31:41,HUB-GUR,VEH-0713,EMP-0183,Madurai,"Drone aborted landing, obstacle detected",
LOG-0020760,ORD-003957,6.0,DELIVERED,2024-11-07 00:46:00,HUB-NAG,VEH-0716,EMP-0426,Visakhapatnam,OK,
LOG-0004504,ORD-000868,2.0,PICKED_UP,2024-01-18 09:41:32,HUB-GUW,VEH-0281,EMP-0049,Coimbatore,Handed over to last-mile partner,
LOG-0040035,ORD-007631,2.0,PICKED_UP,2024-09-09 17:27:40,HUB-VIS,VEH-0627,EMP-0010,Kolkata,"Address unclear,
rider called customer twice",
LOG-0004508,ORD-000869,1.0,ORDER_PLACED,2024-12-16 20:54:00,HUB-CHA,VEH-0635,EMP-0988,Lucknow,OK,
LOG-0011873,ORD-002269,3.0,OUT_FOR_DELIVERY,2024-08-21 02:56:20,HUB-GUW,VEH-0473,EMP-0282,Ahmedabad,Handed over to last-mile partner,
LOG-0040745,ORD-007766,5.0,IN_TRANSIT,2024-08-13 01:48:04,HUB-KOC,VEH-0593,EMP-0890,Bengaluru,"Address unclear,
rider called customer twice",
LOG-0008472,ORD-001626,2.0,PICKED_UP,2024-04-15 07:24:08,HUB-MYS,VEH-0675,EMP-0034,Bhubaneswar,,EX-12
LOG-0071160,ORD-013568,2.0,PICKED_UP,2024-06-16 14:57:54,HUB-NAG,VEH-0248,EMP-0834,Madurai,"Drone aborted landing, obstacle detected",
LOG-0038452,ORD-007332,1.0,ORDER_PLACED,2024-08-31 04:54:13,HUB-PUN,VEH-0597,EMP-0663,Ahmedabad,"Customer unavailable, left with security",
LOG-0031993,ORD-006103,4.0,DELIVERED,2024-12-01 16:38:20,HUB-DEL,VEH-0515,EMP-1061,Kochi,Weather hold - heavy rain at hub,
LOG-0067461,ORD-012859,3.0,OUT_FOR_DELIVERY,2025-03-04 18:22:00,HUB-VIS,VEH-0084,EMP-0468,Gurugram,"Consignee said ""call before arrival""",
LOG-0045131,ORD-008602,5.0,DELIVERED,2024-04-07 15:37:00,HUB-AHM,VEH-0297,EMP-0927,Pune,"Drone aborted landing, obstacle detected",
LOG-0024196,ORD-004615,2.0,PICKED_UP,2024-09-10 09:22:03,HUB-PUN,VEH-0341,EMP-0814,Visakhapatnam,"Drone aborted landing, obstacle detected",
LOG-0057715,ORD-011009,4.0,AT_HUB,2025-04-28 07:16:16,HUB-BHU,VEH-0220,EMP-0994,Lucknow,OK,
LOG-0028899,ORD-005513,4.0,IN_TRANSIT,2024-07-08 01:08:34,HUB-NAG,VEH-0714,EMP-1059,Visakhapatnam,Weather hold - heavy rain at hub,
LOG-0054497,ORD-010393,6.0,DELIVERED,2024-01-31 19:11:20,HUB-MUM,VEH-0427,EMP-0178,Lucknow,"Drone aborted landing, obstacle detected",
LOG-0007438,ORD-001430,1.0,ORDER_PLACED,2024-10-31 10:22:00,HUB-NAG,VEH-0690,EMP-0187,Mysuru,,
LOG-0068608,ORD-013075,4.0,OUT_FOR_DELIVERY,2024-09-10 00:00:00,HUB-CHA,VEH-0712,EMP-0383,Chandigarh,"Address unclear,
rider called customer twice",
LOG-0060097,ORD-011455,3.0,OUT_FOR_DELIVERY,2024-05-02 17:51:31,HUB-BEN,VEH-0443,EMP-0427,Kolkata,,
LOG-0075986,ord-014471,6.0,RTO_INITIATED,2024-03-19 09:22:45,HUB-LUC,VEH-0144,EMP-0495,Bhubaneswar,"Address unclear,
rider called customer twice",
LOG-0000887,ORD-000171,6.0,DELIVERED,2024-07-24 21:46:00,HUB-LUC,VEH-0670,EMP-0195,Lucknow,Handed over to last-mile partner,
LOG-0027875,ORD-005315,5.0,DELIVERED,2024-10-10 15:21:24,HUB-JAI,VEH-0446,EMP-0248,Kochi,,
LOG-0001365,ORD-000261,4.0,IN_TRANSIT,2024-07-22 00:00:00,HUB-CHA,VEH-0330,EMP-1075,Mumbai,"Customer unavailable, left with security",
LOG-0014186,ORD-002708,2.0,PICKED_UP,2024-09-14 22:22:11,HUB-DEL,VEH-0704,EMP-0648,Kolkata,Weather hold - heavy rain at hub,
LOG-0054268,ORD-010350,2.0,PICKED_UP,2024-06-24 17:23:47,HUB-MYS,VEH-0722,EMP-0496,Pune,,EX-12
LOG-0002674,ORD-000514,2.0,PICKED_UP,2025-05-02 17:11:00,HUB-AHM,VEH-0347,EMP-0978,Visakhapatnam,,
LOG-0027826,ORD-005306,2.0,PICKED_UP,2024-09-08 18:38:00,HUB-BHU,VEH-0307,EMP-0437,Hyderabad,Weather hold - heavy rain at hub,
LOG-0001397,ORD-000267,2.0,PICKED_UP,,HUB-BHU,VEH-0215,EMP-0065,Hyderabad,Handed over to last-mile partner,
LOG-0056756,ORD-010827,3.0,IN_TRANSIT,2025-05-24 13:17:00,HUB-COI,VEH-0180,EMP-0386,Kochi,Weather hold - heavy rain at hub,
LOG-0029689,ORD-005664,1.0,ORDER PLACED,2024-01-17 11:23:35,HUB-BHU,VEH-0647,EMP-1165,Bhubaneswar,"Address unclear,
rider called customer twice",
LOG-0058266,ORD-011112,5.0,IN_TRANSIT,2024-06-27 19:26:10,HUB-HYD,VEH-0457,EMP-0858,Coimbatore,"Address unclear,
rider called customer twice",
LOG-0068779,ORD-013107,4.0,AT_HUB,2024-03-26 08:49:00,HUB-NAG,VEH-0285,EMP-0818,Delhi,Handed over to last-mile partner,
LOG-0025024,ORD-004773,2.0,PICKED_UP,2024-11-04 08:54:00,HUB-BEN,VEH-0372,EMP-1070,Nagpur,"Consignee said ""call before arrival""",EX-07
LOG-0021413,ORD-004081,3.0,OUT_FOR_DELIVERY,2024-05-03 09:42:44,HUB-JAI,VEH-0665,EMP-0178,Delhi,"Address unclear,
rider called customer twice",
LOG-0023698,ORD-004521,3.0,IN_TRANSIT,2024-04-03 00:03:32,HUB-MAD,VEH-0716,EMP-0439,Chennai,,
LOG-0068096,ORD-012976,4.0,IN_TRANSIT,2025-06-04 04:26:08,HUB-NAG,VEH-0648,EMP-0279,Hyderabad,"Address unclear,
rider called customer twice",
LOG-0058299,ORD-011119,2.0,PICKED_UP,2024-04-12 19:39:00,HUB-CHA,VEH-0432,EMP-0729,Kochi,"Address unclear,
rider called customer twice",
LOG-0067702,ORD-012903,3.0,AT_HUB,2024-04-21 16:56:13,HUB-MUM,VEH-0485,EMP-0218,Jaipur,"Consignee said ""call before arrival""",
LOG-0006684,ORD-001284,4.0,IN_TRANSIT,2024-04-01 14:18:24,HUB-HYD,VEH-0595,EMP-0322,Kolkata,OK,EX-07
LOG-0052734,ORD-010056,1.0,ORDER_PLACED,2025-03-29 06:29:57,HUB-CHE,VEH-0321,EMP-0195,Kolkata,"Drone aborted landing, obstacle detected",
LOG-0057029,ORD-010878,6.0,DELIVERED,2025-04-15 19:03:19,HUB-DEL,VEH-0595,EMP-0822,Kolkata,"Drone aborted landing, obstacle detected",
LOG-0033318,ORD-006355,3.0,IN_TRANSIT,2024-04-06 17:41:00,HUB-BHU,VEH-0351,EMP-0009,Bengaluru,,
LOG-0057928,ORD-011049,3.0,IN_TRANSIT,2025-02-07 11:27:00,HUB-BEN,VEH-0651,EMP-0500,Gurugram,,
LOG-0021397,ORD-004078,4.0,AT_HUB,2024-09-24 12:13:10,HUB-CHE,VEH-0719,EMP-0162,Mumbai,"Consignee said ""call before arrival""",EX-07
LOG-0040693,ORD-007756,6.0,DELIVERED,2024-09-28 14:08:49,HUB-MYS,VEH-0173,EMP-0851,Kolkata,,
LOG-0046061,ORD-008783,2.0,PICKED_UP,2024-10-05 23:01:26,HUB-HYD,VEH-0670,EMP-0259,Mumbai,"Consignee said ""call before arrival""",
LOG-0059202,ORD-011285,3.0,AT_HUB,2024-09-08 18:35:00,HUB-LUC,VEH-0713,EMP-0969,Visakhapatnam,,
LOG-0022633,ORD-004316,2.0,PICKED_UP,2024-07-28 08:49:00,HUB-MYS,VEH-0063,EMP-0589,Mysuru,,
LOG-0053707,ORD-010242,1.0,ORDER_PLACED,,HUB-NAG,VEH-0612,EMP-0612,Gurugram,"Address unclear,
rider called customer twice",EX-01
LOG-0026471,ORD-005047,6.0,DELIVERED,2024-04-21 09:42:22,HUB-GUR,VEH-0637,EMP-0196,Ahmedabad,"Address unclear,
rider called customer twice",EX-12
LOG-0077144,ORD-014693,4.0,FAILED_ATTEMPT,2025-06-10 21:29:00,HUB-COI,VEH-0198,EMP-0426,Ahmedabad,,
LOG-0075078,ORD-014303,3.0,IN_TRANSIT,2024-02-10 08:35:15,HUB-KOL,VEH-0655,EMP-1066,Visakhapatnam,"Drone aborted landing, obstacle detected",
LOG-0054391,ORD-010374,1.0,ORDER_PLACED,,HUB-GUW,VEH-0712,EMP-0515,Kolkata,,
LOG-0025698,ORD-004901,3.0,IN TRANSIT,,HUB-GUR,VEH-0011,EMP-0124,Kolkata,,
LOG-0031740,ORD-006055,3.0,AT_HUB,2025-03-15 04:08:02,HUB-KOL,VEH-0718,EMP-0660,Guwahati,OK,
LOG-0023221,ORD-004428,5.0,IN_TRANSIT,2025-01-05 00:49:00,HUB-CHE,VEH-0712,EMP-0964,Kolkata,"Consignee said ""call before arrival""",
LOG-0013766,ORD-002627,4.0,OUT_FOR_DELIVERY,2024-08-01 10:51:31,HUB-HYD,VEH-0553,EMP-0500,Hyderabad,"Address unclear,
rider called customer twice",EX-07
LOG-0044960,ORD-008570,3.0,OUT FOR DELIVERY,2024-03-12 09:23:46,HUB-MUM,VEH-0240,EMP-0856,Nagpur,Handed over to last-mile partner,
LOG-0033255,ORD-006343,2.0,PICKED_UP,2024-12-27 07:14:51,HUB-GUR,VEH-0069,EMP-0934,Gurugram,"Address unclear,
rider called customer twice",
LOG-0001016,ORD-000196,3.0,OUT_FOR_DELIVERY,2024-01-28 11:28:00,HUB-MUM,VEH-0659,EMP-0496,Coimbatore,"Consignee said ""call before arrival""",
LOG-0039110,ORD-007456,5.0,OUT_FOR_DELIVERY,2024-07-26 15:57:41,HUB-GUR,VEH-0682,EMP-0263,Kochi,OK,
LOG-0046381,ORD-008843,4.0,AT_HUB,2024-04-06 02:16:06,HUB-KOL,VEH-0589,EMP-0898,Guwahati,,
LOG-0009339,ORD-001790,2.0,PICKED_UP,2025-02-26 08:24:00,HUB-VIS,VEH-0422,EMP-0703,Coimbatore,"Address unclear,
rider called customer twice",
LOG-0060690,ORD-011569,2.0,PICKED_UP,2025-04-16 20:33:00,HUB-MUM,VEH-0487,EMP-0275,Kolkata,OK,
LOG-0034983,ORD-006671,1.0,ORDER_PLACED,2024-05-26 14:43:22,HUB-NAG,VEH-0463,EMP-0319,Kochi,,
LOG-0042176,ORD-008042,6.0,FAILED_ATTEMPT,2024-09-28 05:00:56,HUB-VIS,VEH-0622,EMP-0071,Chennai,"Consignee said ""call before arrival""",
LOG-0051469,ORD-009813,6.0,FAILED_ATTEMPT,2024-01-27 03:01:00,HUB-AHM,VEH-0676,EMP-0425,Kolkata,,
LOG-0065737,ORD-012534,4.0,AT_HUB,2024-07-01 00:00:00,HUB-KOC,VEH-0122,EMP-1123,Kolkata,,
LOG-0020852,ORD-003975,5.0,DELIVERED,2025-01-24 19:23:00,HUB-KOL,VEH-0296,EMP-0328,Visakhapatnam,,
LOG-0018116,ORD-003450,3.0,OUT_FOR_DELIVERY,2024-10-31 16:56:22,HUB-NAG,VEH-0652,EMP-1084,Hyderabad,"Customer unavailable, left with security",
LOG-0038342,ORD-007310,2.0,PICKED_UP,2024-11-26 07:43:00,HUB-CHE,VEH-0087,EMP-0648,Madurai,,EX-12
LOG-0069243,ORD-013197,6.0,DELIVERED,2024-04-10 05:43:00,HUB-LUC,VEH-0638,EMP-0174,Jaipur,"Consignee said ""call before arrival""",
LOG-0069195,ORD-013189,2.0,PICKED UP,2025-12-01 22:53:49,HUB-GUR,VEH-0673,EMP-0144,Bhubaneswar,,EX-12
LOG-0063424,ORD-012091,5.0,AT_HUB,2024-09-02 16:02:48,HUB-BHU,VEH-0250,EMP-0675,Guwahati,,
LOG-0077469,ORD-014754,5.0,OUT_FOR_DELIVERY,2024-08-20 10:15:48,HUB-JAI,VEH-0346,EMP-0779,Lucknow,,
LOG-0050045,ORD-009542,4.0,IN_TRANSIT,2025-04-16 10:20:35,HUB-MAD,VEH-0213,EMP-1161,Bhubaneswar,,
LOG-0024835,ORD-004736,4.0,IN_TRANSIT,2025-06-01 23:54:00,HUB-HYD,VEH-0705,EMP-0722,Coimbatore,"Customer unavailable, left with security",
LOG-0004632,ORD-000893,1.0,ORDER_PLACED,2024-08-13 16:34:00,HUB-GUW,VEH-0535,EMP-0278,Delhi,,
LOG-0066206,ORD-012622,6.0,RTO_INITIATED,2024-03-17 12:06:00,HUB-MYS,VEH-0641,EMP-0383,Bhubaneswar,Weather hold - heavy rain at hub,
LOG-0062209,ORD-011860,4.0,AT_HUB,2025-05-24 21:21:32,HUB-VIS,VEH-0701,EMP-0605,Chennai,,
LOG-0057036,ORD-010880,1.0,ORDER_PLACED,2024-08-19 00:00:00,HUB-MAD,VEH-0716,EMP-0199,Pune,,
LOG-0049065,ORD-009354,3.0,IN_TRANSIT,2024-09-18 23:44:50,HUB-GUR,VEH-0386,EMP-0989,Chandigarh,Handed over to last-mile partner,EX-07
LOG-0016401,ORD-003124,5.0,IN_TRANSIT,2024-11-11 17:19:00,HUB-DEL,VEH-0652,EMP-1142,Kochi,"Customer unavailable, left with security",EX-01
LOG-0046633,ORD-008892,3.0,IN_TRANSIT,2024-04-16 04:10:04,HUB-COI,VEH-0624,EMP-0910,Visakhapatnam,Weather hold - heavy rain at hub,EX-12
LOG-0070177,ORD-013376,6.0,DELIVERED,2024-11-28 10:25:00,HUB-DEL,VEH-0646,EMP-0975,Ahmedabad,,
LOG-0015334,ORD-002925,1.0,ORDER_PLACED,2025-01-02 11:10:00,HUB-CHE,VEH-0318,EMP-1182,Mumbai,Weather hold - heavy rain at hub,
LOG-0040605,ORD-007740,2.0,PICKED_UP,2025-07-02 13:13:00,HUB-MYS,VEH-0196,EMP-0993,Ahmedabad,"Consignee said ""call before arrival""",
LOG-0016703,ORD-003181,,IN TRANSIT,2025-03-26 21:22:36,HUB-NAG,VEH-0362,EMP-0207,Pune,OK,EX-12
LOG-0073694,ORD-014042,6.0,RTO_INITIATED,2024-12-26 00:00:00,HUB-MAD,VEH-0149,EMP-0326,Mysuru,"Address unclear,
rider called customer twice",
LOG-0010145,ORD-001942,4.0,IN_TRANSIT,2024-07-17 23:48:01,HUB-PUN,VEH-0616,EMP-0328,Gurugram,"Customer unavailable, left with security",EX-01
LOG-0034636,ORD-006605,4.0,IN_TRANSIT,2024-03-25 21:54:03,HUB-CHE,VEH-0352,EMP-0054,Chennai,"Consignee said ""call before arrival""",
LOG-0040104,ORD-007645,1.0,ORDER_PLACED,,HUB-CHA,VEH-0709,EMP-0173,Madurai,"Drone aborted landing, obstacle detected",
LOG-0058685,ORD-011189,2.0,PICKED_UP,2024-01-05 03:52:58,HUB-MUM,VEH-0648,EMP-0344,Lucknow,OK,
LOG-0000462,ORD-000090,1.0,ORDER_PLACED,2024-02-18 18:30:32,HUB-AHM,VEH-0607,EMP-0701,Madurai,,
LOG-0003738,ORD-000720,3.0,AT_HUB,2024-03-01 17:16:00,HUB-MUM,VEH-0592,EMP-0967,Lucknow,,
LOG-0033516,ORD-006393,6.0,FAILED_ATTEMPT,2024-03-11 13:37:00,HUB-KOL,VEH-0084,EMP-0850,Visakhapatnam,"Consignee said ""call before arrival""",
LOG-0032814,ORD-006260,4.0,IN_TRANSIT,2024-10-02 01:58:43,HUB-VIS,VEH-0733,EMP-0346,Kolkata,"Consignee said ""call before arrival""",
LOG-0001104,ORD-000212,6.0,DELIVERED,2024-07-17 10:14:00,HUB-MYS,VEH-0465,EMP-0614,Madurai,,
LOG-0020434,ORD-003895,6.0,DELIVERED,2024-12-21 21:33:00,HUB-PUN,VEH-0510,EMP-0185,Mysuru,,
LOG-0018206,ORD-003467,5.0,IN_TRANSIT,2025-10-04 04:10:14,HUB-BHU,VEH-0695,EMP-1143,Chennai,"Drone aborted landing, obstacle detected",
LOG-0032111,ORD-006126,5.0,AT_HUB,2024-05-24 12:20:00,HUB-DEL,VEH-0462,EMP-0089,Nagpur,"Address unclear,
rider called customer twice",EX-01
LOG-0069374,ORD-013221,4.0,OUT_FOR_DELIVERY,2024-08-27 20:20:00,HUB-LUC,VEH-0340,EMP-0635,Mumbai,"Address unclear,
rider called customer twice",
LOG-0030802,ORD-005875,3.0,AT_HUB,2024-06-07 22:00:05,HUB-GUR,VEH-0238,EMP-0374,Jaipur,,
LOG-0069610,ORD-013268,2.0,PICKED_UP,2025-01-27 21:47:12,HUB-PUN,VEH-0651,EMP-1137,Ahmedabad,"Address unclear,
rider called customer twice",
LOG-0069004,ORD-013152,2.0,PICKED_UP,2025-03-03 17:04:18,HUB-COI,VEH-0668,EMP-0410,Ahmedabad,,
LOG-0051333,ORD-009789,1.0,ORDER_PLACED,2024-06-20 22:06:00,HUB-KOC,VEH-0649,EMP-0442,Pune,"Drone aborted landing, obstacle detected",
LOG-0042681,ORD-008139,4.0,AT_HUB,2024-09-30 02:01:03,HUB-NAG,VEH-0699,EMP-0982,Gurugram,,
LOG-0014697,ORD-002804,1.0,ORDER_PLACED,2024-01-23 18:41:00,HUB-JAI,VEH-0269,EMP-0618,Nagpur,"Address unclear,
rider called customer twice",
LOG-0007225,ORD-001389,3.0,IN_TRANSIT,2024-12-26 18:09:28,HUB-VIS,VEH-0712,EMP-0002,Madurai,Handed over to last-mile partner,
LOG-0001070,ORD-000207,1.0,ORDER_PLACED,2024-11-28 09:34:16,HUB-MUM,VEH-0274,EMP-0917,Jaipur,OK,
LOG-0039804,ORD-007588,1.0,ORDER_PLACED,2024-04-29 00:00:00,HUB-CHE,VEH-0509,EMP-0045,Kochi,,
LOG-0027719,ORD-005285,4.0,DELIVERED,2025-02-16 10:04:03,HUB-JAI,VEH-0662,EMP-0411,Mumbai,"Customer unavailable, left with security",
LOG-0020772,ORD-003960,1.0,ORDER_PLACED,2024-10-20 19:22:00,HUB-KOC,VEH-0240,EMP-1156,Chandigarh,,
LOG-0058102,ORD-011082,4.0,DELIVERED,2025-01-04 23:59:18,HUB-VIS,VEH-0637,EMP-0121,Kochi,,
LOG-0062293,ORD-011876,3.0,IN_TRANSIT,2024-03-12 14:52:36,HUB-GUW,VEH-0702,EMP-1174,Chandigarh,"Address unclear,
rider called customer twice",
LOG-0064471,ORD-012293,5.0,AT_HUB,2024-04-02 03:14:13,HUB-KOC,VEH-0674,EMP-0626,Bhubaneswar,"Consignee said ""call before arrival""",
LOG-0060019,ORD-011440,4.0,OUT_FOR_DELIVERY,2024-11-12 00:00:00,HUB-BHU,VEH-0638,EMP-0272,Visakhapatnam,Handed over to last-mile partner,
LOG-0040398,ORD-007701,4.0,OUT_FOR_DELIVERY,2025-03-20 11:58:13,HUB-LUC,VEH-0607,EMP-1022,Visakhapatnam,"Address unclear,
rider called customer twice",
LOG-0000714,ORD-000138,4.0,DELIVERED,2024-08-31 03:51:36,HUB-CHA,VEH-0720,EMP-0821,Visakhapatnam,"Customer unavailable, left with security",
LOG-0042946,ORD-008187,4.0,AT_HUB,2024-12-25 16:23:41,HUB-MYS,VEH-0670,EMP-0171,Chennai,OK,EX-01
LOG-0008729,ORD-001675,6.0,RTO_INITIATED,2024-10-23 00:00:00,HUB-HYD,VEH-0711,EMP-1107,Mumbai,Weather hold - heavy rain at hub,
LOG-0026405,ORD-005035,2.0,PICKED_UP,2025-02-18 07:42:00,HUB-MUM,VEH-0355,EMP-0119,Gurugram,"Customer unavailable, left with security",
LOG-0011093,ORD-002122,4.0,IN_TRANSIT,2025-05-01 16:02:39,HUB-HYD,VEH-0447,EMP-0710,Bhubaneswar,"Customer unavailable, left with security",
LOG-0032101,ORD-006124,6.0,RTO_INITIATED,2024-04-02 03:15:47,HUB-KOC,VEH-0601,EMP-0781,Mysuru,Weather hold - heavy rain at hub,EX-12
LOG-0051128,ORD-009748,6.0,FAILED_ATTEMPT,2024-01-03 04:09:00,HUB-HYD,VEH-0716,EMP-0419,Coimbatore,"Drone aborted landing, obstacle detected",
LOG-0018008,ORD-003429,1.0,ORDER_PLACED,2025-01-09 00:00:00,HUB-CHA,VEH-0581,EMP-0850,Mysuru,,EX-01
LOG-0061974,ORD-011813,3.0,IN_TRANSIT,2024-02-13 13:04:00,HUB-DEL,VEH-0325,EMP-0949,Bhubaneswar,,
LOG-0012739,ORD-002432,2.0,PICKED_UP,2024-02-17 00:00:00,HUB-VIS,VEH-0285,EMP-0020,Delhi,OK,
LOG-0010971,ORD-002099,5.0,DELIVERED,2025-04-28 17:12:02,HUB-NAG,VEH-0444,EMP-0602,Bhubaneswar,,EX-01
LOG-0043949,ORD-008377,2.0,PICKED_UP,2024-11-16 21:34:00,HUB-AHM,VEH-0307,EMP-1035,Hyderabad,OK,
LOG-0020067,ORD-003828,3.0,AT_HUB,2025-01-04 21:15:43,HUB-PUN,VEH-0139,EMP-0361,Visakhapatnam,Weather hold - heavy rain at hub,
LOG-0070753,ORD-013490,2.0,PICKED_UP,2024-04-21 21:24:25,HUB-BHU,VEH-0579,EMP-1194,Bhubaneswar,Handed over to last-mile partner,
LOG-0007875,ORD-001513,5.0,DELIVERED,2025-02-02 00:19:00,HUB-GUW,VEH-0611,EMP-0079,Chennai,,
LOG-0016164,ORD-003081,4.0,AT_HUB,2024-11-30 17:02:49,HUB-CHE,VEH-0213,EMP-0626,Pune,OK,
LOG-0063181,ORD-012046,3.0,AT_HUB,2025-02-22 15:44:41,HUB-BHU,VEH-0641,EMP-0365,Chennai,,
LOG-0035724,ORD-006814,2.0,PICKED_UP,2024-01-15 22:06:05,HUB-CHA,VEH-0384,EMP-0157,Guwahati,"Drone aborted landing, obstacle detected",
LOG-0065544,ORD-012496,1.0,ORDER_PLACED,,HUB-CHA,VEH-0384,EMP-0178,Gurugram,"Customer unavailable, left with security",
