date,city,humidity_pct,precipitation_mm,wind_speed_kmph,visibility_km,condition,storm_alert,temp_c
2025-02-03,Kolkata,81,7.5,24.0,6.4,Rain,0,31.5
2025-02-04,Kolkata,49,0.8,34.0,9.9,Clear,0,27.8
2025-05-02,Kolkata,62,0.7,21.9,2.5,Fog,0,27.22222222222222
2025-02-06,Kolkata,66,91.1,26.6,6.6,Rain,0,32.6
2025-02-07,Kolkata,56,1.8,18.0,4.8,Clear,0,31.6
2025-08-02,Kolkata,46,74.0,12.0,10.0,Rain,1,32.611111111111114
2025-09-02,Kolkata,77,1.7,8.5,4.3,Clear,0,28.1
2025-02-10,Kolkata,88,1.9,35.2,8.4,Clear,0,28.7
2025-11-02,Kolkata,47,34.2,23.3,9.4,Rain,0,30.6
2025-12-02,Kolkata,73,1.2,33.8,6.0,Cloudy,0,27.2
2025-02-13,Kolkata,29,70.6,4.7,6.7,Thunderstorm,1,24.6
2025-02-14,Kolkata,72,92.8,16.1,5.1,Rain,0,25.7
2025-02-15,Kolkata,28,1.6,24.2,2.0,Fog,0,27.5
2025-02-16,Kolkata,59,1.1,19.6,5.7,Clear,0,29.2
2025-02-17,Kolkata,81,90.1,37.0,7.2,Thunderstorm,0,29.1
2025-02-18,Kolkata,95,1.0,23.2,4.8,Clear,0,26.7
2025-02-19,Kolkata,50,0.5,40.8,8.4,Clear,0,27.8
2025-02-20,Kolkata,70,1.1,33.4,6.5,Clear,0,25.2
2025-02-21,Kolkata,95,1.8,37.3,10.1,Clear,0,30.5
2025-02-22,Kolkata,47,0.1,37.3,8.3,Cloudy,0,29.6
2025-02-23,Kolkata,64,0.5,41.1,5.2,Cloudy,0,30.3
2025-02-24,Kolkata,72,1.1,22.2,9.3,Clear,0,25.777777777777782
2025-02-25,Kolkata,77,0.3,18.6,5.0,Clear,0,31.666666666666668
2025-02-26,Kolkata,41,0.1,3.1,8.9,Cloudy,0,32.4
2025-02-27,Kolkata,48,25.2,38.6,9.6,Rain,1,32.8
2025-02-28,Kolkata,39,0.8,43.6,10.1,Clear,0,26.7
2025-01-03,Kolkata,35,0.3,18.9,9.1,Clear,0,32.9
2025-02-03,Kolkata,53,1.5,-,2.1,Fog,0,28.9
2025-03-03,Kolkata,58,110.7,35.0,4.3,Heavy Rain,0,30.7
2025-04-03,Kolkata,87,0.2,17.7,1.8,Fog,0,28.3
2025-05-03,Kolkata,unknown,0.9,8.0,7.2,Cloudy,0,29.1
2025-06-03,Kolkata,39,0.7,40.9,11.7,Clear,0,35.833333333333336
2025-03-07,Kolkata,90,0.2,30.2,11.2,Clear,0,35.2
2025-08-03,Kolkata,62,1.1,26.4,8.6,Sunny,0,32.2
2025-03-09,Kolkata,92,78.3,22.8,8.7,Rain,0,28.6
2025-10-03,Kolkata,32,0.7,,9.4,Cloudy,0,29.944444444444443
2025-11-03,Kolkata,70,7.6,18.3,5.5,Rain,0,28.4
2025-03-12,Kolkata,33,1.2,41.5,5.3,Cloudy,0,29.3
2025-03-13,Kolkata,75,1.7,7.2,8.3,Cloudy,0,35.6
2025-03-14,Kolkata,51,112.6,29.4,8.6,Rain,0,28.72222222222222
2025-03-15,Kolkata,93,1.1,16.5,5.0,Cloudy,0,36.1
2025-03-16,Kolkata,67,1.1,3.3,11.8,Clear,0,31.9
2025-03-17,Kolkata,70,1.5,22.3,2.1,Fog,0,32.55555555555556
2025-03-18,Kolkata,54,1.5,9.2,12.0,Cloudy,0,30.7
2025-03-19,Kolkata,92,1.2,28.4,11.0,Clear,0,34.166666666666664
2025-03-20,Kolkata,72,0.2,9.7,8.6,Clear,0,32.333333333333336
2025-03-21,Kolkata,63,0.9,34.3,5.1,Cloudy,0,32.6
2025-03-22,Kolkata,52,1.3,3.3,11.6,Clear,0,36.0
2025-03-23,Kolkata,56,0.1,10.6,1.3,Fog,0,
2025-03-24,Kolkata,97,1.8,31.1,2.5,Fog,0,33.7
2025-03-25,Kolkata,46,115.3,38.8,7.6,Heavy Rain,1,30.6
2025-03-26,Kolkata,73,1.2,17.9,5.3,Clear,0,34.9
2025-03-27,Kolkata,36,0.8,43.7,7.6,Clear,0,35.5
2025-03-28,Kolkata,49,1.0,17.8,5.9,Sunny,0,36.4
2025-03-29,Kolkata,92,1.6,42.9,1.2,Fog,0,33.6
2025-03-30,Kolkata,31,0.2,24.7,7.6,Cloudy,0,29.0
2025-03-31,Kolkata,30,12.2,31.3,9.4,Rain,0,32.5
2025-04-01,Kolkata,30,0.1,19.2,8.8,Clear,0,28.5
2025-04-02,Kolkata,67,0.3,9.1,6.2,Clear,0,31.2
2025-03-04,Kolkata,86,1.1,25.3,7.0,Cloudy,0,29.2
2025-04-04,Kolkata,-,0.9,43.4,9.7,Clear,0,30.6
2025-04-05,Kolkata,91,1.1,14.2,5.6,Cloudy,0,34.3
2025-06-04,Kolkata,56,65.7,36.9,8.6,Thunderstorm,0,30.8
2025-04-07,Kolkata,42,0.0,11.2,9.2,Clear,0,32.6
2025-04-08,Kolkata,40,0.9,16.5,9.0,Cloudy,0,91.6
2025-04-09,Kolkata,90,1.6,20.0,6.8,Clear,0,34.2
2025-04-10,Kolkata,61,0.6,19.3,8.5,Cloudy,0,33.3
2025-04-11,Kolkata,80,1.6,43.9,10.0,Clear,0,27.1
2025-04-12,Kolkata,57,59.2,37.8,9.6,Thunderstorm,1,35.7
2025-04-13,Kolkata,74,81.9,9.0,8.5,Rain,0,33.4
2025-04-14,Kolkata,49,1.9,39.1,2.9,Fog,0,28.1
2025-04-15,Kolkata,88,0.4,4.3,9.1,Clear,0,34.8
2025-04-16,Kolkata,49,0.9,27.2,12.0,Sunny,0,31.6
2025-04-17,Kolkata,55,0.6,3.9,6.6,Cloudy,0,33.5
2025-04-18,Kolkata,91,50.7,3.2,6.9,Rain,0,30.0
2025-04-19,Kolkata,42,0.9,13.8,10.4,Clear,0,
2025-04-20,Kolkata,49,0.6,4.1,6.5,Sunny,0,29.9
2025-04-21,Kolkata,47,1.6,28.4,2.4,Fog,0,
2025-04-22,Kolkata,53,0.5,36.4,0.6,Fog,0,32.7
2025-04-23,Kolkata,62,18.1,13.3,9.9,Heavy Rain,1,30.5
2025-04-24,Kolkata,39,0.7,15.9,1.0,Fog,0,31.0
2025-04-25,Kolkata,76,91.5,10.0,9.9,Rain,0,32.8
2025-04-26,Kolkata,75,0.6,32.4,5.9,Cloudy,0,31.7
2025-04-27,Kolkata,59,18.3,40.8,4.3,Thunderstorm,0,35.1
2025-04-28,Kolkata,49,0.9,44.0,11.0,Clear,0,28.8
2025-04-29,Kolkata,75,56.5,16.3,8.2,Thunderstorm,0,32.0
2025-04-30,Kolkata,49,0.0,30.4,6.0,Clear,0,28.1
2025-05-01,Kolkata,54,0.6,9.1,5.3,Clear,0,28.9
2025-05-02,Kolkata,65,25.9,40.9,6.1,Rain,1,30.8
2025-03-05,Kolkata,90,102.2,12.1,11.4,Rain,0,29.3
2025-04-05,Kolkata,62,0.2,18.4,12.0,Clear,0,31.3
2025-05-05,Kolkata,48,0.5,36.4,10.6,Clear,0,32.8
2025-05-06,Kolkata,70,33.2,44.8,8.1,Rain,1,27.3
2025-05-07,Kolkata,48,1.2,14.6,8.9,Clear,0,30.0
2025-05-09,Kolkata,51,1.1,41.2,9.5,Clear,0,27.8
2025-05-10,Kolkata,86,0.9,6.6,6.0,Cloudy,0,28.2
2025-05-11,Kolkata,32,1.7,31.0,7.4,Cloudy,0,31.5
2025-12-05,Kolkata,92,100.0,39.7,11.2,Rain,0,27.8
2025-05-13,Kolkata,76,28.8,36.7,6.4,Rain,0,28.6
2025-05-14,Kolkata,unknown,34.5,17.8,4.8,Rain,0,79.7
2025-05-15,Kolkata,67,19.1,37.8,8.1,Heavy Rain,0,81.5
2025-05-16,Kolkata,90,1.6,43.3,0.5,Fog,0,24.9
2025-05-17,Kolkata,89,0.7,34.6,9.1,Clear,0,28.8
2025-05-18,Kolkata,55,1.4,33.7,10.1,Clear,0,31.8
2025-05-19,Kolkata,39,1.8,17.4,5.7,Clear,0,30.0
2025-05-20,Kolkata,unknown,0.7,35.9,8.5,Clear,0,33.0
2025-05-21,Kolkata,33,1.0,13.6,10.2,Clear,0,30.3
2025-05-22,Kolkata,62,1.2,25.1,7.8,Clear,0,28.6
2025-05-23,Kolkata,55,1.2,18.9,5.8,Cloudy,0,31.8
2025-05-24,Kolkata,98,8.5,16.1,4.9,Heavy Rain,0,30.3
2025-05-25,Kolkata,92,19.2,5.9,5.2,Rain,0,30.38888888888889
2025-05-26,Kolkata,69,72.2,18.0,10.0,Rain,1,34.9
2025-05-27,Kolkata,50,0.1,28.5,7.2,Clear,0,30.0
2025-05-28,Kolkata,55,68.5,22.6,9.9,Rain,0,29.4
2025-05-29,Kolkata,71,0.9,14.9,7.6,Clear,0,36.6
2025-05-30,Kolkata,85,1.4,33.2,8.2,Clear,0,27.2
2025-05-31,Kolkata,34,1.0,11.4,4.7,Sunny,0,31.9
2025-06-01,Kolkata,85,1.9,unknown,9.8,Clear,0,27.6
2025-06-02,Kolkata,45,0.2,43.6,11.7,Clear,0,22.2
2025-06-03,Kolkata,28,40.4,17.7,8.8,Rain,0,30.6
2025-04-06,Kolkata,76,59.1,21.0,10.4,Thunderstorm,1,26.9
2025-06-05,Kolkata,91,0.1,5.1,10.8,Clear,0,27.5
2025-06-06,Kolkata,61,1.2,26.3,6.7,Cloudy,0,
2025-07-06,Kolkata,66,1.0,33.0,4.6,Cloudy,0,26.888888888888893
2025-06-08,Kolkata,72,50.3,21.5,5.1,Rain,1,30.6
2025-06-09,Kolkata,88,1.6,38.4,11.9,Sunny,0,27.6
2025-06-10,Kolkata,90,1.3,25.7,11.9,Clear,0,28.7
2025-06-11,Kolkata,83,108.1,9.7,6.7,Rain,0,24.0
2025-06-12,Kolkata,47,0.1,36.1,1.0,Fog,0,26.38888888888889
2025-06-13,Kolkata,93,0.3,11.9,9.2,Clear,0,27.5
2025-06-14,Kolkata,31,0.8,3.8,7.3,Clear,0,27.0
2025-06-15,Kolkata,,0.2,2.8,6.6,Clear,0,22.6
2025-06-16,Kolkata,69,1.2,11.7,8.2,Clear,0,24.9
2025-06-17,Kolkata,92,0.5,11.4,9.9,Sunny,0,20.6
2025-06-18,Kolkata,67,1.1,7.9,11.0,Clear,0,28.9
2025-06-19,Kolkata,52,109.6,4.1,7.5,Rain,0,27.3
2025-06-20,Kolkata,93,1.1,14.3,4.6,Cloudy,0,18.3
2025-06-21,Kolkata,51,1.5,39.5,4.7,Sunny,0,26.8
2025-06-22,Kolkata,65,0.2,32.9,11.7,Sunny,0,28.111111111111107
2025-06-23,Kolkata,97,0.7,20.0,8.9,Clear,0,24.7
2025-06-24,Kolkata,92,110.8,41.2,11.2,Heavy Rain,1,23.9
2025-06-25,Kolkata,34,1.0,7.4,6.6,Clear,0,24.5
2025-06-26,Kolkata,82,1.3,41.7,11.5,Clear,0,17.6
2025-06-27,Kolkata,67,0.2,14.1,8.5,Clear,0,23.9
2025-06-28,Kolkata,31,0.6,33.7,6.0,Clear,0,23.0
2025-06-29,Kolkata,67,0.7,16.0,7.2,Clear,0,29.0
2025-06-30,Kolkata,51,0.3,21.3,6.3,Clear,0,17.8
2025-01-07,Kolkata,87,0.6,30.2,4.2,Cloudy,0,26.7
2024-01-01,Ahmedabad,94,60.5,15.0,6.6,Rain,0,24.833333333333332
2024-02-01,Ahmedabad,86,1.8,21.8,9.0,Cloudy,0,28.6
2024-01-03,Ahmedabad,50,0.0,15.5,4.6,Clear,0,
2024-01-04,Ahmedabad,42,0.6,20.7,6.8,Clear,0,22.3
2024-01-05,Ahmedabad,75,1.5,37.5,7.5,Clear,0,23.7
2024-06-01,Ahmedabad,53,0.5,38.1,9.0,Clear,0,25.2
2024-07-01,Ahmedabad,78,1.2,28.1,4.4,Cloudy,0,25.1
2024-01-08,Ahmedabad,55,1.9,14.2,8.5,Cloudy,0,26.5
2024-01-09,Ahmedabad,85,1.4,12.1,4.3,Cloudy,0,26.9
2024-01-10,Ahmedabad,48,2.0,33.9,9.2,Cloudy,0,30.2
2024-11-01,Ahmedabad,80,1.0,29.2,8.6,Clear,0,22.7
2024-01-12,Ahmedabad,67,27.3,34.2,9.9,Rain,1,19.0
2024-01-13,Ahmedabad,36,0.6,13.6,11.4,Clear,0,28.1
2024-01-14,Ahmedabad,76,0.9,44.5,10.3,Clear,0,29.444444444444443
2024-01-15,Ahmedabad,83,33.3,29.0,5.3,Rain,1,19.3
2024-01-16,Ahmedabad,83,1.7,24.4,5.4,Clear,0,33.4
2024-01-17,Ahmedabad,54,1.3,19.2,5.3,Clear,0,28.5
2024-01-18,Ahmedabad,47,112.2,24.7,8.1,Thunderstorm,0,23.9
2024-01-19,Ahmedabad,50,40.5,29.6,5.4,Rain,1,23.8
2024-01-20,Ahmedabad,90,2.0,15.1,0.8,Fog,0,22.0
2024-01-21,Ahmedabad,70,1.9,11.8,6.6,Sunny,0,27.444444444444446
2024-01-22,Ahmedabad,,1.9,42.3,9.1,Clear,0,26.2
2024-01-23,Ahmedabad,46,55.5,6.3,8.5,Rain,1,28.4
2024-01-24,Ahmedabad,87,0.3,42.8,11.1,Clear,0,28.1
2024-01-25,Ahmedabad,57,0.8,21.7,1.7,Fog,0,25.7
2024-01-26,Ahmedabad,65,45.4,23.1,6.8,Rain,0,25.5
2024-01-27,Ahmedabad,72,0.8,31.2,10.3,Cloudy,0,24.0
2024-01-28,Ahmedabad,96,1.2,18.1,8.3,Cloudy,0,28.3
2024-01-29,Ahmedabad,63,1.6,36.3,5.3,Clear,0,23.8
2024-01-30,Ahmedabad,91,61.4,12.6,8.0,Rain,1,28.166666666666668
2024-01-31,Ahmedabad,32,2.0,44.2,5.0,Cloudy,0,30.6
2024-02-01,Ahmedabad,64,0.3,10.9,8.7,Sunny,0,29.1
2024-02-02,Ahmedabad,82,1.0,unknown,7.0,Clear,0,26.9
2024-03-02,Ahmedabad,95,1.0,27.4,5.5,Clear,0,27.9
2024-04-02,Ahmedabad,64,1.1,39.4,2.0,Fog,0,26.5
2024-05-02,Ahmedabad,98,1.5,14.1,8.4,Cloudy,0,32.0
2024-06-02,Ahmedabad,83,1.3,41.3,5.1,Sunny,0,30.4
2024-07-02,Ahmedabad,35,29.4,35.0,6.5,Heavy Rain,0,28.388888888888886
2024-08-02,Ahmedabad,76,0.7,26.4,6.6,Cloudy,0,29.1
2024-09-02,Ahmedabad,87,80.3,28.5,4.0,Thunderstorm,0,28.555555555555557
2024-10-02,Ahmedabad,86,0.4,37.3,10.2,Sunny,0,27.8
2024-11-02,Ahmedabad,86,0.4,29.9,6.8,Clear,0,33.0
2024-12-02,Ahmedabad,84,1.9,20.0,5.7,Clear,0,34.8
2024-02-13,Ahmedabad,95,0.8,9.3,9.3,Sunny,0,34.4
2024-02-14,Ahmedabad,64,1.1,15.2,2.0,Fog,0,25.0
2024-02-15,Ahmedabad,49,69.2,20.6,8.1,Rain,0,27.2
2024-02-16,Ahmedabad,59,1.5,39.7,10.4,Clear,0,24.6
2024-02-17,Ahmedabad,73,0.6,28.1,9.1,Sunny,0,29.3
2024-02-18,Ahmedabad,85,0.7,9.6,8.4,Cloudy,0,32.44444444444444
2024-02-19,Ahmedabad,60,0.1,21.4,4.0,Cloudy,0,30.4
2024-02-20,Ahmedabad,40,1.1,23.4,8.2,Clear,0,26.1
2024-02-21,Ahmedabad,  ,2.0,8.6,11.2,Sunny,0,33.2
2024-02-22,Ahmedabad,74,0.1,30.7,10.9,Clear,0,26.4
2024-02-23,Ahmedabad,75,40.1,14.6,8.9,Heavy Rain,0,32.1
2024-02-24,Ahmedabad,28,0.4,40.8,11.2,Cloudy,0,33.7
2024-02-25,Ahmedabad,57,1.2,5.4,9.4,Clear,0,34.5
2024-02-26,Ahmedabad,,0.0,29.4,6.1,Cloudy,0,31.9
2024-02-27,Ahmedabad,80,0.2,2.3,4.3,Clear,0,31.8
2024-02-28,Ahmedabad,69,1.5,33.0,10.0,Sunny,0,27.7
2024-02-29,Ahmedabad,34,0.4,30.4,8.5,Cloudy,0,29.61111111111111
2024-03-01,Ahmedabad,93,1.5,20.6,5.8,Cloudy,0,32.6
2024-02-03,Ahmedabad,70,1.0,21.3,11.8,Clear,0,32.6
2024-03-03,Ahmedabad,29,100.7,11.4,4.5,Rain,0,32.6
2024-03-04,Ahmedabad,49,39.9,8.3,6.4,Rain,0,29.2
2024-05-03,Ahmedabad,63,8.1,28.6,9.7,Heavy Rain,0,31.72222222222222
2024-03-06,Ahmedabad,79,115.5,35.2,5.8,Rain,0,30.6
2024-07-03,Ahmedabad,75,0.6,25.4,4.9,Cloudy,0,34.166666666666664
2024-08-03,Ahmedabad,70,0.1,25.0,5.0,Cloudy,0,36.9
2024-09-03,Ahmedabad,67,1.7,20.6,7.1,Cloudy,0,33.6
2024-03-10,Ahmedabad,63,1.8,44.1,10.6,Clear,0,23.2
2024-03-11,Ahmedabad,66,1.0,35.8,4.1,Clear,0,31.5
2024-12-03,Ahmedabad,73,0.8,43.2,2.9,Fog,0,28.0
2024-03-13,Ahmedabad,52,0.7,8.6,7.5,Clear,0,33.9
2024-03-14,Ahmedabad,29,0.4,8.2,6.1,Clear,0,32.4
2024-03-15,Ahmedabad,29,1.1,4.3,6.7,Sunny,0,27.6
2024-03-16,Ahmedabad,35,1.8,42.2,10.2,Cloudy,0,31.5
2024-03-17,Ahmedabad,34,1.5,4.0,1.2,Fog,0,31.4
2024-03-18,Ahmedabad,57,1.3,40.8,6.7,Sunny,0,30.11111111111111
2024-03-19,Ahmedabad,47,0.6,25.4,4.5,Sunny,0,35.3
2024-03-20,Ahmedabad,28,115.7,12.1,10.5,Rain,1,35.166666666666664
2024-03-21,Ahmedabad,74,51.8,8.7,11.7,Thunderstorm,0,35.1
2024-03-22,Ahmedabad,89,75.7,16.8,7.3,Thunderstorm,1,34.2
2024-03-23,Ahmedabad,43,2.0,15.9,5.7,Clear,0,30.0
2024-03-24,Ahmedabad,71,60.6,18.8,9.5,Rain,0,30.4
2024-03-25,Ahmedabad,49,1.0,41.4,9.4,Cloudy,0,35.3
2024-03-26,Ahmedabad,56,0.3,24.1,4.8,Cloudy,0,29.055555555555557
2024-03-27,Ahmedabad,35,0.4,31.1,9.3,Clear,0,34.1
2024-03-28,Ahmedabad,34,21.8,32.4,11.0,Rain,0,34.1
2024-03-29,Ahmedabad,73,0.1,27.7,11.4,Cloudy,0,30.8
2024-03-30,Ahmedabad,42,24.5,15.3,5.4,Thunderstorm,1,79.1
2024-03-31,Ahmedabad,59,0.3,32.1,10.1,Clear,0,32.5
2024-01-04,Ahmedabad,98,0.3,29.9,9.6,Sunny,0,26.7
2024-02-04,Ahmedabad,,0.1,3.2,7.1,Clear,0,26.7
2024-04-03,Ahmedabad,80,0.2,4.7,8.5,Clear,0,33.9
2024-04-04,Ahmedabad,73,82.4,9.3,10.0,Rain,0,30.7
2024-04-05,Ahmedabad,32,1.2,20.4,0.5,Fog,0,31.7
2024-06-04,Ahmedabad,78,0.5,33.6,8.8,Sunny,0,36.6
2024-07-04,Ahmedabad,89,1.9,41.0,6.1,Cloudy,0,33.8
2024-08-04,Ahmedabad,61,1.4,28.5,9.7,Clear,0,31.8
2024-04-09,Ahmedabad,29,0.8,40.2,1.4,Fog,0,25.5
2024-04-10,Ahmedabad,58,0.8,42.2,5.2,Cloudy,0,27.5
2024-11-04,Ahmedabad,29,25.8,20.4,7.7,Rain,1,31.9
2024-12-04,Ahmedabad,77,1.1,unknown,11.8,Clear,0,33.6
2024-04-13,Ahmedabad,56,0.4,2.6,6.3,Cloudy,0,29.9
2024-04-14,Ahmedabad,82,94.4,19.6,9.9,Rain,0,31.5
2024-04-15,Ahmedabad,36,0.8,10.0,11.7,Clear,0,30.6
2024-04-16,Ahmedabad,-,0.1,12.5,9.3,Clear,0,31.38888888888889
2024-04-17,Ahmedabad,60,1.1,41.8,10.2,Clear,0,29.8
2024-04-18,Ahmedabad,56,91.8,20.7,6.8,Rain,1,31.77777777777778
2024-04-19,Ahmedabad,53,1.5,8.1,11.1,Clear,0,32.2
2024-04-20,Ahmedabad,,0.6,32.3,6.0,Cloudy,0,34.0
2024-04-21,Ahmedabad,75,0.5,14.2,4.2,Clear,0,25.4
2024-04-22,Ahmedabad,48,59.7,3.0,4.7,Rain,0,32.7
2024-04-23,Ahmedabad,57,1.8,29.4,5.8,Clear,0,41.4
2024-04-24,Ahmedabad,57,79.0,12.6,11.1,Heavy Rain,0,31.9
2024-04-25,Ahmedabad,85,102.4,34.5,10.5,Rain,1,28.9
2024-04-26,Ahmedabad,55,1.3,39.0,11.8,Cloudy,0,26.611111111111114
2024-04-27,Ahmedabad,63,1.2,33.3,6.1,Clear,0,35.0
2024-04-28,Ahmedabad,56,0.8,9.8,2.6,Fog,0,26.7
2024-04-29,Ahmedabad,33,1.8,11.1,9.3,Clear,0,29.4
2024-04-30,Ahmedabad,81,7.6,9.5,7.7,Rain,0,33.8
2024-01-05,Ahmedabad,39,34.2,20.0,5.0,Rain,0,33.2
2024-02-05,Ahmedabad,,88.3,13.4,11.4,Rain,0,32.9
2024-03-05,Ahmedabad,,107.9,18.7,10.2,Rain,0,32.9
2024-04-05,Ahmedabad,30,1.9,8.1,1.3,Fog,0,30.5
2024-05-05,Ahmedabad,63,101.8,14.5,11.8,Rain,0,26.2
2024-06-05,Ahmedabad,50,1.7,32.1,10.7,Cloudy,0,29.0
2024-05-07,Ahmedabad,92,1.5,17.2,9.0,Clear,0,37.4
2024-08-05,Ahmedabad,58,0.0,42.8,11.0,Clear,0,27.4
2024-09-05,Ahmedabad,94,92.6,25.2,9.7,Heavy Rain,0,32.3
2024-10-05,Ahmedabad,78,0.9,11.6,5.7,Clear,0,27.3
2024-11-05,Ahmedabad,62,38.5,31.2,5.9,Rain,1,27.7
2024-05-12,Ahmedabad,58,0.4,38.1,9.3,Clear,0,29.5
2024-05-13,Ahmedabad,85,1.4,32.4,11.8,Clear,0,27.5
2024-05-14,Ahmedabad,82,17.6,15.8,7.4,Rain,0,27.7
2024-05-15,Ahmedabad,81,110.0,14.6,12.0,Thunderstorm,0,29.4
2024-05-16,Ahmedabad,66,0.9,5.3,8.0,Clear,0,27.2
2024-05-17,Ahmedabad,97,118.6,18.7,5.4,Heavy Rain,0,29.1
2024-05-18,Ahmedabad,48,84.8,26.7,4.8,Heavy Rain,0,38.9
2024-05-20,Ahmedabad,62,0.3,27.5,10.3,Clear,0,28.4
2024-05-21,Ahmedabad,69,1.1,16.2,4.1,Clear,0,26.5
2024-05-22,Ahmedabad,30,1.2,11.0,7.1,Clear,0,31.4
2024-05-23,Ahmedabad,59,0.1,11.1,9.4,Clear,0,29.7
2024-05-24,Ahmedabad,84,14.6,29.9,9.1,Rain,1,25.6
2024-05-25,Ahmedabad,73,1.1,17.7,5.0,Cloudy,0,28.055555555555557
2024-05-26,Ahmedabad,50,73.0,35.9,7.2,Heavy Rain,0,28.5
2024-05-27,Ahmedabad,,1.9,4.4,2.5,Fog,0,25.666666666666668
2024-05-28,Ahmedabad,95,1.5,6.5,8.1,Cloudy,0,29.4
2024-05-29,Ahmedabad,50,1.4,18.2,4.0,Cloudy,0,29.2
2024-05-30,Ahmedabad,62,90.9,9.9,9.3,Rain,0,28.7
2024-05-31,Ahmedabad,50,113.9,36.2,6.2,Rain,0,31.0
2024-06-01,Ahmedabad,31,1.0,36.6,4.6,Sunny,0,29.9
2024-06-02,Ahmedabad,74,1.7,9.2,4.0,Clear,0,25.2
2024-06-03,Ahmedabad,63,111.5,44.0,7.4,Rain,0,29.7
2024-04-06,Ahmedabad,89,0.5,6.8,6.5,Cloudy,0,
2024-05-06,Ahmedabad,95,0.7,12.5,1.5,Fog,0,29.0
2024-06-06,Ahmedabad,88,11.5,,8.4,Rain,0,22.9
2024-07-06,Ahmedabad,63,0.2,33.7,11.2,Clear,0,
2024-06-08,Ahmedabad,35,1.8,35.0,4.4,Clear,0,23.5
2024-06-09,Ahmedabad,58,0.5,38.7,10.7,Clear,0,22.2
2024-10-06,Ahmedabad,60,0.3,6.3,11.2,Clear,0,27.2
2024-11-06,Ahmedabad,38,0.9,4.5,9.0,Cloudy,0,25.1
2024-12-06,Ahmedabad,35,18.1,12.6,10.2,Rain,0,29.6
2024-06-13,Ahmedabad,69,1.4,33.4,6.4,Clear,0,23.0
2024-06-14,Ahmedabad,61,1.1,2.3,4.5,Clear,0,30.3
2024-06-15,Ahmedabad,46,1.1,8.1,4.5,Cloudy,0,29.2
2024-06-16,Ahmedabad,86,1.7,24.9,6.5,Clear,0,26.22222222222222
2024-06-17,Ahmedabad,45,40.3,14.2,7.5,Rain,0,25.1
2024-06-18,Ahmedabad,56,0.8,22.7,6.1,Clear,0,27.5
2024-06-19,Ahmedabad,37,1.8,6.6,1.9,Fog,0,27.6
2024-06-20,Ahmedabad,88,1.0,7.3,6.8,Cloudy,0,23.2
2024-06-21,Ahmedabad,46,0.2,10.4,1.8,Fog,0,20.1
2024-06-22,Ahmedabad,41,0.6,43.1,9.1,Sunny,0,28.61111111111111
2024-06-23,Ahmedabad,65,2.0,30.3,3.0,Fog,0,32.2
2024-06-24,Ahmedabad,90,1.2,15.4,8.7,Clear,0,23.8
2024-06-25,Ahmedabad,67,1.1,13.0,7.7,Cloudy,0,22.944444444444443
2024-06-26,Ahmedabad,58,42.8,37.3,4.7,Rain,0,27.3
2024-06-27,Ahmedabad,95,33.5,41.4,7.9,Rain,1,23.4
2024-06-28,Ahmedabad,57,27.3,43.3,9.4,Rain,0,23.1
2024-06-29,Ahmedabad,69,1.2,19.4,6.2,Clear,0,22.9
2024-06-30,Ahmedabad,,1.3,27.8,11.6,Sunny,0,26.6
2024-07-01,Ahmedabad,93,1.8,20.2,9.9,Clear,0,22.0
2024-07-02,Ahmedabad,28,95.8,12.4,7.3,Rain,0,22.3
2024-07-03,Ahmedabad,43,1.6,2.6,10.7,Clear,0,27.5
2024-04-07,Ahmedabad,54,1.3,33.4,5.8,Clear,0,
2024-07-05,Ahmedabad,92,1.0,36.0,8.1,Clear,0,26.3
2024-07-06,Ahmedabad,84,1.2,42.6,5.8,Clear,0,22.2
2024-07-07,Ahmedabad,36,1.5,30.3,10.9,Clear,0,20.6
2024-07-08,Ahmedabad,58,28.6,34.3,11.8,Rain,0,21.3
2024-09-07,Ahmedabad,53,0.4,19.4,10.5,Clear,0,25.4
2024-07-10,Ahmedabad,44,0.5,4.0,7.2,Clear,0,23.8
2024-11-07,Ahmedabad,96,0.7,6.5,6.4,Clear,0,26.8
2024-07-12,Ahmedabad,97,99.2,12.9,7.5,Rain,0,23.2
2024-07-13,Ahmedabad,33,106.5,29.5,11.9,Rain,0,25.5
2024-07-14,Ahmedabad,41,1.4,39.9,7.1,Cloudy,0,21.9
2024-07-15,Ahmedabad,74,0.6,8.3,10.9,Clear,0,22.11111111111111
2024-07-16,Ahmedabad,65,1.9,,6.0,Clear,0,28.8
2024-07-17,Ahmedabad,63,0.5,17.2,6.4,Cloudy,0,24.9
2024-07-18,Ahmedabad,95,0.7,29.0,10.0,Clear,0,21.2
2024-07-19,Ahmedabad,95,0.0,27.3,6.4,Clear,0,21.8
2024-07-20,Ahmedabad,80,0.5,26.4,5.2,Cloudy,0,25.2
2024-07-21,Ahmedabad,72,1.7,11.4,9.4,Clear,0,18.2
2024-07-22,Ahmedabad,,0.4,31.6,10.0,Clear,0,20.0
2024-07-24,Ahmedabad,60,1.3,2.7,10.7,Clear,0,20.8
2024-07-25,Ahmedabad,30,96.2,23.3,5.0,Thunderstorm,1,20.8
2024-07-26,Ahmedabad,89,1.8,36.5,6.3,Clear,0,24.3
2024-07-27,Ahmedabad,76,0.3,6.7,6.2,Clear,0,19.9
