work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-000512,VEH-0094,2025-11-05,Landing Gear Fix,Propeller x2,4.6,2227.69,91.9,0.0,TEC-125
WO-000513,VEH-0252,2024-09-28,Brake Pad Replacement,Propeller x2,10.2,26182.71,76.8,0.0,TEC-108
WO-000514,VEH-0252,2025-02-10,Engine Service,Propeller x2,,29232.17,57.7,1.0,TEC-116
WO-000515,VEH-0252,2025-01-19,Propeller Replacement,"Brake Pads, Fluid",4.1,45268.33,35.3,0.0,TEC-201
WO-000516,VEH-0252,2025-05-01,Tyre Change,Propeller x2,12.7,46108.49,41.9,1.0,TEC-126
WO-000517,VEH-0252,2025-04-28,Brake Pad Replacement,Propeller x2,2.0,5992.07,11.0,,TEC-046
WO-000518,VEH-0252,2025-01-29,Propeller Replacement,"Brake Pads, Fluid",,19809.19,19.7,1.0,TEC-146
WO-000519,VEH-0099,2025-03-15,Routine Inspection,Propeller x2,8.2,10720.81,6.5,,TEC-126
WO-000520,VEH-0099,2024-02-09,Brake Pad Replacement,Landing Skid,12.5,10409.85,5.7,0.0,TEC-127
WO-000521,VEH-0099,2024-09-07,Brake Pad Replacement,Landing Skid,1.6,45668.34,12.2,1.0,TEC-034
WO-000522,VEH-0099,2024-06-27,Brake Pad Replacement,Battery Pack,12.1,3322.04,4.1,0.0,TEC-089
WO-000523,VEH-0031,2024-04-01,Battery Pack Swap,Battery Pack,0.8,18227.14,47.2,0.0,TEC-106
WO-000524,VEH-0031,2024-05-17,Landing Gear Fix,Propeller x2,6.3,31364.65,7.9,,TEC-136
WO-000525,VEH-0031,2024-10-18,Engine Service,,12.1,8951.46,71.0,0.0,TEC-149
WO-000527,VEH-0457,2024-02-08,Landing Gear Fix,Landing Skid,5.3,27367.06,33.0,0.0,TEC-132
WO-000528,VEH-0130,2025-03-17,Brake Pad Replacement,,2.7,40928.82,65.9,1.0,TEC-190
WO-000529,VEH-0130,2025-11-04,Engine Service,Propeller x2,12.8,42533.2,48.1,1.0,TEC-120
WO-000530,VEH-0130,2025-04-16,Propeller Replacement,Battery Pack,9.5,12622.78,60.0,1.0,TEC-203
WO-000531,VEH-0247,2025-11-04,Brake Pad Replacement,,8.2,42737.45,16.6,,TEC-220
WO-000532,VEH-0247,2024-04-24,Routine Inspection,Battery Pack,11.4,36946.32,35.0,1.0,TEC-213
WO-000533,VEH-0219,2025-05-16,Firmware Update,"Brake Pads, Fluid",3.1,12980.72,9.5,,TEC-197
WO-000534,VEH-0219,2025-02-16,Battery Pack Swap,,5.7,15961.72,10.8,1.0,TEC-078
WO-000535,VEH-0219,2025-04-02,Engine Service,,4.4,24742.17,68.8,0.0,TEC-103
WO-000536,VEH-0219,2024-08-20,Routine Inspection,,5.1,27665.32,32.3,,TEC-116
WO-000537,VEH-0219,2025-01-05,Motor Overhaul,Propeller x2,5.5,24556.48,18.1,1.0,TEC-173
WO-000538,VEH-0610,2024-06-08,Propeller Replacement,Propeller x2,10.8,45060.98,15.4,1.0,TEC-011
WO-000539,VEH-0610,2024-08-30,Propeller Replacement,Battery Pack,11.8,18143.91,92.2,0.0,TEC-078
WO-000540,VEH-0610,2025-06-15,Engine Service,Battery Pack,6.5,15228.05,29.0,0.0,TEC-023
WO-000542,VEH-0610,2024-01-03,Brake Pad Replacement,,,19460.12,95.2,1.0,TEC-204
WO-000543,VEH-0610,2024-05-11,Brake Pad Replacement,"Brake Pads, Fluid",2.9,6718.27,81.6,0.0,TEC-173
WO-000544,VEH-0107,2024-10-17,Engine Service,,12.7,37892.28,21.2,1.0,TEC-008
WO-000545,VEH-0107,2024-08-11,Propeller Replacement,"Brake Pads, Fluid",1.8,8482.39,33.7,,TEC-090
WO-000546,VEH-0107,2025-04-05,Landing Gear Fix,,1.7,20398.93,82.2,0.0,TEC-039
WO-000547,VEH-0107,2024-06-22,Engine Service,Battery Pack,13.3,6315.39,54.9,0.0,TEC-089
WO-000548,VEH-0178,2024-11-29,Firmware Update,Battery Pack,6.5,45327.04,47.6,0.0,TEC-214
WO-000549,VEH-0178,2024-07-22,Battery Pack Swap,Landing Skid,11.6,11756.62,67.8,,TEC-119
WO-000550,VEH-0178,2024-05-17,Frame Repair,"Motor, ESC",9.0,3904.39,38.6,0.0,TEC-139
WO-000551,VEH-0178,2025-05-06,Tyre Change,,8.5,21523.9,26.5,1.0,TEC-022
WO-000552,VEH-0178,2025-04-20,Landing Gear Fix,Landing Skid,1.1,7728.79,34.1,1.0,TEC-026
WO-000553,VEH-0616,2024-03-21,Tyre Change,"Motor, ESC",  ,3626.03,27.3,1.0,TEC-174
WO-000554,VEH-0616,2024-10-05,Brake Pad Replacement,Propeller x2,2.9,47282.93,79.9,,TEC-055
WO-000555,VEH-0616,2024-05-17,Engine Service,Battery Pack,5.3,22016.11,45.6,1.0,TEC-160
WO-000556,VEH-0616,2024-07-31,Landing Gear Fix,,7.9,19718.39,44.6,1.0,TEC-110
WO-000557,VEH-0616,2024-12-24,Landing Gear Fix,,12.3,19877.99,4.4,1.0,TEC-148
WO-000558,VEH-0616,2025-01-26,Landing Gear Fix,,9.0,40170.64,45.7,1.0,TEC-107
WO-000559,VEH-0689,2024-06-01,Landing Gear Fix,Landing Skid,5.7,15016.52,70.5,0.0,TEC-151
WO-000560,VEH-0689,2025-05-15,Battery Pack Swap,Propeller x2,13.2,36535.25,91.4,1.0,TEC-174
WO-000561,VEH-0689,2025-06-22,Brake Pad Replacement,"Brake Pads, Fluid",13.4,25083.86,54.8,0.0,TEC-014
WO-000562,VEH-0689,2024-03-18,Frame Repair,,9.5,13855.2,5.0,0.0,TEC-006
WO-000563,VEH-0131,2024-06-22,Brake Pad Replacement,Landing Skid,11.3,26191.98,7.7,0.0,TEC-046
WO-000564,VEH-0131,2025-04-03,Engine Service,Landing Skid,6.0,4483.18,43.5,0.0,TEC-032
WO-000565,VEH-0131,2025-04-26,Landing Gear Fix,Propeller x2,3.6,6658.46,64.2,1.0,TEC-032
WO-000566,VEH-0131,2024-03-25,Motor Overhaul,Battery Pack,7.4,1209.89,39.2,1.0,TEC-024
WO-000567,VEH-0131,2024-01-05,Routine Inspection,Propeller x2,6.1,35147.25,65.8,1.0,TEC-219
WO-000568,VEH-0131,2025-01-24,Frame Repair,"Motor, ESC",,708.5,4.8,,TEC-103
WO-000569,VEH-0440,2024-11-27,Propeller Replacement,Propeller x2,3.6,4927.73,64.0,0.0,TEC-120
WO-000570,VEH-0301,2024-06-01,Landing Gear Fix,"Brake Pads, Fluid",0.8,18560.31,80.9,0.0,TEC-162
WO-000571,VEH-9761,2024-07-28,Firmware Update,,3.8,20270.13,41.1,0.0,TEC-173
WO-000572,VEH-0152,2024-01-06,Routine Inspection,,7.2,26987.57,13.1,,TEC-200
WO-000573,VEH-0152,2025-01-20,Routine Inspection,"Motor, ESC",5.5,6858.54,9.8,,TEC-189
WO-000574,VEH-0152,2024-01-29,Landing Gear Fix,"Motor, ESC",4.4,30576.03,27.6,0.0,TEC-018
WO-000575,VEH-0152,2025-01-05,Propeller Replacement,,12.6,15841.41,66.2,0.0,TEC-169
WO-000576,VEH-9822,2024-05-30,Motor Overhaul,,13.7,35868.14,84.9,1.0,TEC-086
WO-000577,VEH-0152,2024-05-10,Battery Pack Swap,Propeller x2,6.0,41389.9,86.8,1.0,TEC-016
WO-000578,VEH-0253,2024-04-28,Frame Repair,Propeller x2,2.5,6254.92,71.3,,TEC-104
WO-000579,VEH-0005,2024-01-03,Landing Gear Fix,Landing Skid,5.2,30728.38,31.1,1.0,TEC-056
WO-000580,VEH-0005,2024-02-13,Frame Repair,"Brake Pads, Fluid",-,32205.2,55.7,0.0,TEC-075
WO-000581,VEH-0005,2024-10-05,Frame Repair,Propeller x2,12.2,24556.06,87.5,0.0,TEC-161
WO-000582,VEH-0005,2024-10-20,Battery Pack Swap,"Motor, ESC",11.6,19545.47,40.8,,TEC-058
WO-000583,VEH-0648,2025-05-19,Engine Service,"Brake Pads, Fluid",9.9,33571.8,55.2,1.0,TEC-125
WO-000584,VEH-0648,2024-10-10,Routine Inspection,,2.0,31875.61,71.1,0.0,TEC-073
WO-000585,VEH-0648,2024-09-12,Tyre Change,Landing Skid,1.7,32891.6,13.3,,TEC-145
WO-000586,VEH-0729,2025-04-19,Tyre Change,"Motor, ESC",7.2,27323.05,14.9,1.0,TEC-047
WO-000587,VEH-0343,2024-07-07,Firmware Update,,0.7,37862.04,7.4,0.0,TEC-032
WO-000588,VEH-0343,2024-03-29,Firmware Update,Battery Pack,  ,26706.0,22.3,1.0,TEC-111
WO-000589,VEH-0343,2024-12-16,Routine Inspection,Propeller x2,1.9,37893.87,93.2,,TEC-073
WO-000591,VEH-0619,2024-08-19,Engine Service,Battery Pack,4.4,20406.49,86.0,0.0,TEC-019
WO-000592,VEH-0619,2024-06-22,Battery Pack Swap,"Motor, ESC",6.0,20304.3,84.7,0.0,TEC-146
WO-000593,VEH-0506,2024-04-08,Tyre Change,"Motor, ESC",9.6,7189.17,16.8,1.0,TEC-003
WO-000594,VEH-0506,2025-03-08,Propeller Replacement,"Motor, ESC",1.5,29623.26,15.4,1.0,TEC-048
WO-000595,VEH-0506,2025-06-24,Tyre Change,,7.3,22407.42,26.8,1.0,TEC-144
WO-000596,VEH-0506,2024-09-08,Brake Pad Replacement,,3.6,47103.84,62.4,0.0,TEC-146
WO-000597,VEH-0268,2025-01-01,Brake Pad Replacement,Landing Skid,10.2,14861.57,76.6,1.0,TEC-023
WO-000598,VEH-0268,2025-05-02,Firmware Update,Battery Pack,4.4,32640.82,1.5,0.0,TEC-015
WO-000599,VEH-0268,2025-05-06,Firmware Update,"Motor, ESC",9.6,40290.56,79.6,,TEC-063
WO-000600,VEH-0268,2024-06-04,Frame Repair,,6.8,18262.87,65.4,0.0,TEC-027
WO-000601,VEH-0268,2024-07-22,Motor Overhaul,,6.1,39693.32,64.4,0.0,TEC-003
WO-000602,VEH-0268,2024-10-05,Landing Gear Fix,"Brake Pads, Fluid",12.1,46162.28,28.4,0.0,TEC-154
WO-000603,VEH-0051,2024-08-05,Propeller Replacement,"Motor, ESC",10.2,41113.16,22.7,1.0,TEC-123
WO-000604,VEH-0051,2024-12-12,Propeller Replacement,Landing Skid,7.9,13493.23,37.6,0.0,TEC-139
WO-000605,VEH-0051,2025-02-24,Routine Inspection,"Brake Pads, Fluid",4.7,40724.67,76.3,0.0,TEC-142
WO-000606,VEH-0051,2025-04-07,Firmware Update,Battery Pack,4.7,23303.27,18.8,,TEC-100
WO-000607,VEH-0051,2024-05-30,Routine Inspection,Battery Pack,8.0,9299.28,48.6,1.0,TEC-007
WO-000608,VEH-0065,2024-04-30,Engine Service,,8.9,9503.58,70.5,0.0,TEC-210
WO-000609,VEH-0065,2024-07-02,Firmware Update,,3.1,25542.3,3.7,0.0,TEC-024
WO-000610,VEH-0688,2025-08-03,Brake Pad Replacement,Propeller x2,7.3,40573.9,62.1,0.0,TEC-044
WO-000611,VEH-0688,2025-05-04,Landing Gear Fix,Battery Pack,2.0,7425.74,69.1,,TEC-071
WO-000612,VEH-0688,2024-09-13,Firmware Update,,8.5,39124.6,38.3,1.0,TEC-054
WO-000613,VEH-0688,2025-04-22,Propeller Replacement,,7.3,46227.01,27.9,0.0,TEC-094
WO-000615,VEH-0601,2024-11-07,Frame Repair,,11.5,37817.69,36.6,1.0,TEC-126
WO-000616,VEH-0601,2025-04-28,Landing Gear Fix,,7.0,26599.6,38.3,0.0,TEC-119
WO-000617,VEH-0601,2024-09-28,Landing Gear Fix,Propeller x2,4.9,13056.34,51.6,1.0,TEC-094
WO-000618,VEH-0601,2025-06-19,Battery Pack Swap,"Brake Pads, Fluid",10.7,46614.82,18.1,,TEC-149
WO-000619,VEH-0261,2024-06-09,Frame Repair,,10.4,2374.12,19.5,1.0,TEC-040
WO-000620,VEH-0261,2024-11-14,Motor Overhaul,"Brake Pads, Fluid",9.3,1712.9,39.3,,TEC-087
WO-000621,VEH-0261,2024-01-27,Brake Pad Replacement,,9.6,1044.03,66.7,,TEC-062
WO-000622,VEH-0261,2025-02-28,Frame Repair,,10.2,31794.42,10.8,0.0,TEC-175
WO-000623,VEH-0261,2025-06-06,Engine Service,,12.2,31341.89,65.4,0.0,TEC-162
WO-000624,VEH-0261,2024-12-19,Battery Pack Swap,"Motor, ESC",10.7,28945.9,58.2,,TEC-088
WO-000625,VEH-9057,2024-09-12,Tyre Change,"Brake Pads, Fluid",6.8,10661.74,32.6,0.0,TEC-179
WO-000626,VEH-0158,2024-06-11,Tyre Change,,6.8,21248.47,4.9,1.0,TEC-162
WO-000627,VEH-0158,2024-07-25,Motor Overhaul,Landing Skid,5.9,42852.7,6.2,0.0,TEC-075
WO-000628,VEH-0158,2024-07-22,Routine Inspection,Battery Pack,7.3,39808.99,81.5,,TEC-066
WO-000629,VEH-0212,2024-03-15,Routine Inspection,"Motor, ESC",12.7,7184.31,1.6,1.0,TEC-129
WO-000630,VEH-0212,2025-03-22,Tyre Change,Battery Pack,unknown,36233.05,76.4,0.0,TEC-047
WO-000631,VEH-0212,2024-01-05,Landing Gear Fix,,11.0,31958.73,74.9,1.0,TEC-137
WO-000632,VEH-0003,2024-04-21,Tyre Change,"Motor, ESC",6.3,11613.22,6.1,0.0,TEC-149
WO-000633,VEH-0003,2024-03-24,Brake Pad Replacement,,1.5,38631.81,64.6,0.0,TEC-159
WO-000634,VEH-0003,2024-03-24,Engine Service,Landing Skid,8.4,23065.23,15.8,0.0,TEC-027
WO-000635,VEH-0003,2024-05-06,Engine Service,,  ,5785.75,2.8,1.0,TEC-213
WO-000636,VEH-0003,2024-09-24,Propeller Replacement,"Motor, ESC",,4820.92,77.7,0.0,TEC-177
WO-000637,VEH-0003,2024-01-03,Propeller Replacement,Propeller x2,,30691.59,79.4,0.0,TEC-148
WO-000638,VEH-0659,2024-08-26,Engine Service,"Brake Pads, Fluid",6.1,20236.97,31.4,1.0,TEC-009
WO-000639,VEH-0659,2024-02-12,Propeller Replacement,"Brake Pads, Fluid",2.7,18003.78,37.8,0.0,TEC-094
WO-000641,VEH-9128,2024-08-06,Tyre Change,Landing Skid,5.5,29908.17,8.4,,TEC-189
WO-000642,VEH-0731,2025-04-08,Brake Pad Replacement,,1.5,39380.6,10.4,,TEC-072
WO-000643,VEH-0731,2024-03-05,Battery Pack Swap,"Motor, ESC",2.5,46086.28,85.8,0.0,TEC-012
WO-000645,VEH-0082,2024-08-16,Landing Gear Fix,,3.0,7228.61,13.7,,TEC-162
WO-000646,VEH-0082,2025-05-24,Firmware Update,"Brake Pads, Fluid",11.3,47232.95,83.7,0.0,TEC-014
WO-000647,VEH-0264,2024-11-02,Motor Overhaul,"Brake Pads, Fluid",6.2,39581.33,30.4,0.0,TEC-218
WO-000648,VEH-0264,2024-02-16,Firmware Update,Battery Pack,11.1,36964.05,32.0,,TEC-206
WO-000649,VEH-0264,2025-02-01,Brake Pad Replacement,Battery Pack,1.2,9418.7,15.1,0.0,TEC-049
WO-000650,VEH-0264,2025-02-22,Engine Service,"Brake Pads, Fluid",5.1,13650.32,30.7,,TEC-199
WO-000651,VEH-0588,2025-04-10,Brake Pad Replacement,,1.6,28512.33,55.0,,TEC-120
WO-000652,VEH-0588,2024-02-18,Motor Overhaul,"Brake Pads, Fluid",8.3,36167.69,50.2,1.0,TEC-157
WO-000653,VEH-0588,2024-04-20,Routine Inspection,Propeller x2,13.9,14389.1,28.3,0.0,TEC-185
WO-000654,VEH-0588,2024-07-01,Motor Overhaul,"Brake Pads, Fluid",6.7,8152.05,68.7,1.0,TEC-190
WO-000655,VEH-0588,2024-05-06,Propeller Replacement,"Brake Pads, Fluid",2.9,45120.71,8.3,0.0,TEC-148
WO-000656,VEH-0588,2024-08-12,Brake Pad Replacement,Landing Skid,2.6,7987.62,2.5,1.0,TEC-045
WO-000657,VEH-0353,2024-07-27,Brake Pad Replacement,,9.4,26781.05,10.0,0.0,TEC-083
WO-000658,VEH-0353,2024-07-04,Battery Pack Swap,"Motor, ESC",4.4,5427.89,78.7,1.0,TEC-084
WO-000659,VEH-0353,2025-06-02,Landing Gear Fix,"Motor, ESC",9.3,27097.78,7.8,1.0,TEC-011
WO-000660,VEH-0353,2024-11-22,Tyre Change,"Brake Pads, Fluid",9.8,19125.84,22.9,0.0,TEC-175
WO-000661,VEH-0353,2024-07-13,Tyre Change,"Brake Pads, Fluid",11.4,14424.53,6.0,1.0,TEC-174
WO-000662,VEH-0353,2024-02-23,Tyre Change,,12.5,5967.68,27.9,0.0,TEC-128
WO-000663,VEH-0620,2024-03-18,Propeller Replacement,,2.8,11775.24,59.3,,TEC-099
WO-000664,VEH-0620,2024-01-31,Firmware Update,Landing Skid,12.3,7657.12,14.8,,TEC-125
WO-000665,VEH-0620,2025-02-17,Motor Overhaul,Battery Pack,1.5,21567.69,14.2,1.0,TEC-005
WO-000666,VEH-0620,2025-06-03,Engine Service,"Brake Pads, Fluid",9.2,41266.48,50.1,,TEC-155
WO-000667,VEH-0620,2024-12-29,Engine Service,Battery Pack,9.3,17293.01,74.5,0.0,TEC-127
WO-000668,VEH-0620,2024-10-17,Engine Service,Landing Skid,9.3,35509.02,5.6,0.0,TEC-163
WO-000669,VEH-0650,2025-02-17,Routine Inspection,,8.5,36218.47,79.4,0.0,TEC-131
WO-000670,VEH-0527,2024-08-18,Battery Pack Swap,Propeller x2,8.3,11962.99,91.4,1.0,TEC-008
WO-000671,VEH-0527,2024-12-29,Frame Repair,"Motor, ESC",4.8,20450.92,95.9,0.0,TEC-035
WO-000672,VEH-0527,2025-02-28,Firmware Update,,3.6,25360.74,23.5,1.0,TEC-206
WO-000673,VEH-0675,2024-01-12,Tyre Change,"Motor, ESC",9.5,32989.32,52.3,1.0,TEC-087
WO-000674,VEH-0135,2025-04-03,Brake Pad Replacement,"Brake Pads, Fluid",7.7,11899.7,65.3,0.0,TEC-178
WO-000675,VEH-0484,2024-08-15,Motor Overhaul,Battery Pack,11.3,40421.75,56.8,1.0,TEC-165
WO-000676,VEH-0484,2025-01-09,Landing Gear Fix,,6.9,33734.34,13.3,1.0,TEC-217
WO-000677,VEH-0723,2024-12-08,Motor Overhaul,Battery Pack,8.3,9107.76,51.9,1.0,TEC-062
WO-000678,VEH-0723,2024-04-11,Firmware Update,,4.6,7816.25,70.9,1.0,TEC-039
WO-000679,VEH-0723,2024-12-07,Battery Pack Swap,Battery Pack,13.2,16928.45,76.1,1.0,TEC-151
WO-000680,VEH-0723,2024-07-08,Firmware Update,Landing Skid,8.5,38222.79,15.7,0.0,TEC-040
WO-000681,VEH-0544,2024-12-01,Tyre Change,Battery Pack,2.7,40989.25,80.3,1.0,TEC-169
WO-000682,VEH-0544,2025-04-27,Landing Gear Fix,"Brake Pads, Fluid",10.7,5344.72,61.2,0.0,TEC-108
WO-000683,VEH-0544,2024-09-17,Frame Repair,Propeller x2,10.4,6664.29,38.8,,TEC-164
WO-000684,VEH-0544,2024-03-02,Propeller Replacement,,8.5,19463.26,68.2,1.0,TEC-084
WO-000685,VEH-0544,2024-04-27,Firmware Update,"Motor, ESC",6.2,3540.41,11.2,1.0,TEC-109
WO-000686,VEH-0544,2024-01-18,Frame Repair,,13.0,1478.66,41.8,0.0,TEC-014
WO-000687,VEH-0678,2025-06-06,Landing Gear Fix,"Motor, ESC",,6835.02,93.1,1.0,TEC-018
WO-000688,VEH-0678,2024-10-14,Frame Repair,"Motor, ESC",13.6,15188.82,30.0,0.0,TEC-091
WO-000689,VEH-0678,2024-03-28,Landing Gear Fix,"Brake Pads, Fluid",8.5,40462.22,1.0,0.0,TEC-165
WO-000690,VEH-0678,2024-11-07,Propeller Replacement,,3.2,47897.61,2.1,0.0,TEC-167
WO-000691,VEH-0713,2024-09-16,Landing Gear Fix,"Motor, ESC",2.7,16815.55,62.8,0.0,TEC-208
WO-000692,VEH-0713,2024-06-29,Routine Inspection,Battery Pack,9.8,25451.14,70.5,0.0,TEC-205
WO-000693,VEH-0377,2024-01-01,Propeller Replacement,Propeller x2,6.2,36692.02,49.1,1.0,TEC-094
WO-000694,VEH-0490,2024-11-12,Frame Repair,"Motor, ESC",4.6,15291.53,30.0,1.0,TEC-032
WO-000695,VEH-0490,2024-11-28,Motor Overhaul,Landing Skid,6.7,30507.34,21.8,0.0,TEC-094
WO-000696,VEH-0490,2024-08-18,Battery Pack Swap,Propeller x2,10.4,10330.71,72.8,1.0,TEC-098
WO-000697,VEH-0490,2025-02-13,Brake Pad Replacement,,12.5,22104.6,53.8,,TEC-217
WO-000698,VEH-0373,2025-06-12,Engine Service,"Brake Pads, Fluid",,18560.09,36.6,0.0,TEC-076
WO-000699,VEH-0373,2024-12-16,Engine Service,"Motor, ESC",1.4,11066.92,62.8,,TEC-006
WO-000700,VEH-0373,2024-07-09,Frame Repair,"Brake Pads, Fluid",10.2,23784.97,29.2,,TEC-041
WO-000701,VEH-0482,2025-03-06,Tyre Change,,13.7,4697.89,14.5,1.0,TEC-033
WO-000702,VEH-0068,2024-12-04,Engine Service,Propeller x2,7.1,26806.19,57.6,,TEC-080
WO-000703,VEH-0068,2024-06-07,Routine Inspection,,2.1,5158.67,25.3,1.0,TEC-218
WO-000704,VEH-0068,2025-02-28,Landing Gear Fix,Propeller x2,8.2,41488.81,61.3,,TEC-080
WO-000705,VEH-0068,2024-08-14,Propeller Replacement,Propeller x2,7.8,21087.23,7.6,1.0,TEC-172
WO-000706,VEH-0469,2025-06-13,Landing Gear Fix,Battery Pack,11.8,26746.75,81.7,0.0,TEC-217
WO-000707,VEH-0469,2024-02-18,Motor Overhaul,Landing Skid,7.1,16128.05,83.9,0.0,TEC-104
WO-000708,VEH-0469,2025-03-02,Brake Pad Replacement,"Motor, ESC",3.0,17964.79,6.2,0.0,TEC-073
WO-000709,VEH-0469,2024-10-17,Firmware Update,"Motor, ESC",11.3,43603.49,95.8,,TEC-155
WO-000711,VEH-0346,2024-12-04,Frame Repair,"Brake Pads, Fluid",10.8,47574.96,59.1,1.0,TEC-173
WO-000712,VEH-0346,2025-09-01,Tyre Change,,6.3,8896.09,24.0,0.0,TEC-072
WO-000713,VEH-0447,2024-11-02,Engine Service,Propeller x2,10.2,27258.55,31.9,1.0,TEC-138
WO-000714,VEH-0447,2025-05-20,Landing Gear Fix,"Motor, ESC",-,17250.11,57.0,1.0,TEC-062
WO-000715,VEH-0447,2024-09-20,Battery Pack Swap,Propeller x2,13.1,43174.0,76.7,1.0,TEC-040
WO-000716,VEH-0447,2024-10-16,Motor Overhaul,,1.0,44870.79,46.0,1.0,TEC-114
WO-000717,VEH-0414,2025-04-26,Tyre Change,Propeller x2,8.2,46043.61,75.3,,TEC-004
WO-000718,VEH-0414,2024-11-11,Routine Inspection,"Brake Pads, Fluid",3.3,38960.83,2.6,0.0,TEC-117
WO-000719,VEH-0414,2024-12-05,Frame Repair,Propeller x2,  ,36603.63,90.9,1.0,TEC-148
WO-000720,VEH-0414,2024-02-25,Tyre Change,"Motor, ESC",10.9,720.35,66.1,0.0,TEC-017
WO-000722,VEH-0462,2025-06-05,Frame Repair,Landing Skid,2.9,21363.79,87.0,0.0,TEC-027
WO-000723,VEH-0555,2024-07-16,Frame Repair,Battery Pack,3.8,22025.58,36.5,0.0,TEC-103
WO-000724,VEH-0555,2025-01-05,Firmware Update,"Brake Pads, Fluid",13.5,19763.49,62.5,1.0,TEC-090
WO-000725,VEH-0555,2024-07-15,Landing Gear Fix,,12.0,41270.98,89.0,1.0,TEC-027
WO-000726,VEH-0555,2025-04-19,Battery Pack Swap,Propeller x2,10.5,15017.52,14.9,0.0,TEC-106
WO-000727,VEH-0555,2025-05-13,Engine Service,Propeller x2,7.4,9955.84,4.3,1.0,TEC-018
WO-000728,VEH-0555,2024-03-21,Brake Pad Replacement,"Motor, ESC",11.5,29286.71,14.0,0.0,TEC-218
WO-000729,VEH-0300,2025-03-05,Landing Gear Fix,Propeller x2,1.0,15117.33,78.8,0.0,TEC-137
WO-000730,VEH-0300,2025-03-03,Landing Gear Fix,,7.4,25821.77,22.6,1.0,TEC-186
WO-000731,VEH-0300,2024-07-06,Brake Pad Replacement,Propeller x2,1.5,21871.52,69.9,0.0,TEC-037
WO-000732,VEH-0300,2024-10-30,Propeller Replacement,"Motor, ESC",12.2,18748.0,70.4,,TEC-010
WO-000733,VEH-0300,2024-08-05,Brake Pad Replacement,Landing Skid,0.6,30572.33,73.6,,TEC-008
WO-000734,VEH-0320,2025-05-26,Battery Pack Swap,Landing Skid,12.1,37643.26,92.7,0.0,TEC-027
WO-000735,VEH-9823,2025-06-05,Battery Pack Swap,Propeller x2,1.5,18410.47,34.0,0.0,TEC-204
WO-000736,VEH-0320,2024-05-28,Frame Repair,,12.4,6238.13,2.8,1.0,TEC-047
WO-000737,VEH-0320,2024-11-12,Landing Gear Fix,,5.1,37941.49,17.7,0.0,TEC-066
WO-000738,VEH-0320,2024-08-15,Propeller Replacement,,6.4,31008.3,71.4,,TEC-200
WO-000739,VEH-0320,2024-12-03,Frame Repair,Propeller x2,9.1,41836.09,3.2,0.0,TEC-220
WO-000740,VEH-0309,2025-03-26,Motor Overhaul,Landing Skid,  ,24459.18,84.2,,TEC-024
WO-000741,VEH-0347,2025-05-02,Firmware Update,,13.1,6094.18,53.4,0.0,TEC-088
WO-000742,VEH-0347,2024-03-30,Propeller Replacement,,7.9,20748.82,88.3,,TEC-085
WO-000743,VEH-0347,2024-06-13,Frame Repair,,8.5,25957.09,25.2,0.0,TEC-098
WO-000744,VEH-0347,2024-01-06,Routine Inspection,Landing Skid,7.1,11836.36,67.8,0.0,TEC-139
WO-000745,VEH-0347,2025-03-24,Tyre Change,"Brake Pads, Fluid",10.1,18336.29,29.8,,TEC-002
WO-000746,VEH-0347,2025-04-17,Propeller Replacement,"Brake Pads, Fluid",9.9,46577.95,52.6,1.0,TEC-170
WO-000747,VEH-0671,2025-05-02,Routine Inspection,,1.6,25549.18,87.8,1.0,TEC-057
WO-000748,VEH-0671,2025-05-16,Motor Overhaul,"Brake Pads, Fluid",7.8,18226.07,48.1,1.0,TEC-211
WO-000749,VEH-0625,2024-12-08,Engine Service,"Motor, ESC",10.0,22790.49,57.5,0.0,TEC-176
WO-000750,VEH-0625,2024-02-26,Tyre Change,,6.4,43653.49,40.3,,TEC-166
WO-000751,VEH-0625,2024-07-27,Routine Inspection,Battery Pack,4.1,26792.48,21.1,0.0,TEC-055
WO-000752,VEH-0625,2024-04-12,Battery Pack Swap,Propeller x2,8.2,22209.42,20.1,1.0,TEC-106
WO-000753,VEH-0625,2025-05-20,Tyre Change,"Motor, ESC",0.9,45201.72,73.5,1.0,TEC-110
WO-000754,VEH-0625,2025-03-14,Propeller Replacement,,11.1,3939.98,64.9,0.0,TEC-109
WO-000755,VEH-0337,2024-12-21,Brake Pad Replacement,"Brake Pads, Fluid",10.3,38746.9,64.9,0.0,TEC-044
WO-000756,VEH-0186,2024-06-04,Routine Inspection,Landing Skid,7.0,20428.55,73.9,0.0,TEC-110
WO-000757,VEH-0534,2024-04-08,Firmware Update,,8.2,3269.07,73.6,,TEC-095
WO-000758,VEH-0534,2024-08-28,Firmware Update,Battery Pack,3.9,37840.73,8.8,1.0,TEC-033
WO-000759,VEH-0534,2024-11-01,Propeller Replacement,Landing Skid,3.7,17927.32,58.0,0.0,TEC-071
WO-000760,VEH-0534,2024-08-13,Frame Repair,Landing Skid,1.1,35602.63,16.4,0.0,TEC-179
WO-000761,VEH-0534,2024-06-09,Engine Service,,4.6,20721.27,76.0,0.0,TEC-012
WO-000762,VEH-0534,2024-06-21,Routine Inspection,"Brake Pads, Fluid",7.8,17667.44,56.0,1.0,TEC-218
