route_id,vehicle_id,vehicle_type,route_date,order_ids,planned_distance_km,actual_distance_km,planned_duration_min,actual_duration_min,stops_planned,stops_completed,fuel_or_energy_used,driver_id,waypoint_count,fuel_or_energy_value
RTE-02031,VEH-0555,Van,2024-01-30,"ORD-014519,ORD-008516",382.63,361.7,387.0,447.9,2,2,2148.0 Wh,DRV-0335,6,2148.0
RTE-02032,VEH-0682,Truck,2025-01-22,"ORD-002523,ORD-002266",130.97,291.89,163.4,527.4,2,2,807.0 Wh,DRV-0477,14,807.0
RTE-02033,VEH-0017,Drone,2024-03-11,"ORD-011564,ORD-002777,ORD-013894,ORD-006740,ORD-006663,ORD-013763,ORD-001983,ORD-011004",324.3,275.42,323.2,715.8,8,8,1265.0 Wh,,5,1265.0
RTE-02034,VEH-0093,Drone,2024-03-17,ORD-000055,24.72,315.49,38.8,596.6,1,1,44.44,,10,44.44
RTE-02035,VEH-0442,Van,2025-04-08,"ORD-009864,ORD-014317",402.13,328.61,496.5,137.9,2,2,516.0 Wh,DRV-0175,4,516.0
RTE-02036,VEH-0520,Van,2024-05-07,"ORD-007209,ORD-006349,ORD-010756,ORD-007938",362.87,379.02,683.8,373.2,4,4,18.04 L,DRV-0492,6,18.04
RTE-02037,VEH-0257,Bike,2024-12-02,"ORD-009857,ORD-006225",379.35,3.84,224.8,69.5,2,2,35.27 L,DRV-0240,6,35.27
RTE-02038,VEH-0105,Drone,2024-02-21,"ORD-014270,ORD-006776,ORD-009456,ORD-001067,ORD-008194,ORD-011011,ORD-010693,ORD-011188,ORD-014687",193.55,15.92,460.6,652.6,9,9,2053.0 Wh,,3,2053.0
RTE-02039,VEH-0264,Bike,2024-01-18,"ORD-013011,ORD-009300,ORD-001810,ORD-008211,ORD-014840,ORD-013090,ORD-012397,ORD-007304",188.19,255.37,52.8,196.6,8,8,1774.0 Wh,DRV-0085,7,1774.0
RTE-02040,VEH-0540,Van,2024-01-30,"ORD-007618,ORD-008110,ORD-001384,ORD-003557,ORD-001817",393.74,396.31,553.4,616.7,5,5,28.3 L,DRV-0514,7,28.3
RTE-02041,VEH-0093,Drone,2024-06-10,"ORD-012238,ORD-009013,ORD-011866,ORD-007732,ORD-010657,ORD-012744,ORD-011717,ORD-012063,ORD-007795",274.46,131.41,598.1,413.7,9,9,543.0 Wh,,7,543.0
RTE-02042,VEH-0595,Truck,2024-03-30,"ORD-009541,ORD-001573,ORD-004773,ORD-013705,ORD-013230,ORD-013727,ORD-005381,ORD-013730",320.12,173.93,343.1,86.7,8,8,50.94,DRV-0677,5,50.94
RTE-02043,VEH-0211,Bike,2024-01-23,"ORD-012410,ORD-010145,ORD-012786,ORD-009445",35.77,130.98,678.0,778.0,4,4,313.0 Wh,DRV-0740,10,313.0
RTE-02044,VEH-0619,Truck,2024-09-11,"ORD-004796,ORD-014462,ORD-012642,ORD-006023,ORD-002687,ORD-009683,ORD-000814",306.95,,29.7,301.4,7,7,1357.0 Wh,DRV-0210,5,1357.0
RTE-02045,VEH-0445,Van,2024-10-06,"ORD-009048,ORD-005207,ORD-011915,ORD-014434,ORD-004111,ORD-012389,ORD-007943,ORD-007551,ORD-003179",175.67,21.75,519.9,599.0,9,9,1480.0 Wh,DRV-0042,11,1480.0
RTE-02046,VEH-0141,Bike,2024-09-20,"ORD-010062,ORD-004480,ORD-010831,ORD-006073,ORD-008337",68.81,54.69,287.7,731.3,5,5,1609.0 Wh,DRV-0479,8,1609.0
RTE-02047,VEH-0102,Drone,2025-01-24,"ORD-006384,ORD-004958,ORD-006464,ORD-005190,ORD-009348,ORD-007188,ORD-001735,ORD-014714",269.78,405.1,180.7,98.2,8,8,47.78,,5,47.78
RTE-02048,VEH-0368,Bike,2024-02-23,ORD-003117,321.67,74.69,680.7,607.4,1,0,362.0 Wh,DRV-0090,14,362.0
RTE-02049,VEH-0589,Truck,2024-10-22,"ORD-011406,ORD-005031,ORD-009608,ORD-013709,ORD-007258,ORD-010877",322.9,176.71,272.1,366.7,6,6,201.0 Wh,DRV-0336,3,201.0
RTE-02050,VEH-0650,Truck,2024-08-24,"ORD-009941,ORD-014861",342.54,396.84,456.9,444.9,2,2,923.0 Wh,DRV-0147,14,923.0
RTE-02051,VEH-0434,Van,2024-04-27,"ORD-010283,ORD-013419,ORD-012151",400.82,301.08,407.2,511.0,3,3,668.0 Wh,DRV-0587,8,668.0
RTE-02052,VEH-0023,Drone,2024-02-13,ORD-011020,68.96,267.27,614.7,80.2,1,1,34.37,,3,34.37
RTE-02053,VEH-0359,Bike,2024-05-19,"ORD-004220,ORD-012369,ORD-013436,ORD-004634,ORD-011399,ORD-004334,ORD-011187",384.22,29.58,252.8,478.4,7,7,30.63 L,DRV-0215,3,30.63
RTE-02054,VEH-0057,Drone,2025-03-24,"ORD-007284,ORD-011685,ORD-014647,ORD-009292,ORD-007377,ORD-012334,ORD-012165,ORD-002089,ORD-012746",149.35,51.75,254.5,720.5,9,9,42.16 L,,0,42.16
RTE-02055,VEH-0510,Van,2024-07-24,"ORD-000786,ORD-003788,ORD-006439,ORD-006064,ORD-009994",167.3,,401.9,166.2,5,5,2120.0 Wh,DRV-0277,13,2120.0
RTE-02056,VEH-0140,Drone,2024-04-12,ORD-013032,71.32,234.74,380.9,53.4,1,1,742.0 Wh,,4,742.0
RTE-02057,VEH-0643,Truck,2025-01-23,"ORD-007637,ORD-013521,ORD-003673,ORD-009307",140.34,184.95,240.3,289.6,4,4,47.17,DRV-0646,14,47.17
RTE-02058,VEH-0479,Van,2024-01-07,"ORD-013452,ORD-002796,ORD-012433,ORD-010292,ORD-002239",249.43,134.37,57.2,631.1,5,5,3.22 L,DRV-0835,10,3.22
RTE-02059,VEH-0518,Van,2025-01-25,"ORD-014574,ORD-014642",58.2,242.18,611.0,748.3,2,2,4.39 L,DRV-0366,3,4.39
RTE-02060,VEH-0470,Van,2024-01-02,"ORD-012577,ORD-011189,ORD-008178",104.83,60.58,242.7,241.3,3,2,16.13 L,DRV-0667,9,16.13
RTE-02061,VEH-0210,Bike,2024-06-22,"ORD-005823,ORD-005504,ORD-010214,ORD-013261",250.42,196.59,223.8,581.1,4,4,1128.0 Wh,DRV-0303,13,1128.0
RTE-02062,VEH-0423,Van,2025-02-12,ORD-000026,387.86,319.92,453.0,659.9,1,1,1259.0 Wh,DRV-0202,0,1259.0
RTE-02063,VEH-0556,Van,2024-07-08,"ORD-006270,ORD-005758,ORD-012148,ORD-002260,ORD-007660,ORD-009953,ORD-012895,ORD-006126,ORD-009921",324.42,324.01,167.7,554.0,9,9,17.18,DRV-0251,13,17.18
RTE-02064,VEH-0074,Drone,2025-02-19,"ORD-011270,ORD-012826,ORD-011302",90.03,249.83,617.4,552.3,3,3,6.24 L,,7,6.24
RTE-02065,VEH-0209,Bike,2024-08-16,"ORD-002707,ORD-014078,ORD-006196,ORD-013242,ORD-014011,ORD-013773,ORD-014393,ORD-012417,ORD-012049",47.7,171.81,287.8,747.6,9,9,33.66 L,DRV-0012,9,33.66
RTE-02066,VEH-0193,Bike,2024-06-08,"ORD-008065,ORD-003935",260.16,392.85,615.6,189.7,2,2,1481.0 Wh,DRV-0148,0,1481.0
RTE-02067,VEH-0470,Van,2024-04-15,"ORD-003922,ORD-008787,ORD-014180,ORD-009405,ORD-001884,ORD-004323,ORD-004057,ORD-002318,ORD-010455",260.95,50.79,388.3,401.2,9,9,52.04,DRV-0583,5,52.04
RTE-02068,VEH-0658,Truck,2024-06-01,"ORD-004585,ORD-000981,ORD-005439,ORD-012105,ORD-009626,ORD-001678,ORD-009736,ORD-011739",3.44,404.78,103.4,464.2,8,8,7.39 L,DRV-0900,13,7.39
RTE-02069,VEH-0116,Drone,2024-06-18,"ORD-003098,ORD-001008,ORD-003550,ORD-006690,ORD-014515,ORD-009014,ORD-004167",248.64,383.26,491.8,395.8,7,7,3.75 L,,10,3.75
RTE-02070,VEH-0155,Bike,2025-04-12,"ORD-009724,ORD-014238,ORD-006866,ORD-000106,ORD-008223,ORD-005089,ORD-000982,ORD-014064,ORD-000835",38.85,413.42,415.4,133.1,9,9,1188.0 Wh,DRV-0418,6,1188.0
RTE-02071,VEH-0125,Drone,2024-01-22,ORD-005113,216.28,338.06,653.8,608.4,1,1,874.0 Wh,,10,874.0
RTE-02072,VEH-0618,Truck,2024-12-17,"ORD-011782,ORD-009848,ORD-007672,ORD-005418,ORD-010180,ORD-010045,ORD-014446,ORD-000225",154.02,102.06,593.4,108.3,8,8,32.62 L,DRV-0687,8,32.62
RTE-02073,VEH-0173,Bike,2024-03-24,"ORD-013502,ORD-001374,ORD-006114,ORD-009086,ORD-012450,ORD-002639",19.98,28.73,501.7,190.6,6,6,2033.0 Wh,DRV-0369,10,2033.0
RTE-02074,VEH-0489,Van,2025-05-26,"ORD-013079,ORD-007871,ORD-013439,ORD-000635",318.15,145.65,32.8,320.8,4,4,51.39 L,DRV-0472,4,51.39
RTE-02075,VEH-0126,Drone,2024-09-09,"ORD-012420,ORD-004985",103.71,421.51,700.0,80.2,2,2,57.9,,14,57.9
RTE-02076,VEH-0185,Bike,2024-12-04,"ORD-002405,ORD-001773,ORD-003671,ORD-011287,ORD-002010,ORD-003760,ORD-000185",185.96,,559.3,224.8,7,7,2043.0 Wh,DRV-0288,7,2043.0
RTE-02077,VEH-0653,Truck,2025-01-14,"ORD-014525,ORD-006651,ORD-009592,ORD-004161,ORD-007499,ORD-014645,ORD-001385,ORD-013871,ORD-000744",178.05,211.57,696.7,468.0,9,9,3.02 L,DRV-0449,8,3.02
RTE-02078,VEH-0588,Truck,2024-04-20,"ORD-014491,ORD-000110,ORD-000914,ORD-000677,ORD-011704",385.49,233.78,691.4,642.5,5,5,17.59 L,DRV-0351,10,17.59
RTE-02079,VEH-0397,Bike,2024-03-01,ORD-007352,267.67,360.19,427.2,758.6,1,1,41.17,DRV-0456,8,41.17
RTE-02080,VEH-0301,Bike,2024-12-14,"ORD-014327,ORD-011449,ORD-004353,ORD-011721,ORD-009439,ORD-004227",391.5,182.1,611.9,717.4,6,6,49.24,DRV-0010,8,49.24
RTE-02081,VEH-0348,Bike,2024-01-09,"ORD-004765,ORD-013430,ORD-005676,ORD-008653,ORD-003609,ORD-011834,ORD-012049,ORD-005116",376.42,191.73,133.4,267.2,8,8,39.15,DRV-0585,13,39.15
RTE-02082,VEH-0614,Truck,2024-05-25,"ORD-000318,ORD-003141,ORD-005414,ORD-003704,ORD-007090,ORD-003861,ORD-006137,ORD-009632",110.9,,387.3,743.7,8,8,50.95 L,DRV-0788,13,50.95
RTE-02083,VEH-0438,Van,2024-09-11,"ORD-010145,ORD-013341,ORD-008402,ORD-011685",396.73,227.92,145.2,730.4,4,4,432.0 Wh,DRV-0335,8,432.0
RTE-02084,VEH-0302,Bike,2025-06-21,"ORD-009818,ORD-003744",102.8,241.72,323.2,598.1,2,2,1871.0 Wh,DRV-0145,5,1871.0
RTE-02085,VEH-0516,Van,2025-05-10,"ORD-000803,ORD-014900,ORD-005073,ORD-011964,ORD-007040,ORD-014077,ORD-001867,ORD-011421,ORD-000291",77.72,344.61,590.7,658.3,9,9,42.43,DRV-0473,9,42.43
RTE-02086,VEH-0454,Van,2025-01-03,"ORD-007650,ORD-000839,ORD-011705,ORD-012196,ORD-006708",334.09,184.49,676.0,101.1,5,5,1667.0 Wh,DRV-0725,14,1667.0
RTE-02087,VEH-0522,Van,2025-04-10,"ORD-009664,ORD-001359,ORD-003008,ORD-001570",76.43,267.19,400.9,308.8,4,4,2187.0 Wh,DRV-0770,0,2187.0
RTE-02088,VEH-0417,Van,2024-10-03,"ORD-009617,ORD-008995,ORD-007548,ORD-011229,ORD-005330",137.54,115.99,119.4,789.6,5,5,567.0 Wh,DRV-0660,12,567.0
RTE-02089,VEH-0492,Van,2024-01-12,"ORD-004142,ORD-008681,ORD-012760,ORD-007531,ORD-006077",301.92,70.36,42.4,647.7,5,5,37.33,DRV-0091,4,37.33
RTE-02090,VEH-0507,Van,2024-03-31,"ORD-008598,ORD-011255,ORD-008752,ORD-007099,ORD-000708,ORD-005144,ORD-012196,ORD-000580,ORD-006459",368.26,320.94,58.3,371.5,9,9,32.26 L,DRV-0680,7,32.26
RTE-02091,VEH-0129,Drone,2025-01-16,ORD-006377,85.75,65.37,440.8,193.8,1,1,1493.0 Wh,,14,1493.0
RTE-02092,VEH-0578,Van,2024-07-05,"ORD-008785,ORD-014250,ORD-008619,ORD-013212,ORD-011554,ORD-006578",415.85,46.36,505.5,354.6,6,5,1495.0 Wh,DRV-0397,14,1495.0
RTE-02093,VEH-0586,Truck,2024-11-03,"ORD-004866,ORD-007169",348.92,313.85,500.9,372.6,2,2,5.03 L,DRV-0549,10,5.03
RTE-02094,VEH-0058,Drone,2025-05-08,"ORD-001150,ORD-005794,ORD-004802",142.43,136.06,473.9,671.1,3,3,1965.0 Wh,,5,1965.0
RTE-02095,VEH-0601,Truck,2025-02-05,"ORD-014130,ORD-006212,ORD-010090,ORD-007383,ORD-004957,ORD-012623,ORD-013840",317.85,362.68,245.3,432.3,7,7,13.62,DRV-0245,11,13.62
RTE-02096,VEH-0396,Bike,2024-04-17,"ORD-009015,ORD-010440,ORD-013934",409.07,385.24,284.8,729.2,3,3,53.83 L,DRV-0617,8,53.83
RTE-02097,VEH-0698,Truck,2024-05-18,"ORD-012950,ORD-001269,ORD-014859",158.12,134.8,679.7,621.4,3,3,1849.0 Wh,DRV-0474,9,1849.0
RTE-02098,VEH-0563,Van,2024-02-19,ORD-006195,285.04,317.04,96.9,398.2,1,1,761.0 Wh,DRV-0347,3,761.0
RTE-02099,VEH-0292,Bike,2024-05-12,"ORD-002940,ORD-000633,ORD-008709,ORD-008197,ORD-013674,ORD-014995,ORD-008959",251.39,412.13,82.1,300.8,7,7,11.63,DRV-0362,4,11.63
RTE-02100,VEH-0584,Truck,2024-07-28,"ORD-007053,ORD-009095,ORD-009781,ORD-006478,ORD-014270",248.11,159.08,193.3,526.9,5,5,0.7,DRV-0413,6,0.7
RTE-02101,VEH-0029,Drone,2024-06-04,"ORD-006458,ORD-002743,ORD-006555,ORD-012693,ORD-004636",80.2,4.03,182.1,175.6,5,5,7.78 L,,9,7.78
RTE-02102,VEH-0522,Van,2024-08-27,"ORD-002898,ORD-011856,ORD-000825,ORD-001020,ORD-012780,ORD-014078,ORD-013385",129.78,262.86,221.8,217.4,7,7,1909.0 Wh,DRV-0200,10,1909.0
RTE-02103,VEH-0499,Van,2025-06-17,"ORD-014547,ORD-005729,ORD-006989,ORD-005870,ORD-008445,ORD-008833,ORD-014153,ORD-010683",202.28,191.11,67.5,360.4,8,8,53.93,DRV-0448,7,53.93
RTE-02104,VEH-0042,Drone,2024-04-03,"ORD-004369,ORD-006559,ORD-014364,ORD-009253,ORD-014780,ORD-007124",14.06,206.1,66.1,502.1,6,6,39.02,,10,39.02
RTE-02105,VEH-0064,Drone,2024-02-10,"ORD-004724,ORD-007954,ORD-004858",173.83,405.8,65.3,34.1,3,2,1589.0 Wh,,3,1589.0
RTE-02106,VEH-0117,Drone,2024-07-14,"ORD-005870,ORD-002923,ORD-009148,ORD-000038,ORD-014704",63.41,348.14,157.4,330.0,5,5,6.01,,5,6.01
RTE-02107,VEH-0045,Drone,2024-07-21,"ORD-008985,ORD-009905,ORD-007490",246.7,409.19,325.1,77.3,3,3,42.75 L,,7,42.75
RTE-02108,VEH-0138,Drone,2025-01-19,"ORD-010041,ORD-006319,ORD-006655,ORD-003249,ORD-014555,ORD-008335,ORD-003623",206.31,408.61,501.2,659.7,7,6,484.0 Wh,,11,484.0
RTE-02109,VEH-0312,Bike,2025-03-26,"ORD-011887,ORD-014810,ORD-000700",354.36,216.11,63.7,576.6,3,3,21.58 L,DRV-0845,7,21.58
RTE-02110,VEH-0144,Bike,2024-12-20,"ORD-005382,ORD-009107,ORD-013320,ORD-002549,ORD-008183",121.17,373.65,353.2,199.4,5,5,3.84 L,DRV-0492,8,3.84
RTE-02111,VEH-0108,Drone,2025-05-22,ORD-002616,83.52,61.55,505.9,22.8,1,1,5.76,,6,5.76
RTE-02112,VEH-0627,Truck,2024-12-12,"ORD-014621,ORD-010283,ORD-003280,ORD-006836",59.51,283.88,179.6,122.6,4,4,1840.0 Wh,DRV-0736,7,1840.0
RTE-02113,VEH-0077,Drone,2025-02-14,"ORD-005720,ORD-014780,ORD-009952,ORD-013656,ORD-011988",151.82,290.76,155.0,343.8,5,4,9.71 L,,8,9.71
RTE-02114,VEH-0619,Truck,2025-05-23,"ORD-001067,ORD-002976,ORD-010655,ORD-005498,ORD-011633,ORD-000450,ORD-012518,ORD-006708,ORD-007059",142.77,333.27,494.9,760.8,9,9,52.44,DRV-0471,7,52.44
RTE-02115,VEH-0047,Drone,2025-03-12,"ORD-010482,ORD-013324,ORD-009394,ORD-001129,ORD-012627,ORD-008102,ORD-007613",396.34,150.45,116.8,17.4,7,7,53.23 L,,11,53.23
RTE-02116,VEH-0394,Bike,2025-03-05,"ORD-014318,ORD-002218,ORD-014870,ORD-012905",18.0,268.57,297.9,520.4,4,3,52.28,DRV-0432,12,52.28
RTE-02117,VEH-0509,Van,2024-07-26,"ORD-003382,ORD-009643,ORD-007416,ORD-004251,ORD-002298",138.02,348.03,659.7,207.7,5,5,44.89,DRV-0671,4,44.89
RTE-02118,VEH-0406,Van,2024-11-15,"ORD-001774,ORD-010397,ORD-013473,ORD-010546",19.06,206.38,77.7,502.1,4,4,1796.0 Wh,DRV-0345,13,1796.0
RTE-02119,VEH-0644,Truck,2024-11-07,"ORD-010935,ORD-011029,ORD-014887,ORD-005114",310.1,50.69,465.0,304.0,4,4,5.6,DRV-0528,9,5.6
RTE-02120,VEH-0608,Truck,2024-05-09,"ORD-006802,ORD-012632,ORD-010404,ORD-003499,ORD-001269,ORD-002332",147.19,161.33,357.7,252.5,6,6,31.32,DRV-0116,8,31.32
RTE-02121,VEH-0465,Van,2024-09-01,"ORD-002641,ORD-000101,ORD-013814",92.11,197.7,47.0,429.6,3,3,24.33,DRV-0419,10,24.33
RTE-02122,VEH-0036,Drone,2024-12-19,"ORD-011691,ORD-011734,ORD-005663,ORD-001362,ORD-014885",320.93,321.63,654.2,357.9,5,5,24.58,,13,24.58
RTE-02123,VEH-0276,Bike,2025-03-17,ORD-010742,382.0,288.32,186.3,617.6,1,1,53.03 L,DRV-0311,9,53.03
RTE-02124,VEH-0481,Van,2025-05-28,"ORD-010925,ORD-010699,ORD-009368",323.33,280.06,29.2,472.6,3,3,57.18 L,DRV-0861,6,57.18
RTE-02125,VEH-0099,Drone,2024-11-12,"ORD-005138,ORD-013585,ORD-000761,ORD-006977,ORD-000326,ORD-000455,ORD-001398,ORD-006549",98.75,172.19,518.6,629.8,8,8,56.9,,6,56.9
RTE-02126,VEH-0512,Van,2024-02-16,"ORD-001910,ORD-005878,ORD-010721,ORD-003344,ORD-008899",192.87,331.07,327.7,62.9,5,3,1330.0 Wh,DRV-0805,7,1330.0
RTE-02127,VEH-0365,Bike,2024-11-29,"ORD-005132,ORD-006779,ORD-002018,ORD-009740",250.71,144.2,282.1,743.3,4,4,10.92 L,DRV-0020,9,10.92
RTE-02128,VEH-0441,Van,2025-02-23,"ORD-009196,ORD-002265,ORD-005017,ORD-001598,ORD-012610",26.21,32.44,645.3,351.7,5,5,2110.0 Wh,DRV-0078,12,2110.0
RTE-02129,VEH-0630,Truck,2024-04-19,"ORD-001564,ORD-006268,ORD-010096,ORD-010946",58.56,329.82,124.6,680.2,4,4,1178.0 Wh,DRV-0485,12,1178.0
RTE-02130,VEH-0550,Van,2024-06-10,ORD-009815,93.45,175.64,156.8,467.7,1,1,51.64,DRV-0125,9,51.64
RTE-02131,VEH-0543,Van,2024-02-23,"ORD-011773,ORD-006041,ORD-013891,ORD-012095,ORD-000194,ORD-005108,ORD-003273,ORD-012380,ORD-001856",14.44,23.91,475.7,433.3,9,9,1242.0 Wh,DRV-0069,7,1242.0
RTE-02132,VEH-0142,Bike,2025-02-03,"ORD-007269,ORD-001983,ORD-002966",170.53,222.53,456.9,737.8,3,3,58.58,DRV-0149,12,58.58
RTE-02133,VEH-0528,Van,2025-05-31,ORD-011550,46.1,332.02,685.7,641.6,1,1,26.31 L,DRV-0435,5,26.31
RTE-02134,VEH-0617,Truck,2024-09-23,"ORD-013399,ORD-009984,ORD-012408,ORD-012779,ORD-008964,ORD-013878,ORD-004675,ORD-007668",377.04,3.69,392.6,331.1,8,8,13.86 L,DRV-0252,12,13.86
RTE-02135,VEH-0014,Drone,2025-03-08,"ORD-009818,ORD-012472,ORD-004562",300.96,305.14,646.1,62.6,3,3,59.78,,11,59.78
RTE-02136,VEH-0591,Truck,2024-01-19,"ORD-001887,ORD-004548,ORD-005280,ORD-014968,ORD-014973,ORD-008524,ORD-008232,ORD-013665,ORD-008256",71.2,347.17,372.2,274.9,9,9,2.97 L,DRV-0317,5,2.97
RTE-02137,VEH-0479,Van,2025-06-13,ORD-009368,275.84,310.22,142.2,311.1,1,1,1313.0 Wh,DRV-0053,12,1313.0
RTE-02138,VEH-0232,Bike,2025-06-30,"ORD-003020,ORD-008241,ORD-004315",13.54,234.58,146.4,241.2,3,3,57.06 L,DRV-0437,3,57.06
RTE-02139,VEH-0557,Van,2024-01-14,"ORD-005377,ORD-009644,ORD-003983,ORD-004431,ORD-004139,ORD-002144,ORD-008322",10.41,233.24,563.4,419.5,7,7,4.75 L,DRV-0069,6,4.75
RTE-02140,VEH-0692,Truck,2024-03-22,"ORD-012320,ORD-004640,ORD-002356,ORD-009298",340.99,384.02,646.2,417.5,4,3,386.0 Wh,DRV-0381,12,386.0
RTE-02141,VEH-0445,Van,2024-12-30,"ORD-013767,ORD-013153,ORD-009680",222.74,128.53,370.0,305.0,3,3,619.0 Wh,DRV-0141,6,619.0
RTE-02142,VEH-0208,Bike,2025-01-06,"ORD-003880,ORD-013195,ORD-009686,ORD-014448,ORD-001568,ORD-003445,ORD-005903,ORD-013356",409.7,372.59,631.5,524.6,8,8,29.6 L,DRV-0233,3,29.6
RTE-02143,VEH-0585,Truck,2024-10-08,"ORD-003190,ORD-001046,ORD-002438,ORD-011626,ORD-001585,ORD-010398,ORD-008320",112.34,172.68,617.3,454.4,7,7,4.2 L,DRV-0262,3,4.2
RTE-02144,VEH-0525,Van,2024-09-20,"ORD-005831,ORD-006912,ORD-010143,ORD-007576,ORD-009707,ORD-002221,ORD-006206,ORD-014558,ORD-005431",370.33,386.15,16.7,181.2,9,9,27.29 L,DRV-0563,4,27.29
RTE-02145,VEH-0054,Drone,2025-04-01,"ORD-006240,ORD-001138,ORD-007300,ORD-009755,ORD-000012,ORD-000111,ORD-005853,ORD-000692,ORD-006216",287.04,304.27,364.6,709.5,9,9,39.18 L,,8,39.18
RTE-02146,VEH-0384,Bike,2024-07-12,"ORD-009342,ORD-001573,ORD-002532",330.37,133.25,370.1,87.1,3,3,2024.0 Wh,DRV-0264,11,2024.0
RTE-02147,VEH-0628,Truck,2024-02-22,"ORD-012111,ORD-011393,ORD-007244",61.31,41.94,155.3,764.8,3,3,11.6 L,DRV-0479,4,11.6
RTE-02148,VEH-0493,Van,2025-03-20,"ORD-010936,ORD-014076,ORD-014484,ORD-009024,ORD-013505,ORD-014365,ORD-005216",352.4,416.34,643.0,140.0,7,7,1427.0 Wh,DRV-0620,7,1427.0
RTE-02149,VEH-0330,Bike,2024-02-06,"ORD-003915,ORD-007787,ORD-011883,ORD-013630,ORD-001211,ORD-006732,ORD-005358",38.5,75.42,590.4,752.4,7,7,11.72,DRV-0536,9,11.72
RTE-02150,VEH-0420,Van,2024-08-13,"ORD-001395,ORD-000448,ORD-002742,ORD-002549",152.69,95.43,184.5,469.1,4,4,37.53,DRV-0600,9,37.53
RTE-02151,VEH-0295,Bike,2025-04-09,"ORD-012755,ORD-003713,ORD-011982",207.81,447.69,270.1,57.4,3,3,33.18,DRV-0421,13,33.18
RTE-02152,VEH-0624,Truck,2025-05-07,"ORD-012293,ORD-001503",214.99,395.98,140.2,377.4,2,2,4.16,DRV-0200,6,4.16
RTE-02153,VEH-0331,Bike,2024-02-02,"ORD-014608,ORD-008618,ORD-009319,ORD-004250,ORD-011075,ORD-013702,ORD-000952,ORD-007953",124.25,411.94,219.7,656.8,8,8,1586.0 Wh,DRV-0515,6,1586.0
RTE-02154,VEH-0360,Bike,2024-11-08,"ORD-003293,ORD-011183",150.89,287.69,652.7,380.6,2,2,31.07 L,DRV-0055,3,31.07
RTE-02155,VEH-0211,Bike,2025-07-01,"ORD-008573,ORD-014114,ORD-001767,ORD-003400,ORD-006732,ORD-013171,ORD-002611,ORD-014413",286.87,424.33,699.6,661.7,8,8,2.41 L,DRV-0487,13,2.41
RTE-02156,VEH-0566,Van,2025-05-09,"ORD-014940,ORD-006993,ORD-005981,ORD-008769",242.98,164.14,690.1,28.3,4,4,43.99,DRV-0014,12,43.99
RTE-02157,VEH-0192,Bike,2025-03-26,"ORD-001655,ORD-006875,ORD-002988,ORD-007287",212.66,253.87,648.7,501.4,4,4,49.78,DRV-0374,6,49.78
RTE-02158,VEH-0610,Truck,2024-08-28,"ORD-000214,ORD-000938,ORD-012842",264.46,408.32,117.4,193.8,3,3,10.6 L,DRV-0712,6,10.6
RTE-02159,VEH-0286,Bike,2024-02-20,"ORD-012293,ORD-008465,ORD-002997,ORD-001823,ORD-000300,ORD-003381,ORD-009518,ORD-009618,ORD-002659",243.59,231.4,175.8,371.1,9,9,16.94,DRV-0815,9,16.94
RTE-02160,VEH-0079,Drone,2024-04-12,"ORD-013723,ORD-014105,ORD-003914,ORD-001979",159.25,104.93,566.0,572.3,4,3,57.96 L,,14,57.96
RTE-02161,VEH-0369,Bike,2025-02-23,"ORD-010029,ORD-008733,ORD-006172",259.61,231.09,369.3,531.0,3,3,8.73 L,DRV-0095,8,8.73
RTE-02162,VEH-0204,Bike,2024-03-27,"ORD-002317,ORD-004052,ORD-003713",315.45,291.7,249.7,741.3,3,3,6.72 L,DRV-0185,4,6.72
RTE-02163,VEH-0679,Truck,2024-09-11,"ORD-004928,ORD-001543,ORD-012491,ORD-014332,ORD-010539,ORD-001276",399.89,288.54,470.5,30.4,6,6,23.1 L,DRV-0470,13,23.1
RTE-02164,VEH-0106,Drone,2024-05-06,"ORD-003318,ORD-000678,ORD-008137",85.71,123.87,542.8,36.6,3,3,10.91 L,,10,10.91
RTE-02165,VEH-0602,Truck,2024-08-16,"ORD-009519,ORD-000006,ORD-007918,ORD-007224,ORD-004174,ORD-007141,ORD-005234",251.53,257.2,497.1,657.6,7,5,37.07 L,DRV-0659,4,37.07
RTE-02166,VEH-0470,Van,2024-12-24,"ORD-012460,ORD-000435,ORD-004937,ORD-005255,ORD-014714,ORD-003997",349.05,,235.9,208.8,6,6,2197.0 Wh,DRV-0393,14,2197.0
RTE-02167,VEH-0037,Drone,2024-02-26,"ORD-003455,ORD-003285,ORD-012820,ORD-012412,ORD-000266,ORD-013737,ORD-009257",36.09,250.22,693.9,156.7,7,7,21.04,,6,21.04
RTE-02168,VEH-0356,Bike,2024-03-11,"ORD-006127,ORD-001795,ORD-012495",301.61,,663.6,685.8,3,3,58.77,DRV-0036,0,58.77
RTE-02169,VEH-0695,Truck,2024-03-05,"ORD-002598,ORD-009936,ORD-006096",130.13,186.71,543.8,276.8,3,3,1756.0 Wh,DRV-0888,14,1756.0
RTE-02170,VEH-0068,Drone,2024-04-15,"ORD-007061,ORD-013423",298.96,77.01,436.0,511.8,2,2,6.37 L,,6,6.37
RTE-02171,VEH-0503,Van,2024-01-24,"ORD-013625,ORD-014076,ORD-012400,ORD-010636,ORD-000923",287.21,72.57,325.0,592.7,5,5,12.73,DRV-0138,8,12.73
