flight_id,drone_id,flight_timestamp,flight_duration_min,cumulative_flight_hours,battery_cycles,battery_start_pct,battery_end_pct,battery_health_pct,motor_temp_c,vibration_rms,payload_kg,max_altitude_m,wind_speed_kmph,gps_signal_quality,rotor_rpm_avg,error_codes,route_deviation_m,maintenance_required
FLT-0007667,VEH-0026,2024-05-01 15:21:00,11.3,710.15,1491,100.0,60.3,52.5,77.5,2.076,4.73,39.4,33.5,Good,5940.0,,26.7,0
FLT-0015644,VEH-0051,2024-03-24 23:43:00,26.0,183.93,386,91.4,2.0,82.4,,2.748,4.05,126.9,22.7,Poor,6096.0,E-BATT,23.5,0
FLT-0030315,VEH-0102,2024-11-01 03:59:47,13.4,370.13,777,96.1,64.9,75.2,59.2,1.149,1.82,58.2,32.3,Poor,5713.0,,3.7,0
FLT-0016671,VEH-0055,2024-05-23 19:02:51,23.2,501.64,1053,100.0,3.4,60.0,95.8,3.407,5.07,151.0,36.1,Fair,5694.0,E-THERM;E-BATT,22.9,0
FLT-0012601,VEH-0042,2024-05-30 12:03:03,4.1,409.47,859,96.6,82.5,64.9,90.5,3.394,3.21,43.1,39.5,Poor,6205.0,E-THERM,6.4,0
FLT-0012550,VEH-0042,2024-04-23 11:37:29,16.7,390.19,819,98.3,46.6,67.0,81.5,3.447,2.6,68.4,19.0,Good,5493.0,,16.8,0
FLT-0023418,VEH-0079,2024-03-01 12:02:50,13.0,656.12,1377,100.0,65.4,51.3,70.8,2.984,1.74,133.6,6.1,Fair,6787.0,,0.2,0
FLT-0041213,VEH-0138,2024-06-05 20:30:42,11.6,323.55,679,100.0,69.3,77.3,,2.017,2.52,133.7,4.4,Good,5860.0,,21.7,0
FLT-0016399,VEH-0054,2024-05-23 16:43:00,34.5,167.13,350,94.7,2.0,82.5,79.5,3.285,3.79,59.5,1.7,Good,6489.0,E-BATT,21.8,0
FLT-0010657,VEH-0035,2024-08-14 01:42:32,34.7,527.21,1107,94.1,6.6,60.3,72.3,2.823,1.54,33.2,19.2,Good,5793.0,E-BATT,24.8,0
FLT-0027266,VEH-0092,2024-01-05 23:57:22,11.3,113.29,237,96.6,,87.9,76.0,2.908,5.37,37.8,17.3,Good,6680.0,,13.5,0
FLT-0009947,VEH-0033,2024-05-05 08:08:25,25.2,129.41,271,89.2,2.0,85.6,88.1,2.904,5.08,118.8,36.9,Good,6373.0,E-THERM;E-BATT,22.7,0
FLT-0028057,VEH-0094,2024-07-14 19:16:00,13.1,950.1,1995,100.0,74.7,40.0,,2.001,0.44,146.3,5.1,Good,5469.0,,24.2,0
FLT-0030666,VEH-0102,2024-02-09 23:45:15,35.1,497.83,1045,95.6,24.7,61.3,72.3,2.599,0.23,31.5,23.8,Fair,5012.0,,7.7,0
FLT-0017520,VEH-0058,2024-07-03 03:18:00,17.5,337.13,707,95.6,34.7,74.3,68.5,2.834,4.27,119.7,10.5,Good,5797.0,,27.0,0
FLT-0032315,VEH-0108,2024-05-24 00:06:00,12.6,519.89,1091,93.2,67.3,63.9,64.1,1.656,0.81,89.4,21.5,Good,5354.0,,29.0,0
FLT-0001667,VEH-0006,2024-06-21 03:42:51,16.6,721.62,1515,91.7,40.7,49.8,75.3,,3.17,93.6,28.2,Good,6620.0,,9.4,0
FLT-0024755,VEH-0082,2024-06-14 12:34:09,26.9,919.41,1930,99.5,5.9,40.0,95.2,3.353,3.57,111.4,40.9,Good,6631.0,E-THERM;E-BATT;E-GPS,28.8,1
FLT-0025686,VEH-0086,2024-03-28 15:22:09,24.9,702.98,1476,93.2,15.6,47.2,89.8,3.355,2.63,31.3,27.2,Good,6327.0,E-THERM,18.7,0
FLT-0007709,VEH-0026,2024-05-31 22:37:08,26.3,726.95,1526,92.1,36.1,50.7,66.7,2.236,0.97,86.2,15.7,Poor,6179.0,,31.4,0
FLT-0022646,VEH-0076,2024-09-05 14:21:21,11.9,748.07,1570,94.4,53.2,47.9,76.0,2.98,4.11,46.1,13.9,Fair,6341.0,,22.8,0
FLT-0035319,VEH-0118,2024-03-11 23:01:00,37.1,806.06,1692,100.0,5.7,45.3,71.8,2.096,1.98,155.2,41.8,Good,5941.0,E-BATT,21.4,0
FLT-0002465,VEH-0009,2024-04-27 14:48:00,32.5,581.41,1220,95.5,2.0,54.8,81.9,3.139,,72.7,7.7,Good,6224.0,E-BATT,2.9,0
FLT-0010859,VEH-0036,2024-02-06 00:51:38,28.3,266.1,558,97.0,2.0,78.0,84.0,3.198,5.76,131.5,30.9,Good,,E-BATT,23.7,0
FLT-0035560,VEH-0119,2024-02-29 20:01:57,20.9,131.49,276,97.5,18.2,88.4,71.0,2.319,5.36,117.6,19.8,Poor,6599.0,,21.2,0
FLT-0024355,VEH-0081,2024-06-15 00:00:00,27.9,407.09,854,99.9,18.4,64.8,79.9,2.893,2.02,76.6,3.9,Good,6296.0,,26.8,0
FLT-0003977,VEH-0014,2024-05-31 01:36:45,33.7,701.49,1473,93.6,2.0,49.8,70.9,2.905,3.55,55.1,6.4,Good,6974.0,E-BATT,27.7,0
FLT-0006570,VEH-0023,2024-05-21 21:51:51,28.9,859.04,1803,92.1,2.0,42.8,76.3,2.688,5.1,53.1,23.3,Good,6068.0,E-BATT,12.6,0
FLT-0014781,VEH-0048,2024-09-07 01:35:22,17.6,921.02,1934,94.6,23.4,40.0,98.4,3.946,4.32,50.0,34.5,Good,7054.0,E-THERM;E-VIB,11.3,1
FLT-0040689,VEH-0136,2024-05-24 17:18:11,35.7,255.94,537,97.4,2.0,81.2,61.6,,2.77,85.2,12.3,Good,6130.0,E-BATT,14.4,0
FLT-0037758,VEH-0127,2024-02-14 00:00:00,19.5,449.03,942,88.7,14.8,65.1,79.0,2.893,4.56,30.9,4.1,Good,5607.0,,15.1,0
FLT-0026183,VEH-0088,2024-05-05 18:58:17,19.8,397.84,835,99.0,55.0,73.0,62.5,1.193,1.45,96.3,22.5,Poor,6037.0,,32.6,0
FLT-0039781,VEH-0133,2024-01-06 04:28:18,36.4,646.54,1357,91.8,2.0,52.8,87.1,2.86,4.87,122.7,32.9,Poor,6495.0,E-BATT,37.7,0
FLT-0024883,VEH-0083,2024-07-03 01:28:08,32.3,260.17,546,90.2,2.0,79.0,72.6,2.911,5.26,95.1,16.4,Fair,6022.0,E-BATT,41.6,0
FLT-0027704,VEH-0093,2024-06-26 01:21:46,4.9,263.42,553,96.0,82.4,75.2,81.6,2.839,1.88,129.8,16.4,Good,5562.0,,23.1,0
FLT-0016205,VEH-0053,2024-07-30 19:04:16,18.7,206.42,433,90.5,44.7,81.5,68.9,1.992,1.5,127.1,28.8,Fair,5646.0,E-GPS,8.3,0
FLT-0002810,VEH-0010,2024-07-22 19:41:09,22.1,322.07,676,97.6,26.6,72.7,75.1,3.109,3.12,35.9,1.3,Good,5880.0,,27.1,0
FLT-0039160,VEH-0131,2024-03-07 19:27:12,22.6,931.03,1955,98.0,,40.0,80.6,2.815,4.75,125.3,22.9,Poor,5852.0,E-BATT,4.0,0
FLT-0025103,VEH-0084,2024-04-02 11:08:00,19.0,447.33,939,95.6,25.1,67.1,79.1,2.363,4.81,49.6,14.2,Good,6221.0,E-GPS,12.3,0
FLT-0027280,VEH-0092,2024-10-05 17:54:00,5.9,116.83,245,98.6,,87.4,76.5,2.281,5.47,56.5,24.3,Poor,5453.0,,2.2,0
FLT-0020869,VEH-0070,2024-04-09 07:36:00,12.1,443.65,931,100.0,57.3,64.1,90.0,2.981,3.67,156.0,40.0,Good,6282.0,E-THERM,26.5,0
FLT-0016145,VEH-0053,2024-06-18 17:12:55,34.1,187.34,393,93.8,22.5,83.8,71.0,1.756,0.75,125.8,35.3,Good,6064.0,E-GPS,0.8,0
FLT-0034205,VEH-0114,2024-05-14 00:00:00,10.2,721.6,1515,93.2,61.6,45.2,,3.379,2.47,106.5,38.1,Poor,7044.0,E-THERM,10.0,1
FLT-0020932,VEH-0070,2024-05-23 17:10:00,35.8,465.43,977,99.5,2.0,61.7,86.1,3.4,3.22,132.9,12.6,Good,5371.0,E-BATT,4.1,0
FLT-0023316,VEH-0078,2024-04-07 17:23:39,37.9,295.85,621,99.9,,72.0,79.5,,1.59,112.4,23.5,Good,5701.0,E-BATT,15.6,0
FLT-0037810,VEH-0127,2024-03-20 13:00:18,31.1,468.03,982,100.0,2.0,63.0,85.0,2.985,5.38,60.9,5.8,Fair,6259.0,E-BATT,40.4,0
FLT-0030504,VEH-0102,2024-05-23 06:10:49,27.3,440.77,925,100.0,35.5,67.7,68.9,2.232,1.42,30.4,30.2,Good,6637.0,,20.1,0
FLT-0018594,VEH-0063,2024-03-08 10:15:00,22.8,494.21,1037,98.6,22.7,63.3,78.4,2.724,3.65,110.4,21.2,Good,5962.0,,13.1,0
FLT-0029348,VEH-0098,2024-08-19 04:19:41,35.4,667.31,1401,91.5,2.6,49.9,82.1,2.663,1.29,102.9,30.6,Poor,6404.0,E-BATT,29.7,0
FLT-0017277,VEH-0057,2024-06-16 08:36:00,14.4,114.46,240,93.7,42.1,89.5,75.9,2.504,4.81,78.9,39.2,Good,6123.0,,7.7,0
FLT-0002317,VEH-0008,2024-08-28 01:15:40,26.6,547.0,1148,98.6,,59.6,73.6,2.924,2.68,68.7,2.6,Poor,5998.0,,36.0,0
FLT-0014530,VEH-0047,2024-05-30 11:00:40,26.8,175.25,368,94.3,2.0,80.1,91.2,3.816,5.23,95.2,41.8,Good,6275.0,E-THERM;E-VIB;E-BATT;E-GPS,16.6,0
FLT-0016330,VEH-0054,2024-03-04 16:39:34,28.3,141.71,297,100.0,2.0,85.1,84.3,3.218,5.11,141.1,37.5,Good,6485.0,E-BATT,15.8,0
FLT-0012960,VEH-0043,2024-03-25 01:48:00,12.9,577.88,1213,100.0,73.9,59.8,70.5,1.341,0.67,50.3,24.9,Fair,6373.0,,23.6,0
FLT-0021870,VEH-0074,2024-01-29 01:46:32,29.4,120.07,252,93.5,2.0,86.8,71.9,2.822,,154.3,29.8,Poor,6320.0,E-BATT,30.6,0
FLT-0027774,VEH-0093,2024-08-15 01:01:20,26.0,286.42,601,96.8,3.9,72.7,89.5,3.534,3.54,36.0,7.7,Poor,5507.0,E-THERM;E-BATT,16.2,0
FLT-0009236,VEH-0031,2024-03-30 16:41:51,29.6,521.05,1094,100.0,15.6,57.1,84.6,3.106,1.79,153.6,17.1,Poor,6024.0,,5.5,0
FLT-0011231,VEH-0038,2024-01-29 21:04:51,12.6,502.19,1054,100.0,50.6,61.7,85.9,,4.88,44.9,12.9,Good,6653.0,,10.4,0
FLT-0009067,VEH-0030,2024-07-24 10:41:14,12.6,652.11,1369,100.0,69.3,47.7,81.0,3.598,,143.2,26.4,Good,6180.0,,8.4,0
FLT-0038725,VEH-0130,2024-04-16 08:18:40,26.4,149.17,313,96.7,40.3,83.7,82.7,2.539,0.55,116.1,39.9,Good,6358.0,,14.1,0
FLT-0025389,VEH-0085,2024-02-24 10:02:33,5.2,183.35,385,100.0,89.1,81.3,76.8,,0.41,92.5,0.9,Poor,6515.0,,26.8,0
FLT-0023151,VEH-0078,2024-03-11 08:35:00,13.3,239.02,501,89.8,44.9,78.3,80.3,2.834,3.57,64.6,21.5,Fair,6007.0,,26.8,0
FLT-0022804,VEH-0077,2024-02-25 05:36:01,36.2,839.63,1763,96.3,17.4,40.1,80.7,2.474,0.64,150.7,31.7,Good,6468.0,,4.5,0
FLT-0019574,VEH-0066,2024-05-06 12:35:53,14.0,791.6,1662,91.5,54.1,46.9,,1.708,2.43,138.8,40.3,Good,6603.0,,22.5,0
FLT-0031768,VEH-0106,2024-06-25 08:16:57,6.6,373.76,784,100.0,78.3,67.3,88.2,3.404,2.93,130.0,22.9,Poor,6629.0,E-THERM,3.4,0
FLT-0041032,VEH-0137,2024-07-21 06:34:16,10.9,593.63,1246,98.7,74.8,58.2,66.6,,1.02,95.5,22.0,Good,6011.0,,3.9,0
FLT-0002940,VEH-0011,2024-04-07 22:58:00,6.0,414.92,871,95.6,76.3,71.2,68.7,1.971,3.99,123.2,16.3,Fair,5628.0,,4.6,0
FLT-0029427,VEH-0099,2024-03-22 13:52:06,,723.26,1518,99.7,2.0,47.9,89.3,2.909,5.07,114.7,15.9,Good,6173.0,E-THERM;E-BATT,26.3,0
FLT-0038959,VEH-0131,2024-02-14 16:25:33,20.7,856.56,1798,96.5,39.5,43.1,62.9,1.805,2.7,43.2,10.4,Good,5715.0,,12.2,0
FLT-0014034,VEH-0046,2024-04-25 01:36:49,9.2,141.06,296,97.6,67.7,85.0,73.7,2.375,3.37,91.2,16.4,Good,6780.0,,5.8,0
FLT-0001141,VEH-0004,2024-11-09 04:53:44,6.1,226.9,476,100.0,74.3,77.4,92.2,3.535,5.2,124.8,39.5,Fair,6264.0,E-THERM,19.7,0
FLT-0037248,VEH-0125,2024-09-04 16:27:46,6.1,502.9,1056,93.3,76.5,65.3,74.1,1.796,2.7,154.5,37.3,Good,6058.0,,0.0,0
FLT-0004179,VEH-0015,2024-05-03 05:58:59,,637.8,1339,90.5,43.3,58.3,60.6,1.632,3.32,93.5,9.3,Poor,6762.0,,12.6,0
FLT-0002286,VEH-0008,2024-05-08 04:59:34,35.8,537.73,1129,96.9,2.0,60.6,71.5,2.222,4.16,156.0,8.0,Poor,5781.0,E-BATT,13.9,0
FLT-0003622,VEH-0013,2024-01-19 18:03:32,26.1,494.77,1039,97.3,42.3,67.0,57.5,1.266,1.16,75.2,37.2,Good,6312.0,,10.0,0
FLT-0015531,VEH-0051,2024-10-01 04:20:35,32.5,145.35,305,94.9,2.0,86.6,84.9,2.507,5.46,53.6,40.8,Fair,6096.0,E-BATT,15.0,0
FLT-0017730,VEH-0059,2024-05-26 10:33:51,29.5,906.86,1904,90.5,20.2,40.0,65.9,2.064,1.67,43.1,10.5,Poor,6212.0,,7.2,0
FLT-0008993,VEH-0030,2024-06-03 07:28:00,20.2,627.25,1317,91.4,37.6,50.5,84.5,3.572,1.39,84.1,33.1,Good,6509.0,,20.2,0
FLT-0018300,VEH-0062,2024-08-03 23:19:59,19.8,99.89,209,92.1,40.3,86.2,81.1,2.794,1.61,158.1,27.7,Good,6206.0,,0.8,0
FLT-0026207,VEH-0088,2024-05-23 14:08:00,8.1,407.55,855,95.4,66.4,72.0,74.6,2.053,5.03,30.7,11.7,Poor,6260.0,,21.2,0
FLT-0003043,VEH-0011,2024-06-16 08:33:14,19.3,450.87,946,92.9,,67.2,72.2,2.608,1.74,101.8,18.1,Poor,6458.0,,25.6,0
FLT-0000616,VEH-0003,2024-05-19 10:32:43,36.7,392.85,824,100.0,,67.0,81.7,2.525,0.74,55.1,29.9,Fair,6597.0,,40.0,0
FLT-0016988,VEH-0056,2024-05-08 14:18:10,5.8,614.64,1290,92.1,67.7,53.4,87.2,3.329,5.26,34.9,18.9,Good,6409.0,,6.9,0
FLT-0000959,VEH-0004,2024-05-05 13:41:00,7.3,163.45,343,92.7,69.3,84.4,73.4,2.55,3.41,43.8,20.1,Good,6728.0,,26.7,0
FLT-0038628,VEH-0130,2024-11-02 13:05:19,15.4,114.85,241,86.5,55.3,87.5,73.9,2.205,0.48,39.5,36.0,Good,6346.0,,0.9,0
FLT-0005104,VEH-0018,2024-04-04 20:41:00,17.6,512.99,1077,93.2,31.6,59.4,84.4,3.156,3.55,39.1,3.2,Fair,6342.0,,20.4,0
FLT-0031317,VEH-0105,2024-06-02 18:34:27,31.9,523.25,1098,85.1,22.7,65.0,58.8,1.204,0.72,155.5,31.2,Good,5658.0,,4.4,0
FLT-0008834,VEH-0029,2024-09-21 02:06:05,32.9,995.9,2091,96.1,2.0,40.0,92.6,4.138,1.56,30.8,7.2,Poor,5850.0,E-THERM;E-VIB;E-BATT;E-GPS,20.5,1
FLT-0021345,VEH-0072,2024-03-21 14:27:45,10.2,283.83,596,98.2,71.8,74.8,80.2,2.688,1.57,118.5,31.0,Good,6039.0,E-GPS,8.4,0
FLT-0009585,VEH-0032,,31.9,474.84,997,92.3,6.1,68.1,64.3,1.526,2.75,141.0,27.3,Good,5267.0,E-BATT,20.3,0
FLT-0016591,VEH-0055,2024-03-04 14:31:35,9.8,474.38,996,100.0,59.4,63.1,88.1,2.652,5.35,103.5,36.5,Good,5522.0,E-THERM,38.7,0
FLT-0008985,VEH-0030,2024-05-29 00:00:00,21.6,624.99,1312,94.3,11.1,50.8,92.7,3.9,4.06,82.0,15.9,Poor,6013.0,E-THERM;E-VIB;E-BATT,12.7,1
FLT-0008494,VEH-0028,2024-09-25 21:58:08,6.9,897.06,1883,95.6,74.3,40.0,75.6,3.096,2.59,106.7,1.9,Poor,6226.0,,54.6,0
FLT-0024867,VEH-0083,2024-02-25 23:40:31,23.7,254.37,534,100.0,35.0,79.6,66.9,2.432,2.41,49.8,10.0,Fair,5567.0,,6.8,0
FLT-0026250,VEH-0088,2024-06-20 22:31:57,36.7,423.03,888,98.5,19.2,70.3,63.3,1.762,,74.3,27.8,Good,6206.0,,16.2,0
FLT-0019814,VEH-0067,2024-03-31 13:15:24,13.8,106.81,224,98.0,,89.7,70.0,2.445,3.66,53.5,28.6,Fair,6637.0,,21.9,0
FLT-0010246,VEH-0034,2024-05-17 05:24:06,32.4,316.27,664,95.7,2.0,70.7,81.3,3.527,2.25,122.4,14.8,Good,6364.0,E-BATT,39.0,0
FLT-0038634,VEH-0130,2024-02-14 12:57:00,33.1,116.7,245,100.0,2.0,87.3,77.1,2.88,,38.2,19.1,Good,6404.0,E-BATT,9.9,0
FLT-0015875,VEH-0052,,12.6,798.34,1676,96.7,48.4,42.8,84.6,3.059,4.62,77.8,23.6,Good,6082.0,,23.8,0
FLT-0039008,VEH-0131,,15.4,874.92,1837,91.4,50.3,41.1,61.9,2.108,2.33,46.8,11.2,Fair,7098.0,,19.8,0
FLT-0012707,VEH-0042,2024-10-08 01:25:01,29.4,448.26,941,95.6,19.1,60.6,95.2,3.55,1.1,116.2,36.4,Fair,7071.0,E-THERM,29.6,1
FLT-0008636,VEH-0029,2024-05-05 19:01:59,26.9,925.09,1942,92.9,2.0,40.0,88.9,3.756,3.51,78.1,18.4,Poor,5814.0,E-THERM;E-VIB;E-BATT,15.4,1
FLT-0041225,VEH-0138,2024-05-15 21:25:00,16.6,326.96,686,100.0,58.9,76.9,65.9,1.512,2.05,101.8,20.9,Fair,6234.0,,25.1,0
FLT-0004982,VEH-0017,2024-10-27 06:17:40,21.2,351.21,737,100.0,44.8,66.3,97.6,3.908,1.05,139.0,40.5,Poor,5691.0,E-THERM;E-VIB,21.9,1
FLT-0012920,VEH-0043,2024-02-29 08:11:00,26.4,565.48,1187,96.7,37.5,61.3,68.2,1.38,1.32,153.7,25.1,Good,,,8.1,0
FLT-0016798,VEH-0055,2024-08-19 11:33:47,9.0,545.05,1144,99.3,64.2,55.2,86.3,4.325,4.05,145.8,18.9,Good,6605.0,E-VIB,21.3,1
FLT-0020503,VEH-0069,,24.9,712.86,1497,98.0,29.0,46.9,81.7,3.341,,133.6,20.8,Fair,5868.0,,32.2,0
FLT-0019148,VEH-0064,2024-08-01 00:00:00,23.6,954.54,2004,90.7,2.0,40.0,79.4,2.559,5.29,91.6,31.2,Good,6032.0,E-BATT;E-GPS,26.3,0
FLT-0004337,VEH-0015,2024-06-22 13:33:42,4.9,695.04,1459,92.7,73.9,52.1,75.2,2.642,5.28,41.1,24.4,Good,6559.0,,25.4,0
FLT-0009623,VEH-0032,2024-05-13 21:51:48,15.6,485.49,1019,94.7,59.2,66.8,58.0,1.257,1.49,82.4,18.4,Fair,6397.0,,10.8,0
FLT-0040158,VEH-0134,2024-07-17 15:57:18,4.2,699.28,1468,100.0,91.4,52.2,69.5,1.836,,48.4,2.0,Good,6299.0,E-GPS,10.2,0
FLT-0040851,VEH-0137,2024-03-13 13:49:00,23.2,531.75,1116,97.6,30.7,65.1,58.5,1.741,3.35,60.4,24.1,Good,6327.0,,3.7,0
FLT-0002418,VEH-0009,2024-03-30 19:34:00,28.2,565.29,1187,95.5,2.0,56.5,80.0,3.572,4.65,51.5,11.2,Poor,5218.0,E-BATT,31.1,0
FLT-0009991,VEH-0033,2024-03-06 02:36:20,11.8,143.85,302,88.7,46.3,84.0,86.3,3.055,4.02,115.6,41.2,Good,5948.0,,5.4,0
FLT-0002394,VEH-0009,2024-11-03 01:54:07,11.0,556.83,1169,100.0,65.5,57.4,88.0,2.739,2.84,137.4,36.0,Good,6779.0,E-THERM,23.3,0
FLT-0033065,VEH-0110,2024-08-17 22:51:00,25.0,604.24,1268,91.2,4.8,56.9,70.0,2.819,4.08,118.0,5.6,Good,6245.0,E-BATT,9.2,0
FLT-0033043,VEH-0110,2024-03-08 07:34:07,21.6,595.71,1250,98.9,,57.8,73.3,2.21,4.57,59.5,5.1,Fair,5644.0,,30.8,0
FLT-0025420,VEH-0085,2024-03-14 23:41:32,22.2,194.51,408,94.9,17.6,80.1,75.8,3.061,3.62,55.4,1.8,Good,5276.0,,15.1,0
FLT-0016938,VEH-0056,2024-06-04 09:50:00,33.1,598.24,1256,92.1,2.0,55.2,78.0,2.975,3.83,65.8,12.9,Good,6213.0,E-BATT,37.4,0
FLT-0004010,VEH-0014,2024-06-24 13:54:26,8.0,710.77,1492,100.0,71.4,48.7,82.5,2.988,4.07,156.3,34.1,Good,6436.0,,3.6,0
FLT-0027851,VEH-0094,2024-02-22 22:50:02,28.6,877.06,1841,90.1,2.0,44.2,63.1,1.621,5.7,134.2,5.8,Good,5237.0,E-BATT,10.9,0
FLT-0008371,VEH-0028,2024-02-07 00:32:07,36.8,853.43,1792,93.9,2.0,40.0,79.4,2.853,2.86,134.1,10.1,Poor,6430.0,E-BATT,4.6,0
FLT-0038618,VEH-0130,,34.9,110.88,232,100.0,11.2,87.9,70.6,2.021,1.8,86.9,13.8,Good,5730.0,E-BATT,27.4,0
FLT-0017266,VEH-0057,2024-10-06 02:30:43,16.6,110.59,232,92.6,42.5,90.0,65.9,1.869,3.37,63.0,11.5,Good,6277.0,,14.1,0
FLT-0005308,VEH-0018,2024-08-19 07:25:49,31.2,585.51,1229,94.2,2.0,51.3,99.2,4.485,4.69,122.0,1.1,Poor,6358.0,E-THERM;E-VIB;E-BATT,12.3,1
FLT-0008471,VEH-0028,2024-08-09 00:06:43,15.7,889.09,1867,93.2,,40.0,83.9,3.549,4.75,39.8,18.2,Good,6263.0,,11.0,0
FLT-0010279,VEH-0034,2024-10-06 10:36:18,13.8,327.47,687,99.5,66.6,69.5,83.7,2.88,0.76,84.6,22.7,Good,6775.0,,19.4,0
FLT-0027434,VEH-0092,2024-08-23 00:00:00,27.8,166.03,348,100.0,10.5,82.0,71.9,3.254,3.03,106.7,16.7,Fair,,E-BATT,26.1,0
FLT-0004707,VEH-0017,2024-04-23 00:20:38,32.0,256.44,538,94.1,22.2,76.6,74.3,2.747,0.78,63.6,1.7,Fair,6615.0,,20.2,0
FLT-0037146,VEH-0125,2024-01-24 19:55:00,21.4,466.6,979,97.6,,69.3,,1.505,5.02,125.0,6.8,Good,6388.0,,19.9,0
FLT-0022757,VEH-0077,2024-01-26 21:46:57,18.3,822.91,1728,94.5,57.8,41.9,76.9,2.385,0.31,141.7,40.1,Good,6535.0,,15.1,0
FLT-0024649,VEH-0082,2024-04-04 16:25:27,23.8,881.77,1851,89.7,2.0,40.0,81.2,2.823,5.61,157.4,8.6,Good,7097.0,E-BATT,18.2,0
FLT-0031977,VEH-0107,2024-04-27 02:47:30,27.6,251.03,527,92.2,33.0,80.6,63.7,1.977,1.0,56.7,27.9,Fair,6821.0,,36.0,0
FLT-0016765,VEH-0055,2024-07-26 13:13:32,37.8,533.78,1120,100.0,2.0,56.4,88.5,3.409,3.92,120.1,16.5,Good,6253.0,E-THERM;E-BATT,13.7,0
FLT-0026842,VEH-0090,2024-06-23 10:38:00,22.6,931.17,1955,100.0,32.9,40.0,88.5,2.846,2.36,141.3,28.6,Good,6481.0,E-THERM,27.6,1
FLT-0035680,VEH-0119,2024-05-23 07:11:00,17.2,174.29,366,94.5,42.9,83.7,69.4,2.544,2.89,40.3,4.7,Good,6175.0,E-GPS,14.5,0
FLT-0030647,VEH-0102,2024-08-24 03:06:16,8.4,491.88,1032,95.8,74.9,62.0,76.8,2.419,1.39,30.1,16.1,Good,6174.0,,12.0,0
FLT-0021044,VEH-0070,2024-10-08 08:22:37,30.8,503.43,1057,87.7,2.0,57.6,86.5,2.933,2.04,108.3,0.2,Poor,6324.0,E-BATT,20.3,0
FLT-0014339,VEH-0047,2024-01-18 16:32:00,24.0,110.15,231,91.4,9.2,87.3,79.5,2.893,3.86,114.2,19.7,Good,6549.0,E-BATT,4.4,0
FLT-0003742,VEH-0013,2024-08-04 13:41:42,24.6,537.85,1129,100.0,44.0,62.4,71.7,1.701,1.33,52.7,34.5,Poor,6726.0,,12.6,0
FLT-0000479,VEH-0002,2024-05-06 09:24:09,31.4,283.65,595,100.0,2.0,76.7,81.2,3.037,5.03,73.6,33.2,Fair,5773.0,E-BATT,6.2,0
FLT-0021525,VEH-0072,2024-07-17 00:00:00,8.9,344.93,724,94.4,71.8,68.1,87.6,3.479,1.07,111.3,38.0,Fair,6821.0,,9.6,0
FLT-0035949,VEH-0120,2024-05-13 05:27:00,17.1,933.8,1960,96.6,39.5,40.0,83.1,3.458,3.08,53.0,5.4,Good,5706.0,,24.1,1
FLT-0006161,VEH-0021,2024-06-25 17:50:07,33.2,462.49,971,100.0,2.0,59.8,90.3,3.738,1.94,158.3,24.0,Poor,5431.0,E-THERM;E-VIB;E-BATT,29.8,0
FLT-0005005,VEH-0018,2024-01-28 01:36:57,32.2,478.17,1004,94.4,2.0,63.2,87.9,3.408,5.42,125.2,26.0,Fair,5850.0,E-BATT,12.7,0
FLT-0016092,VEH-0053,2024-12-05 23:31:06,29.2,168.58,354,96.5,2.0,85.8,77.4,2.46,5.76,111.0,4.9,Fair,5526.0,E-BATT,26.8,0
FLT-0024629,VEH-0082,2024-03-24 07:49:12,29.4,874.78,1837,94.1,12.1,40.0,,2.572,2.28,47.0,11.4,Good,6061.0,,24.2,0
FLT-0007433,VEH-0025,2024-08-13 12:18:13,23.5,807.01,1694,99.6,20.6,44.0,76.1,2.899,3.83,103.9,26.0,Good,6904.0,,34.2,0
FLT-0018633,VEH-0063,2024-04-04 02:04:49,35.0,506.91,1064,98.5,2.0,61.9,78.7,,5.64,86.1,6.5,Good,6442.0,E-BATT,10.0,0
FLT-0027038,VEH-0091,2024-03-06 18:33:18,36.7,889.95,1868,96.2,2.0,40.5,66.1,2.182,3.3,138.8,12.3,Good,5550.0,E-BATT;E-GPS,22.8,0
FLT-0003839,VEH-0014,2024-03-01 15:15:00,33.6,651.53,1368,93.5,6.2,55.2,63.6,2.085,2.14,101.2,11.3,Fair,,E-BATT,2.3,0
FLT-0039575,VEH-0132,2024-03-08 07:41:05,8.9,684.47,1437,95.1,66.8,45.0,85.7,3.79,2.27,133.6,10.5,Good,6120.0,E-VIB,34.0,1
FLT-0009515,VEH-0032,2024-03-02 20:53:00,31.1,450.04,945,95.1,3.1,70.7,65.6,,3.66,71.2,22.3,Fair,6425.0,E-BATT,24.0,0
FLT-0001333,VEH-0005,2024-04-26 13:09:14,16.3,789.2,1657,100.0,,40.8,74.9,3.627,1.06,127.8,6.5,Poor,5458.0,E-VIB,25.6,0
FLT-0037120,VEH-0125,2024-05-01 08:44:37,6.5,458.17,962,95.7,76.9,70.1,64.1,1.576,3.45,74.1,35.1,Poor,6386.0,,11.9,0
FLT-0016729,VEH-0055,2024-03-07 12:56:50,32.4,521.83,1095,95.5,7.2,57.8,84.5,3.129,1.61,74.4,13.6,Good,6372.0,E-BATT,19.4,0
FLT-0027114,VEH-0091,2024-07-27 13:55:24,22.7,914.3,1920,96.1,46.8,40.0,72.4,1.98,0.92,44.8,40.3,Good,5916.0,,2.1,0
