Date,City Name,temp,Temp Unit,humidity_%,Precipitation (mm),wind_speed_kmph,Visibility_KM,condition,storm_alert
23-06-2024,Gurugram,27.6,C,79,71.4,10.0,5.4,Rain,yes
2024-06-24,Gurugram,24.1,C,55,1.5,2.4,10.3,Clear,N
25-06-2024,Gurugram,30.0,C,49,1.7,25.4,5.8,Clear,N
26-06-2024,Gurugram,30.7,,37,68.6,26.1,10.2,Rain,Y
27-06-2024,Gurugram,24.1,C,98,100.5,41.3,6.2,Rain,Y
28-06-2024,Gurugram,21.8,,52,1.9,18.7,4.7,Cloudy,N
2024-06-29,Gurugram,69.1,F,96,2.0,34.3,4.1,Cloudy,N
30-06-2024,Gurugram,19.0,C,43,33.2,27.9,10.1,Rain,
2024-07-01,Gurugram,23.3,,73,0.1,40.4,3.0,Fog,N
02-07-2024,Gurugram,21.4,C,97,0.1,29.6,9.9,Clear,N
03-07-2024,Gurugram,21.1,C,30,1.4,24.2,4.8,Clear,N
2024-07-04,Gurugram,67.3,F,31,0.1,3.1,10.6,Sunny,N
2024-07-05,Gurugram,25.2,C,30,0.1,23.6,4.4,Cloudy,N
06-07-2024,Gurugram,20.5,C,73,0.1,unknown,4.6,Clear,N
07-07-2024,Gurugram,83.4,F,39,17.5,17.8,9.7,Rain,N
08-07-2024,Gurugram,22.3,C,66,1.2,43.5,1.0,Fog,N
09-07-2024,Gurugram,78.4,,28,0.5,5.8,8.3,Clear,N
10-07-2024,Gurugram,28.5,C,31,0.4,20.9,7.6,Cloudy,N
2024-07-11,Gurugram,21.9,C,95,0.7,39.9,7.0,Clear,N
12-07-2024,Gurugram,19.3,C,45,18.5,19.8,10.5,Thunderstorm,no
2024-07-13,Gurugram,21.5,C,46,47.4,30.0,4.7,Rain,N
14-07-2024,Gurugram,21.0,C,49,1.1,  ,5.6,Clear,N
15-07-2024,Gurugram,23.4,C,52,1.8,19.2,10.9,Cloudy,N
2024-07-16,Gurugram,21.5,C,68,46.9,2.1,6.1,rain,Y
17-07-2024,Gurugram,26.0,C,42,1.9,21.5,7.6,Cloudy,N
2024-07-18,Gurugram,23.5,C,58,1.6,23.1,8.8,Clear,N
2024-07-19,Gurugram,23.0,C,96,80.3,28.4,11.8,Thunderstorm,no
20-07-2024,Gurugram,13.5,C,46,27.2,6.7,7.2,Rain,
2024-07-21,Gurugram,17.9,C,76,1.8,12.2,1.4,Fog,N
22-07-2024,Gurugram,19.8,C,29,0.6,34.2,9.4,Cloudy,N
2024-07-24,Gurugram,66.7,F,44,0.2,19.7,10.7,Sunny,N
25-07-2024,Gurugram,13.2,C,null,0.8,9.2,5.6,Cloudy,N
26-07-2024,Gurugram,22.2,C,53,1.2,24.2,5.6,Sunny,N
27-07-2024,Gurugram,20.7,C,32,1.3,31.5,11.4,Clear,N
29-07-2024,Gurugram,22.6,,41,1.7,44.0,7.7,Cloudy,N
2024-07-30,Gurugram,19.1,,97,23.9,45.0,11.9,Rain,yes
31-07-2024,Gurugram,21.8,C,74,0.2,25.0,11.3,Clear,N
2024-08-01,Gurugram,64.7,F,30,0.1,20.5,2.2,Fog,N
02-08-2024,Gurugram,20.7,C,28,0.0,43.1,11.4,CLEAR,N
03-08-2024,Gurugram,12.1,C,91,0.8,33.3,10.9,Clear,N
2024-08-04,Gurugram,16.6,,82,29.8,13.0,4.9,Rain,
05-08-2024,Gurugram,20.1,C,49,0.6,29.2,11.4,Cloudy,N
2024-08-06,Gurugram,17.3,C,33,91.0,13.8,9.6,Rain,N
07-08-2024,Gurugram,65.5,F,49,0.6,4.7,7.0,Clear,N
2024-08-08,Gurugram,20.7,,68,0.5,34.4,4.3,Sunny,N
2024-08-09,Gurugram,22.6,,  ,1.7,41.4,5.5,Cloudy,N
10-08-2024,Gurugram,18.3,,66,0.7,10.1,11.5,Clear,N
11-08-2024,Gurugram,17.6,C,82,107.5,10.0,5.7,Heavy Rain,yes
12-08-2024,Gurugram,19.2,C,95,1.1,20.1,11.9,Cloudy,N
13-08-2024,Gurugram,18.8,,28,37.1,7.0,6.0,Thunderstorm,N
2024-08-14,Gurugram,25.5,C,33,1.6,34.4,6.3,Clear,N
15-08-2024,Gurugram,18.6,C,35,0.7,31.3,11.9,CLEAR,N
16-08-2024,Gurugram,18.7,C,64,1.6,18.9,7.2,Sunny,N
17-08-2024,Gurugram,24.1,C,55,0.6,23.9,6.9,Clear,N
2024-08-18,Gurugram,15.2,C,40,0.0,26.5,8.1,Clear,N
19-08-2024,Gurugram,11.5,C,86,0.8,38.3,10.6,Sunny,N
2024-08-20,Gurugram,19.5,C,98,0.9,34.5,0.4,Fog,N
2024-08-21,Gurugram,16.8,C,44,0.4,38.7,11.2,Sunny,N
22-08-2024,Gurugram,71.9,F,55,1.2,33.4,5.7,Cloudy,N
2024-08-23,Gurugram,19.2,C,91,0.5,43.0,9.2,Sunny,N
24-08-2024,Gurugram,17.9,C,41,1.9,21.6,11.9,Clear,N
2024-08-25,Gurugram,15.3,,94,83.3,32.4,10.2,Rain,N
2024-08-26,Gurugram,14.4,C,85,29.9,43.2,5.0,Heavy Rain,no
27-08-2024,Gurugram,19.3,C,89,0.1,28.5,9.5,Sunny,N
2024-08-28,Gurugram,64.8,F,89,0.3,29.4,6.7,Clear,N
2024-08-29,Gurugram,13.1,C,91,83.4,27.8,8.6,Heavy Rain,N
2024-08-30,Gurugram,19.0,,42,1.0,NA,4.7,Cloudy,N
31-08-2024,Gurugram,21.8,C,38,56.8,8.6,7.9,Heavy Rain,no
01-09-2024,Gurugram,17.9,C,72,38.2,42.0,8.9,Thunderstorm,N
02-09-2024,Gurugram,15.7,,66,36.8,22.6,6.5,rain,no
03-09-2024,Gurugram,9.9,C,41,38.2,7.3,8.8,Rain,N
04-09-2024,Gurugram,15.6,C,89,0.2,32.8,9.4,Sunny,N
05-09-2024,Gurugram,16.0,C,33,76.3,38.3,5.1,Rain,Y
2024-09-06,Gurugram,18.5,C,67,0.3,44.1,6.2,Clear,N
07-09-2024,Gurugram,17.4,,69,1.2,37.4,8.6,Sunny,N
08-09-2024,Gurugram,12.9,C,46,1.4,26.8,9.3,Clear,N
2024-09-09,Gurugram,17.9,C,36,1.8,28.4,4.2,Cloudy,N
10-09-2024,Gurugram,20.5,C,33,0.9,5.4,8.6,Clear,N
11-09-2024,Gurugram,74.1,F,98,0.9,4.0,4.3,Clear,N
12-09-2024,Gurugram,15.8,C,78,1.2,4.3,4.1,Cloudy,N
13-09-2024,Gurugram,14.1,,86,1.6,4.1,5.4,Cloudy,N
2024-09-14,Gurugram,12.1,C,34,0.4,37.5,8.2,Clear,N
2024-09-15,Gurugram,14.2,C,66,1.9,26.3,11.2,Clear,N
16-09-2024,Gurugram,14.0,C,93,1.2,24.2,7.6,Clear,N
17-09-2024,Gurugram,12.4,C,61,12.0,8.4,4.3,Thunderstorm,N
2024-09-18,Gurugram,21.2,,56,1.7,36.7,7.0,Cloudy,N
19-09-2024,Gurugram,11.6,,77,0.7,14.2,8.0,Clear,N
20-09-2024,Gurugram,10.7,C,41,0.2,31.1,10.6,Cloudy,N
2024-09-21,Gurugram,17.2,,45,115.1,37.3,4.4,Rain,
2024-09-22,Gurugram,20.7,C,94,50.4,6.3,5.3,Rain,N
23-09-2024,Gurugram,4.0,C,40,1.6,19.9,4.5,Clear,N
24-09-2024,Gurugram,18.5,C,55,1.2,14.8,4.3,clear,N
25-09-2024,Gurugram,15.6,C,57,0.2,17.4,5.9,Cloudy,N
26-09-2024,Gurugram,20.7,C,83,0.4,36.0,9.9,Cloudy,N
2024-09-27,Gurugram,13.5,C,94,1.0,31.7,9.7,Clear,N
2024-09-28,Gurugram,12.9,C,94,1.2,14.2,7.1,clear,N
2024-09-29,Gurugram,19.5,C,67,100.9,44.6,8.9,Rain,yes
30-09-2024,Gurugram,19.9,C,40,0.6,31.9,10.9,Clear,N
2024-10-01,Gurugram,16.3,C,43,78.0,40.6,6.5,rain,N
2024-10-02,Gurugram,17.8,C,45,0.5,7.4,11.4,Clear,N
03-10-2024,Gurugram,null,C,30,1.9,4.7,11.2,Clear,N
04-10-2024,Gurugram,-,F,62,0.6,10.7,9.1,Cloudy,N
2024-10-05,Gurugram,19.2,,40,1.0,38.2,11.0,Clear,N
06-10-2024,Gurugram,16.9,,49,86.4,40.9,8.3,Rain,
2024-10-07,Gurugram,59.2,F,83,0.3,34.0,6.6,Cloudy,N
08-10-2024,Gurugram,16.7,C,35,1.1,32.7,1.5,Fog,N
09-10-2024,Gurugram,17.9,C,79,89.7,5.5,11.1,Heavy Rain,N
2024-10-10,Gurugram,11.7,,86,1.3,23.3,1.4,Fog,N
2024-10-11,Gurugram,13.4,,78,0.0,33.5,5.9,Clear,N
2024-10-12,Gurugram,17.1,,40,82.1,18.9,7.7,Rain,
13-10-2024,Gurugram,12.4,C,83,1.5,17.1,6.9,Clear,N
2024-10-14,Gurugram,15.9,,65,1.6,16.4,7.9,clear,N
15-10-2024,Gurugram,11.9,C,93,51.6,2.1,5.0,rain,N
2024-10-18,Gurugram,17.0,C,73,0.4,38.7,6.8,Clear,N
19-10-2024,Gurugram,15.6,C,85,1.2,19.3,9.0,CLEAR,N
2024-10-20,Gurugram,62.3,,69,1.0,9.6,8.1,Clear,N
21-10-2024,Gurugram,14.6,C,68,47.4,5.8,4.3,Heavy Rain,N
22-10-2024,Gurugram,15.4,C,51,0.9,13.4,4.8,Cloudy,N
2024-10-23,Gurugram,25.7,C,76,9.8,4.1,8.7,Heavy Rain,
24-10-2024,Gurugram,16.1,,73,93.3,17.0,11.5,Thunderstorm,yes
25-10-2024,Gurugram,19.9,C,87,0.5,18.5,5.5,Clear,N
26-10-2024,Gurugram,18.9,C,40,0.4,31.4,5.9,Sunny,N
2024-10-27,Gurugram,16.7,,60,0.3,31.4,10.8,Sunny,N
2024-10-28,Gurugram,13.3,C,37,0.4,26.1,11.4,Sunny,N
2024-10-29,Gurugram,14.0,,82,16.7,18.4,8.5,Heavy Rain,N
30-10-2024,Gurugram,16.6,C,93,0.4,9.0,5.4,Cloudy,N
2024-10-31,Gurugram,18.6,C,65,44.5,40.4,7.3,Heavy Rain,N
2024-11-01,Gurugram,18.2,,85,0.7,44.7,7.8,Cloudy,N
02-11-2024,Gurugram,72.0,F,79,0.6,29.3,8.4,Cloudy,N
03-11-2024,Gurugram,63.9,F,53,0.7,17.1,6.9,Clear,N
2024-11-04,Gurugram,54.1,F,92,0.9,34.1,8.4,clear,N
05-11-2024,Gurugram,13.1,C,47,108.2,43.8,5.8,Rain,no
2024-11-06,Gurugram,13.1,C,96,79.1,10.3,11.9,Rain,yes
07-11-2024,Gurugram,19.2,C,73,8.4,25.2,7.4,Rain,N
2024-11-08,Gurugram,17.7,C,67,70.9,38.0,10.3,Heavy Rain,no
09-11-2024,Gurugram,15.6,,38,0.0,7.2,6.9,Clear,N
10-11-2024,Gurugram,62.5,F,94,35.1,29.3,4.8,Thunderstorm,no
11-11-2024,Gurugram,24.9,C,53,1.5,3.4,9.7,Clear,N
12-11-2024,Gurugram,62.6,,null,0.6,13.8,5.1,Clear,N
13-11-2024,Gurugram,19.8,,66,0.5,31.9,10.7,Cloudy,N
2024-11-14,Gurugram,16.5,,null,1.9,22.8,5.7,Cloudy,N
15-11-2024,Gurugram,17.8,C,33,0.5,39.8,4.3,clear,N
16-11-2024,Gurugram,18.4,C,54,28.4,39.7,8.2,Rain,N
2024-11-17,Gurugram,18.9,C,90,0.0,38.1,11.6,Sunny,N
2024-11-18,Gurugram,25.7,C,91,0.1,14.8,9.4,Clear,N
19-11-2024,Gurugram,20.0,C,80,0.2,2.4,6.0,CLEAR,N
2024-11-20,Gurugram,77.1,,88,1.8,21.7,9.2,Clear,N
21-11-2024,Gurugram,20.2,,50,1.2,24.6,11.7,Cloudy,N
2024-11-22,Gurugram,19.9,,28,1.2,30.5,7.0,Cloudy,N
23-11-2024,Gurugram,17.1,,56,0.6,20.3,9.0,Clear,N
24-11-2024,Gurugram,14.7,C,37,1.6,2.7,1.3,Fog,N
25-11-2024,Gurugram,22.0,C,82,1.5,34.5,5.3,Cloudy,N
26-11-2024,Gurugram,11.2,,29,0.5,17.1,0.4,Fog,N
27-11-2024,Gurugram,22.8,C,54,0.9,24.9,2.1,Fog,N
28-11-2024,Gurugram,20.1,C,97,0.8,9.0,9.8,Cloudy,N
2024-11-29,Gurugram,22.0,,67,0.8,42.0,9.8,Clear,N
30-11-2024,Gurugram,22.5,C,66,1.0,27.1,11.3,clear,N
01-12-2024,Gurugram,19.6,C,60,1.4,40.5,4.7,Clear,N
2024-12-02,Gurugram,  ,C,64,47.8,2.0,10.2,Thunderstorm,
04-12-2024,Gurugram,23.7,C,75,1.4,7.3,8.9,Sunny,N
05-12-2024,Gurugram,19.3,,31,108.3,39.4,9.8,Rain,N
2024-12-06,Gurugram,21.6,C,87,0.9,32.6,10.1,Clear,N
2024-12-07,Gurugram,15.2,C,41,0.1,42.7,8.6,Cloudy,N
08-12-2024,Gurugram,16.0,C,74,0.9,37.6,10.8,Cloudy,N
2024-12-09,Gurugram,20.7,,32,0.3,34.2,5.5,Clear,N
10-12-2024,Gurugram,22.6,C,65,1.0,32.8,9.1,Cloudy,N
11-12-2024,Gurugram,16.7,C,32,1.5,2.0,7.9,Cloudy,N
2024-12-12,Gurugram,71.7,,28,1.3,11.0,11.1,Clear,N
2024-12-13,Gurugram,24.8,C,45,109.8,26.0,10.8,Rain,
14-12-2024,Gurugram,20.7,C,80,110.9,44.7,4.5,Rain,Y
2024-12-15,Gurugram,23.6,C,72,1.4,17.7,6.0,CLEAR,N
2024-12-16,Gurugram,26.8,C,51,0.1,27.0,8.1,Cloudy,N
2024-12-17,Gurugram,17.0,C,42,0.5,37.3,9.3,Cloudy,N
18-12-2024,Gurugram,21.6,C,65,74.9,22.9,9.4,Rain,N
2024-12-19,Gurugram,23.4,C,69,0.8,34.9,4.3,Sunny,N
2024-12-20,Gurugram,24.4,C,56,0.1,39.8,10.6,Clear,N
2024-12-21,Gurugram,18.5,C,57,0.3,24.8,11.7,Clear,N
2024-12-22,Gurugram,25.1,C,51,93.6,37.2,5.6,Rain,N
23-12-2024,Gurugram,20.6,C,54,0.8,13.8,7.6,Clear,N
2024-12-24,Gurugram,24.9,,79,0.2,39.2,5.2,CLEAR,N
2024-12-25,Gurugram,24.1,C,49,1.6,5.5,10.1,Cloudy,N
26-12-2024,Gurugram,18.3,C,50,105.9,28.5,6.7,Heavy Rain,yes
27-12-2024,Gurugram,23.2,C,84,80.3,11.2,11.0,Thunderstorm,yes
2024-12-28,Gurugram,25.1,C,74,42.8,8.8,8.2,Rain,N
2024-12-29,Gurugram,23.6,C,70,54.7,25.5,11.9,rain,Y
30-12-2024,Gurugram,28.8,C,28,0.0,43.8,4.4,Clear,N
31-12-2024,Gurugram,26.4,C,60,1.6,5.5,6.7,Clear,N
01-01-2025,Gurugram,22.5,,72,0.6,43.0,4.2,Cloudy,N
02-01-2025,Gurugram,23.0,C,30,0.8,6.1,7.9,Cloudy,N
2025-01-03,Gurugram,22.3,C,40,2.0,8.0,2.1,Fog,N
04-01-2025,Gurugram,27.5,,78,0.3,43.1,4.3,Clear,N
05-01-2025,Gurugram,22.0,C,96,1.4,38.2,4.7,Cloudy,N
2025-01-06,Gurugram,76.0,F,72,11.0,7.4,11.4,Rain,N
2025-01-07,Gurugram,24.1,C,28,0.1,3.5,11.4,Clear,N
08-01-2025,Gurugram,27.3,,52,2.0,42.9,2.8,Fog,N
2025-01-09,Gurugram,30.1,C,91,1.8,NA,11.2,Clear,N
10-01-2025,Gurugram,23.0,,91,0.9,44.1,4.1,Clear,N
2025-01-11,Gurugram,22.1,,47,1.4,34.5,10.9,Sunny,N
12-01-2025,Gurugram,25.8,C,78,11.9,28.6,11.1,Thunderstorm,N
13-01-2025,Gurugram,26.4,,58,0.9,27.9,5.6,Cloudy,N
14-01-2025,Gurugram,27.5,C,,0.2,17.0,6.8,CLEAR,N
2025-01-15,Gurugram,85.2,F,43,0.9,27.5,4.8,Clear,N
2025-01-16,Gurugram,25.7,C,53,75.5,7.3,5.2,Rain,no
2025-01-17,Gurugram,25.2,C,75,0.0,40.4,9.1,Clear,N
2025-01-18,Gurugram,29.4,C,35,0.4,28.2,5.2,Sunny,N
2025-01-19,Gurugram,28.8,C,31,89.5,13.2,9.2,Rain,no
2025-01-20,Gurugram,72.7,F,49,72.8,28.3,4.3,Rain,N
2025-01-21,Gurugram,87.3,,83,68.7,12.6,5.2,Heavy Rain,
2025-01-22,Gurugram,  ,C,57,99.1,43.1,10.7,Rain,
23-01-2025,Gurugram,29.8,,46,64.1,40.4,8.1,Heavy Rain,N
2025-01-24,Gurugram,81.8,F,65,29.5,25.5,6.2,Rain,N
25-01-2025,Gurugram,25.8,C,74,1.4,14.3,11.9,Cloudy,N
2025-01-26,Gurugram,26.3,C,-,0.3,10.7,4.2,Sunny,N
2025-01-27,Gurugram,30.0,,45,1.0,13.7,10.9,Sunny,N
28-01-2025,Gurugram,26.7,C,83,1.1,41.6,9.8,Clear,N
29-01-2025,Gurugram,26.0,C,39,0.1,37.1,10.0,Clear,N
30-01-2025,Gurugram,30.7,C,38,40.7,24.3,5.4,Rain,N
2025-01-31,Gurugram,30.4,C,73,1.2,39.1,9.0,clear,N
2025-02-01,Gurugram,93.2,F,77,32.9,15.8,6.8,Thunderstorm,N
02-02-2025,Gurugram,23.6,C,48,66.9,18.3,5.6,Thunderstorm,yes
03-02-2025,Gurugram,84.5,F,81,25.5,5.9,11.2,Rain,N
2025-02-04,Gurugram,77.5,F,60,0.5,29.7,6.1,Clear,N
2025-02-05,Gurugram,25.2,C,87,62.3,39.2,7.7,Heavy Rain,yes
06-02-2025,Gurugram,29.4,C,58,0.6,6.2,6.2,Sunny,N
2025-02-07,Gurugram,-,,34,1.7,4.4,7.3,Clear,N
2025-02-08,Gurugram,29.5,,83,0.1,26.6,9.6,Clear,N
09-02-2025,Gurugram,78.0,F,49,0.2,8.9,9.3,Clear,N
10-02-2025,Gurugram,25.9,,67,1.4,44.3,6.4,Sunny,N
11-02-2025,Gurugram,29.9,C,96,51.2,21.4,6.6,Thunderstorm,yes
12-02-2025,Gurugram,87.9,F,69,26.1,42.4,7.9,Rain,
2025-02-13,Gurugram,28.8,C,50,94.2,12.5,9.1,Rain,yes
14-02-2025,Gurugram,83.1,F,72,75.4,32.3,9.3,Rain,N
2025-02-15,Gurugram,33.0,C,50,115.7,34.4,10.2,Rain,Y
16-02-2025,Gurugram,33.3,,82,98.7,15.3,8.9,Thunderstorm,
2025-02-17,Gurugram,98.9,F,55,1.2,2.8,0.5,Fog,N
18-02-2025,Gurugram,29.0,C,85,1.8,23.6,10.6,Clear,N
19-02-2025,Gurugram,88.0,F,32,96.1,7.7,7.3,rain,N
20-02-2025,Gurugram,28.9,C,33,0.3,18.5,6.0,Clear,N
21-02-2025,Gurugram,30.5,C,74,1.6,40.0,7.1,clear,N
2025-02-22,Gurugram,29.4,C,80,1.6,12.3,7.2,Cloudy,N
23-02-2025,Gurugram,90.2,F,51,1.8,17.7,6.4,Clear,N
24-02-2025,Gurugram,26.9,C,61,78.7,37.1,4.4,Rain,Y
25-02-2025,Gurugram,31.1,C,58,0.1,2.4,10.4,Clear,N
2025-02-26,Gurugram,25.0,,-,1.7,8.7,10.2,Clear,N
27-02-2025,Gurugram,28.9,C,37,1.4,22.0,8.6,Clear,N
28-02-2025,Gurugram,32.0,C,97,1.7,42.5,7.2,Sunny,N
01-03-2025,Gurugram,27.0,C,28,71.0,20.8,11.2,Thunderstorm,N
2025-03-02,Gurugram,98.1,F,81,36.7,13.2,10.4,Thunderstorm,Y
03-03-2025,Gurugram,29.7,C,66,1.3,19.2,5.0,Cloudy,N
2025-03-04,Gurugram,34.2,,43,1.6,19.9,8.0,Cloudy,N
2025-03-05,Gurugram,29.2,,58,1.3,2.2,11.9,Cloudy,N
06-03-2025,Gurugram,30.2,C,71,86.7,26.5,8.4,Rain,N
07-03-2025,Gurugram,32.5,C,60,24.3,15.8,7.3,Rain,N
2025-03-08,Gurugram,26.4,,73,0.9,26.9,6.1,clear,N
2025-03-09,Gurugram,37.8,C,45,59.3,37.9,10.1,Thunderstorm,yes
2025-03-10,Gurugram,28.6,C,90,1.2,25.6,1.1,Fog,N
2025-03-11,Gurugram,29.7,C,73,1.2,11.1,4.4,Clear,N
2025-03-12,Gurugram,82.9,,73,68.6,17.6,10.9,rain,N
2025-03-13,Gurugram,30.2,,76,1.4,15.6,8.6,Cloudy,N
2025-03-14,Gurugram,34.3,,68,94.1,16.3,5.3,Rain,no
15-03-2025,Gurugram,28.5,C,49,1.2,27.5,9.1,Clear,N
17-03-2025,Gurugram,88.7,,N/A,68.3,3.1,5.6,Rain,N
2025-03-18,Gurugram,33.7,C,44,1.1,22.6,11.7,clear,N
19-03-2025,Gurugram,82.6,F,41,81.8,21.5,8.4,Rain,N
2025-03-20,Gurugram,30.9,C,60,100.3,39.8,11.4,Thunderstorm,N
2025-03-21,Gurugram,33.7,,62,0.2,14.5,9.6,Sunny,N
22-03-2025,Gurugram,32.4,,30,0.5,13.6,4.5,Clear,N
23-03-2025,Gurugram,28.6,C,34,0.5,37.1,10.3,Clear,N
2025-03-24,Gurugram,37.8,C,61,0.6,26.5,7.5,CLEAR,N
25-03-2025,Gurugram,28.5,C,88,119.6,28.2,5.3,Rain,N
26-03-2025,Gurugram,33.3,C,58,0.2,36.5,10.3,Cloudy,N
2025-03-27,Gurugram,90.4,F,77,0.4,42.0,6.2,Cloudy,N
2025-03-28,Gurugram,32.5,C,83,1.4,12.3,8.7,Cloudy,N
2025-03-29,Gurugram,28.8,C,56,0.7,44.4,9.3,Clear,N
2025-03-30,Gurugram,33.7,,53,1.1,9.6,5.3,Clear,N
31-03-2025,Gurugram,37.4,C,43,1.6,42.5,8.4,Clear,N
01-04-2025,Gurugram,33.9,C,34,44.8,18.1,6.9,Heavy Rain,
2025-04-02,Gurugram,31.2,C,43,0.7,14.7,5.9,Cloudy,N
03-04-2025,Gurugram,36.7,,47,53.2,unknown,9.4,Rain,no
04-04-2025,Gurugram,34.1,C,90,64.6,14.6,5.3,Rain,yes
05-04-2025,Gurugram,36.4,,75,0.2,14.9,12.0,Cloudy,N
2025-04-06,Gurugram,25.2,C,31,116.7,19.5,6.6,Rain,N
2025-04-07,Gurugram,36.0,,61,1.6,5.3,11.8,Cloudy,N
08-04-2025,Gurugram,36.0,C,84,32.6,35.3,4.9,rain,
09-04-2025,Gurugram,31.7,C,73,95.8,12.6,8.0,rain,N
2025-04-10,Gurugram,30.6,C,63,1.7,21.6,7.6,Sunny,N
2025-04-11,Gurugram,-,,52,49.7,40.8,5.3,Rain,N
2025-04-12,Gurugram,34.5,,76,0.5,3.1,5.5,Clear,N
13-04-2025,Gurugram,93.1,F,78,51.2,18.4,5.6,Rain,Y
2025-04-14,Gurugram,30.4,C,59,19.7,31.0,6.3,Rain,N
2025-04-15,Gurugram,32.9,,35,1.2,16.0,4.1,Clear,N
2025-04-16,Gurugram,76.2,F,82,1.6,8.8,6.9,Clear,N
2025-04-17,Gurugram,33.1,C,39,0.0,21.1,5.4,CLEAR,N
18-04-2025,Gurugram,27.0,C,38,36.5,13.0,8.4,Rain,no
2025-04-19,Gurugram,32.6,C,76,39.1,16.3,10.1,Heavy Rain,N
2025-04-20,Gurugram,24.8,C,45,0.5,37.3,11.2,clear,N
2025-04-21,Gurugram,81.7,F,39,1.9,7.9,7.7,CLEAR,N
22-04-2025,Gurugram,84.5,,49,1.4,33.1,7.4,CLEAR,N
2025-04-23,Gurugram,32.0,C,55,79.1,30.8,11.9,rain,
2025-04-24,Gurugram,33.0,,45,1.3,24.1,8.1,CLEAR,N
25-04-2025,Gurugram,32.7,C,35,0.3,8.4,8.9,Clear,N
26-04-2025,Gurugram,28.7,C,86,78.2,35.1,9.6,rain,yes
2025-04-27,Gurugram,28.5,C,89,105.5,26.1,11.0,Rain,yes
28-04-2025,Gurugram,32.8,C,86,68.5,37.6,9.5,Rain,Y
29-04-2025,Gurugram,35.1,C,40,61.3,39.3,11.9,Rain,N
2025-04-30,Gurugram,31.7,C,88,0.6,41.0,8.5,Sunny,N
01-05-2025,Gurugram,35.0,,35,0.3,3.8,5.2,Clear,N
02-05-2025,Gurugram,29.5,C,83,0.3,36.8,10.2,Clear,N
2025-05-03,Gurugram,30.5,,73,0.3,29.9,11.7,CLEAR,N
04-05-2025,Gurugram,29.6,C,32,0.9,4.2,7.1,Cloudy,N
05-05-2025,Gurugram,82.9,,74,0.5,2.1,7.5,Sunny,N
06-05-2025,Gurugram,95.5,F,59,1.9,25.8,11.5,Clear,N
2025-05-07,Gurugram,30.5,,37,0.1,26.9,11.7,Clear,N
2025-05-08,Gurugram,35.9,,71,0.3,35.4,10.9,CLEAR,N
2025-05-10,Gurugram,88.3,,94,94.8,18.9,7.8,Thunderstorm,N
2025-05-11,Gurugram,28.1,C,60,1.4,8.1,5.7,Sunny,N
12-05-2025,Gurugram,27.3,C,86,0.3,23.6,8.2,Clear,N
13-05-2025,Gurugram,20.2,C,28,47.3,36.5,10.7,Thunderstorm,Y
14-05-2025,Gurugram,33.9,C,95,1.0,18.9,11.0,clear,N
2025-05-15,Gurugram,31.3,,78,1.2,36.3,11.3,Cloudy,N
16-05-2025,Gurugram,32.1,C,49,69.8,6.3,7.4,Thunderstorm,
17-05-2025,Gurugram,27.6,C,70,109.4,null,4.2,rain,Y
18-05-2025,Gurugram,24.0,C,58,0.1,26.0,6.2,Sunny,N
2025-05-19,Gurugram,84.1,F,55,0.9,30.0,9.4,Cloudy,N
20-05-2025,Gurugram,28.8,C,76,1.8,29.4,5.3,CLEAR,N
2025-05-21,Gurugram,30.0,,N/A,7.7,22.3,8.9,Rain,
22-05-2025,Gurugram,29.3,,95,2.0,21.3,10.2,Clear,N
23-05-2025,Gurugram,29.1,,90,0.3,4.6,10.3,Clear,N
24-05-2025,Gurugram,33.0,C,92,1.4,19.8,4.7,Cloudy,N
25-05-2025,Gurugram,29.3,C,50,115.2,44.9,11.2,Thunderstorm,N
26-05-2025,Gurugram,27.5,C,50,1.4,19.4,2.5,Fog,N
27-05-2025,Gurugram,28.7,C,95,1.6,20.7,10.7,Sunny,N
28-05-2025,Gurugram,30.0,,63,1.5,39.5,10.5,CLEAR,N
29-05-2025,Gurugram,25.0,C,88,0.5,43.0,7.5,Clear,N
2025-05-31,Gurugram,34.5,C,61,1.5,42.1,1.9,Fog,N
01-06-2025,Gurugram,27.0,C,60,1.9,31.8,10.1,clear,N
2025-06-02,Gurugram,30.4,C,91,70.2,41.9,9.3,Rain,N
2025-06-03,Gurugram,32.0,C,56,17.4,12.6,7.9,Rain,N
04-06-2025,Gurugram,24.3,,39,1.3,14.5,11.9,Clear,N
2025-06-06,Gurugram,28.6,C,67,1.9,39.4,2.4,Fog,N
07-06-2025,Gurugram,25.6,C,92,55.8,35.2,4.4,Thunderstorm,Y
2025-06-08,Gurugram,82.1,,81,0.6,3.3,2.6,Fog,N
09-06-2025,Gurugram,85.6,F,51,2.0,40.0,10.5,Clear,N
10-06-2025,Gurugram,26.6,C,47,1.7,35.1,9.1,Sunny,N
11-06-2025,Gurugram,25.1,C,55,1.3,17.6,10.2,Clear,N
2025-06-12,Gurugram,28.5,C,58,1.1,8.1,5.7,Clear,N
2025-06-13,Gurugram,25.8,C,44,52.4,36.8,8.6,Heavy Rain,Y
14-06-2025,Gurugram,26.2,C,71,1.2,4.5,8.5,Clear,N
2025-06-15,Gurugram,86.5,F,69,71.0,32.4,4.6,Heavy Rain,N
16-06-2025,Gurugram,25.9,C,92,0.6,44.1,9.0,Clear,N
17-06-2025,Gurugram,87.6,F,71,32.8,16.6,6.9,Heavy Rain,yes
