vehicle_id,vehicle_type,model_name,capacity_kg,max_range_km,avg_speed_kmph,hub_code,purchase_date,odometer_km,fleet_status,driver_id,battery_capacity_wh,last_service_date,insurance_expiry,ownership
VEH-0323,Bike,Zenith-881,29.8,94.3,28,HUB-DEL,21-05-2020,104049.6,Idle,DRV-0012,,2024-11-18 00:00:00,14-07-2024,Leased
VEH-0324,Bike,Vayu-779,33.2,-56.4,36,HUB-KOL,12-06-2020,220164.2,active,DRV-0396,,21-11-2024,06-12-2024,Leased
VEH-0325,Bike,Zenith-112,13.4,65.6,30,HUB-KOC,2017-12-22 00:00:00,102701.3,Active,DRV-0810,,28-12-2024,22-08-2024,Leased
VEH-0326,Bike,Nexon-616,13.6 kg,96.4,36,HUB-MAD,2019-07-22 00:00:00,NA,ACTIVE,DRV-0301,,27-03-2025,14-09-2024,Owned
VEH-0327,Bike,Meridian-428,19.0,43.8,35,HUB-CHE,2022-05-20 00:00:00,56514.5,under maintenance,DRV-0546,,28-12-2024,19-10-2024,3PL Partner
VEH-0328,Bike,UrbanCraft-105,21.1,59.6,31,HUB-HYD,22/05/2023 00:00,82640.2,Retired,DRV-0807,,05-05-2025,26-10-2025,Leased
VEH-0329,Bike,Zenith-138,31.2 kg,84.3,31,HUB-VIS,29-08-2017,140966.6,Maintenance,DRV-0598,,06-06-2025,12-02-2025,Owned
VEH-0330,Bike,Tamira-862,10.9,81.0,36,HUB-KOC,23/08/2017 00:00,31962.3,Idle,DRV-0312,,17-01-2024,03-10-2024,Owned
VEH-0331,Bike,Aravind-390,16.2,-56.0,36,HUB-MAD,2021-08-04 00:00:00,124722.2,Idle,DRV-0296,,10-07-2024,22-03-2025,Leased
VEH-0332,Bike,Kaveri-892,21.6,108.7,30,HUB-VIS,2019-04-04 00:00:00,210492.5,Active,DRV-0251,,05-03-2024,12-09-2024,Owned
VEH-0333,Bike,Tamira-907,26.8,59.2,33,HUB-VIS,2020-08-27 00:00:00,38517.3,Maintenance,DRV-0084,,17-06-2024,30-11-2025,Leased
VEH-0334,Bike,Kaveri-909,32.3,-77.1,27,HUB-COI,02-12-2019,33350.4,Maintenance,DRV-0834,,25-10-2024,19-05-2025,3PL Partner
VEH-0335,BIKE,Kaveri-970,25.7,97.0,26,HUB-VIS,15/03/2023 00:00,146873.8,Idle,DRV-0591,,2024-02-10 00:00:00,24-10-2023,Leased
VEH-0336,Bike,Zenith-416,15.0 kg,74.8,28,HUB-PUN,29-09-2023,173964.7,active,DRV-0123,,2025-05-01 00:00:00,20-04-2025,Owned
VEH-0337,Bike,Vayu-558,28.9,83.2,27,HUB-COI,01/02/2022 00:00,152133.7,In Service,DRV-0294,,26-06-2024,04-01-2024,Leased
VEH-0338,Bike,Tamira-345,12.2KG,76.5,35,HUB-JAI,03/07/2019 00:00,57444.1,Retired,DRV-0870,,2024-12-15 00:00:00,23-07-2024,Owned
VEH-0339,Bike,UrbanCraft-675,32.8,82.2,33,HUB-PUN,2017-08-30 00:00:00,95891.1,ACTIVE,DRV-0343,,2024-06-17 00:00:00,24-04-2025,Leased
VEH-0340,Bike,Aravind-150,19.1,95.4,38,HUB-CHA,2021-09-18 00:00:00,35770.5,In Service,DRV-0660,,29-04-2025,22-10-2023,3PL Partner
VEH-0341,Bike,Vayu-719,22.4,68.5,32,HUB-BHU,2023-01-19 00:00:00,42245.8,Maintenance,DRV-0823,,26-03-2025,11-08-2024,Leased
VEH-0342,Bike,UrbanCraft-646,28.7 kg,41.9,30,HUB-COI,15/10/2021 00:00,72092.2,Active,DRV-0146,,2024-08-03 00:00:00,09-06-2025,Leased
VEH-0343,Bike,Nexon-444,16.8,92.3,34,HUB-BHU,09-08-2021,117530.5,Idle,DRV-0599,,2025-04-08 00:00:00,24-10-2024,Leased
VEH-0344,Bike,Vayu-467,14.9,58.9,35,HUB-GUR,18-01-2023,196769.9,Active,DRV-0295,,2024-02-02 00:00:00,03-07-2024,Owned
VEH-0345,BIKE,Tamira-747,27.4,72.4,31,HUB-COI,2022-02-12 00:00:00,77564.8,In Service,DRV-0412,,09-01-2025,01-11-2025,Owned
VEH-0346,Bike,Vayu-199,20.2,68.1,33,HUB-LUC,27-01-2020,108522.3,Maintenance,DRV-0700,,2024-09-25 00:00:00,07-09-2024,3PL Partner
VEH-0347,Bike,Aravind-373,16.5 kg,111.6,32,HUB-KOL,2017-08-19 00:00:00,29848.3,Active,DRV-0697,,12-05-2025,15-02-2024,Leased
VEH-0348,Bike,Tamira-755,31.1,59.8,35,HUB-MAD,2020-06-07 00:00:00,69255.9,Active,DRV-0017,,2024-02-29 00:00:00,02-11-2024,Owned
VEH-0349,Bike,Zenith-839,14.9,62.2,37,HUB-MAD,01-01-2018,15639.8,ACTIVE,DRV-0065,,2024-03-27 00:00:00,18-12-2024,Leased
VEH-0350,Bike,Meridian-111,25.2,41.6,27,HUB-BHU,2020-01-24 00:00:00,237190.8,active,DRV-0695,,2025-05-26 00:00:00,11-08-2024,Owned
VEH-0351,Bike,Vayu-551,23.8,95.1,32,HUB-CHE,22/11/2022 00:00,149943.2,In Service,DRV-0864,,2024-05-04 00:00:00,22-01-2025,Owned
VEH-0352,Bike,Vayu-230,28.6 kg,77.0,26,HUB-COI,18/10/2021 00:00,157591.5,In Service,DRV-0523,,24-04-2025,29-09-2024,Leased
VEH-0353,Bike,UrbanCraft-230,11.4,75.0,33,HUB-VIS,01-08-2018,116986.5,ACTIVE,DRV-0497,,2024-08-17 00:00:00,04-11-2024,Leased
VEH-0354,Bike,Tamira-601,13.4,62.8,31,HUB-NAG,09-12-2021,235650.7,under maintenance,DRV-0189,,03-06-2024,12-12-2024,Owned
VEH-0355,Bike,Meridian-583,12.1,64.2,36,HUB-DEL,10-06-2019,6798.9,In Service,DRV-0353,,18-05-2025,15-04-2025,Owned
VEH-0356,Bike,Aravind-172,30.2 kg,72.4,26,HUB-NAG,15-12-2020,145127.8,Retired,DRV-0831,,2025-02-17 00:00:00,07-09-2024,Leased
VEH-0357,Bike,Meridian-236,27.2,90.9,36,HUB-COI,2021-05-13 00:00:00,182663.0,active,DRV-0043,,05-11-2024,04-12-2023,Leased
VEH-0358,Bike,Kaveri-571,33.7 kg,62.2,31,HUB-BHU,2020-12-21 00:00:00,200347.1,ACTIVE,DRV-0481,,2024-12-25 00:00:00,23-10-2025,Owned
VEH-0359,Bike,Meridian-348,12.8,66.2,36,HUB-HYD,08-04-2023,79838.2,Retired,DRV-0814,,22-08-2024,06-02-2024,Owned
VEH-0360,Bike,Zenith-576,19.0KG,49.5,33,HUB-KOC,05/03/2022 00:00,156286.0,Active,DRV-0188,,30-03-2024,12-09-2024,Leased
VEH-0361,Bike,Vayu-829,21.3KG,90.5,29,HUB-MUM,09-09-2020,153754.0,In Service,DRV-0822,,2024-09-19 00:00:00,09-03-2025,Leased
VEH-0362,Bike,UrbanCraft-651,10.0,107.6,29,HUB-NAG,2019-03-25 00:00:00,71396.9,Active,DRV-0458,,04-09-2024,06-05-2025,Leased
VEH-0363,Bike,Aravind-352,16.8 kg,112.4,36,HUB-AHM,2020-06-02 00:00:00,156353.5,under maintenance,DRV-0171,,2024-12-15 00:00:00,29-11-2024,Leased
VEH-0364,Bike,Zenith-388,19.3,112.6,30,HUB-GUW,2023-04-01 00:00:00,144602.9,Maintenance,DRV-0140,,05-02-2025,12-10-2025,3PL Partner
VEH-0365,Bike,Meridian-105,33.9 kg,104.4,31,HUB-NAG,29/09/2023 00:00,137522.9,Active,DRV-0235,,19-05-2025,07-06-2025,Leased
VEH-0366,Bike,Aravind-979,31.6,48.3,38,HUB-BHU,2017-08-02 00:00:00,96191.3,Idle,DRV-0661,,07-03-2025,01-05-2024,3PL Partner
VEH-0367,Bike,Nexon-426,30.3,86.0,30,HUB-MAD,23/03/2020 00:00,129052.9,Idle,DRV-0274,,28-05-2024,15-11-2025,Leased
VEH-0368,bike,Meridian-354,18.7 kg,71.0,32,HUB-KOC,13-07-2022,164560.9,ACTIVE,DRV-0735,,2025-01-31 00:00:00,27-01-2024,Leased
VEH-0369,Bike,Kaveri-166,26.5,94.5,36,HUB-PUN,2022-05-20 00:00:00,29362.7,Active,DRV-0068,,2024-04-29 00:00:00,20-12-2024,Owned
VEH-0370,Bike,Tamira-859,34.0,99.1,37,HUB-MUM,11-06-2023,36920.3,under maintenance,DRV-0755,,31-10-2024,01-10-2024,3PL Partner
VEH-0371,Bike,Aravind-109,14.9,73.5,38,HUB-NAG,2022-09-28 00:00:00,198541.9,In Service,DRV-0345,,2024-12-21 00:00:00,04-12-2024,Owned
VEH-0372,Bike,Aravind-906,12.4,43.0,31,HUB-LUC,27-04-2021,211671.1,ACTIVE,DRV-0485,,2024-06-01 00:00:00,20-10-2023,3PL Partner
VEH-0373,Bike,Meridian-173,31.5,65.9,38,HUB-MAD,14-12-2021,20404.9,Retired,DRV-0127,,2025-05-27 00:00:00,05-07-2025,Leased
VEH-0374,Bike,Aravind-946,16.0,79.5,36,HUB-GUW,2017-07-22 00:00:00,47679.8,Idle,DRV-0876,,25-09-2024,16-04-2025,3PL Partner
VEH-0375,Bike,Tamira-670,10.9,96.4,36,HUB-CHA,08/03/2020 00:00,152534.2,Idle,DRV-0635,,09-03-2025,15-12-2023,Leased
VEH-0376,Bike,Aravind-318,15.2KG,103.4,27,HUB-DEL,11-10-2018,116954.8,Retired,DRV-0122,,2024-02-29 00:00:00,21-01-2025,Leased
VEH-0377,Bike,Meridian-960,32.3,118.3,27,HUB-VIS,2019-02-19 00:00:00,204148.6,Active,DRV-0465,,31-08-2024,23-06-2024,3PL Partner
VEH-0378,Bike,Vayu-678,12.5,68.2,37,HUB-MUM,15-07-2017,132901.8,Active,DRV-0636,,2024-06-04 00:00:00,03-10-2025,3PL Partner
VEH-0379,Bike,Kaveri-436,16.9,91.4,34,HUB-HYD,2019-02-18 00:00:00,39885.5,In Service,DRV-0713,,2024-02-01 00:00:00,15-11-2024,Leased
VEH-0380,Bike,UrbanCraft-312,22.0KG,105.4,32,HUB-BHU,2022-02-23 00:00:00,157609.5,Retired,DRV-0358,,30-08-2024,16-03-2025,Leased
VEH-0381,Bike,Nexon-703,14.2,62.2,27,HUB-LUC,2018-04-03 00:00:00,255991.1,active,DRV-0530,,25-11-2024,17-08-2025,Owned
VEH-0382,Bike,Meridian-701,32.0 kg,96.7,34,HUB-PUN,11/02/2020 00:00,213050.7,In Service,DRV-0695,,19-04-2025,20-06-2024,Leased
VEH-0383,Bike,Vayu-468,11.3,114.9,38,HUB-AHM,2020-04-09 00:00:00,213649.8,ACTIVE,DRV-0327,,19-05-2025,01-02-2025,3PL Partner
VEH-0384,Bike,Kaveri-583,10.6,76.9,35,HUB-DEL,18/10/2019 00:00,121692.5,Idle,DRV-0312,,13-06-2024,20-11-2024,3PL Partner
VEH-0385,Bike,Vayu-237,30.8KG,111.9,38,HUB-DEL,2020-09-24 00:00:00,55014.1,Idle,DRV-0573,,2025-01-29 00:00:00,27-06-2025,3PL Partner
VEH-0386,Bike,Zenith-578,20.2,65.4,34,HUB-BHU,2023-04-22 00:00:00,191048.4,ACTIVE,DRV-0374,,10-07-2024,18-01-2024,3PL Partner
VEH-0387,Bike,Tamira-468,23.6,118.6,33,HUB-PUN,2020-11-02 00:00:00,34380.0,Idle,DRV-0802,,07-09-2024,22-02-2025,Leased
VEH-0388,Bike,UrbanCraft-713,25.2,53.6,27,HUB-CHE,2019-06-23 00:00:00,169531.2,under maintenance,DRV-0243,,2024-08-27 00:00:00,28-01-2025,Owned
VEH-0389,Bike,Tamira-529,23.4,84.2,28,HUB-KOL,25-09-2019,246592.8,Active,DRV-0839,,16-01-2025,08-02-2025,3PL Partner
VEH-0390,Bike,Nexon-774,10.8KG,89.3,28,HUB-LUC,13-06-2018,7589.8,active,DRV-0744,,2025-03-20 00:00:00,12-09-2025,Owned
VEH-0391,Bike,Aravind-440,24.6,64.7,36,HUB-MAD,2023-06-25 00:00:00,143133.7,under maintenance,DRV-0460,,22-02-2025,01-03-2024,3PL Partner
VEH-0392,Bike,Vayu-905,34.3,72.8,36,HUB-COI,2021-12-20 00:00:00,237943.1,ACTIVE,DRV-0709,,2024-10-09 00:00:00,01-02-2025,3PL Partner
VEH-0393,Bike,UrbanCraft-388,33.3,111.6,29,HUB-KOC,06-02-2020,146293.1,Idle,DRV-0841,,17-01-2025,25-08-2024,Leased
VEH-0394,BIKE,Tamira-230,11.0,114.6,38,HUB-BEN,15/05/2020 00:00,23578.7,Maintenance,DRV-0677,,2024-12-27 00:00:00,23-10-2024,Owned
VEH-0395,Bike,Zenith-534,12.7,55.6,28,HUB-NAG,2021-12-28 00:00:00,165252.3,Retired,DRV-0559,,2024-10-29 00:00:00,15-05-2024,Leased
VEH-0396,Bike,Aravind-482,29.4,92.9,37,HUB-CHE,04-05-2020,136206.7,Retired,DRV-0765,,2024-04-15 00:00:00,11-08-2025,Leased
VEH-0397,Bike,Aravind-315,25.3KG,103.5,35,HUB-AHM,2021-05-04 00:00:00,13012.7,Active,DRV-0537,,2025-01-31 00:00:00,06-06-2025,Owned
VEH-0398,Bike,Aravind-798,25.8,69.4,37,HUB-MUM,18-09-2023,26872.9,Retired,DRV-0302,,05-05-2024,14-01-2024,Leased
VEH-0399,Bike,Tamira-229,27.5,81.3,28,HUB-BEN,10/02/2022 00:00,215522.5,In Service,DRV-0820,,16-05-2025,02-05-2025,3PL Partner
VEH-0400,Bike,Kaveri-436,19.4,61.8,26,HUB-VIS,2021-05-17 00:00:00,221574.9,Retired,DRV-0244,,29-02-2024,09-08-2024,3PL Partner
VEH-0401,Van,Kaveri-977,1171.9 kg,268.4,42,HUB-HYD,10-02-2018,233581.4,Retired,DRV-0824,,2024-03-02 00:00:00,27-04-2024,Leased
VEH-0402,Van,Vayu-876,856.3,240.4,49,HUB-MAD,17/05/2021 00:00,35586.3,Idle,DRV-0370,,20-11-2024,21-11-2025,Owned
VEH-0403,Van,UrbanCraft-203,576.5,290.7,50,HUB-GUW,21-08-2017,167568.8,Active,DRV-0740,,2025-03-04 00:00:00,03-12-2023,3PL Partner
VEH-0404,Van,UrbanCraft-568,762.8,-204.5,46,HUB-GUR,2023-05-09 00:00:00,54009.8,Active,DRV-0411,,2025-05-29 00:00:00,27-06-2024,Leased
VEH-0405,Van,Aravind-305,902.5 kg,310.2,44,HUB-COI,2020-12-06 00:00:00,87052.2,active,DRV-0298,,15-05-2025,06-04-2024,3PL Partner
VEH-0406,Van,Zenith-182,916.1,330.8,48,HUB-DEL,12-01-2021,N/A,Idle,DRV-0816,,2025-04-24 00:00:00,10-12-2024,Leased
VEH-0407,Van,UrbanCraft-976,674.0 kg,331.4,49,HUB-JAI,04-01-2022,98233.9,Maintenance,DRV-0130,,2025-06-11 00:00:00,24-02-2024,Leased
VEH-0408,Van,Vayu-489,479.9,176.8,43,HUB-JAI,15/01/2020 00:00,168777.6,Idle,DRV-0294,,2024-06-18 00:00:00,27-09-2024,3PL Partner
VEH-0409,Van,Tamira-774,1003.3,228.6,39,HUB-GUW,19/09/2019 00:00,86405.5,Maintenance,DRV-0777,,29-12-2024,16-10-2024,Owned
VEH-0410,Van,Meridian-613,1005.3,388.7,51,HUB-GUW,09/06/2023 00:00,110071.8,In Service,DRV-0565,,2024-02-15 00:00:00,19-03-2025,Owned
VEH-0411,Van,Tamira-507,944.4,170.2,43,HUB-GUR,2020-08-26 00:00:00,194503.3,active,DRV-0615,,14-07-2024,31-10-2025,Leased
VEH-0412,Van,Vayu-563,609.1,286.4,44,HUB-KOL,2019-11-06 00:00:00,230063.2,active,DRV-0608,,01-11-2024,17-11-2025,3PL Partner
VEH-0413,Van,Aravind-942,994.5KG,304.2,45,HUB-MYS,2022-08-04 00:00:00,238993.1,In Service,DRV-0545,,2024-03-01 00:00:00,03-07-2025,Owned
VEH-0414,Van,UrbanCraft-786,726.3,371.9,47,HUB-GUR,13-01-2018,225197.3,active,DRV-0238,,13-10-2024,26-10-2024,Owned
VEH-0415,Van,Kaveri-489,793.0,345.3,49,HUB-BHU,27-03-2019,87678.8,active,DRV-0024,,13-01-2025,18-01-2024,3PL Partner
VEH-0416,Van,Nexon-311,978.8,212.6,49,HUB-COI,18-09-2023,125245.5,Idle,DRV-0895,,2024-01-13 00:00:00,19-01-2024,Owned
VEH-0417,Van,Vayu-471,668.1KG,236.4,39,HUB-CHA,27-04-2021,117878.6,ACTIVE,DRV-0439,,21-10-2024,03-06-2025,3PL Partner
VEH-0418,Van,Zenith-813,1038.5,329.8,39,HUB-AHM,14-09-2018,214675.6,Retired,DRV-0782,,17-05-2024,16-06-2024,Leased
VEH-0419,Van,Nexon-383,1092.3,258.7,39,HUB-MYS,2021-10-10 00:00:00,48885.1,Maintenance,DRV-0477,,2024-09-18 00:00:00,16-01-2024,Owned
VEH-0420,Van,Zenith-436,410.3,157.1,51,HUB-HYD,30/12/2021 00:00,114495.4,Retired,DRV-0665,,2025-02-19 00:00:00,06-05-2024,Owned
VEH-0421,Van,Meridian-540,600.0,166.8,46,HUB-COI,2018-06-09 00:00:00,129603.1,Idle,DRV-0879,,17-02-2024,29-12-2024,Leased
VEH-0422,van,Meridian-535,1115.1KG,153.7,47,HUB-JAI,20/08/2018 00:00,42476.8,In Service,DRV-0008,,09-05-2025,04-08-2025,Owned
VEH-0423,Van,Meridian-176,687.6,280.2,50,HUB-CHA,15-10-2021,,under maintenance,DRV-0417,,2024-02-15 00:00:00,27-06-2024,Owned
VEH-0424,Van,Kaveri-126,1018.1,157.1,39,HUB-BEN,12/10/2019 00:00,114061.2,In Service,DRV-0088,,05-02-2024,11-08-2025,3PL Partner
VEH-0425,Van,Vayu-899,1048.2 kg,179.7,40,HUB-MAD,2022-06-29 00:00:00,247693.1,Maintenance,DRV-0403,,05-06-2025,08-03-2024,Owned
VEH-0426,Van,Kaveri-423,575.1,299.9,45,HUB-CHA,2020-04-06 00:00:00,111330.6,In Service,DRV-0427,,26-03-2024,23-05-2024,3PL Partner
VEH-0427,Van,Vayu-401,564.2 kg,286.7,43,HUB-MYS,2022-02-09 00:00:00,238617.9,Active,DRV-0794,,14-04-2025,26-03-2024,Leased
VEH-0428,Van,Tamira-635,846.6,231.1,49,HUB-MAD,11-03-2020,139733.8,under maintenance,DRV-0398,,2024-05-28 00:00:00,21-04-2024,3PL Partner
VEH-0429,Van,Zenith-903,969.5,235.5,42,HUB-COI,05/09/2023 00:00,105866.5,ACTIVE,DRV-0568,,2025-01-01 00:00:00,26-01-2025,Leased
VEH-0430,Van,Zenith-733,1171.6,156.1,41,HUB-BEN,08/11/2021 00:00,3203.5,Active,DRV-0038,,2024-01-07 00:00:00,14-10-2025,Owned
VEH-0431,VAN,Vayu-722,926.5,265.4,46,HUB-NAG,28/12/2019 00:00,205728.2,Active,DRV-0400,,20-01-2024,30-03-2024,Leased
VEH-0432,van,Aravind-693,706.4KG,355.9,39,HUB-CHE,2019-04-27 00:00:00,242621.0,ACTIVE,DRV-0253,,2024-11-06 00:00:00,19-08-2024,3PL Partner
VEH-0433,Van,UrbanCraft-659,578.5,390.2,47,HUB-LUC,01-01-2022,243693.0,Idle,DRV-0373,,2025-05-08 00:00:00,26-12-2023,Leased
VEH-0434,Van,Zenith-118,875.4,331.9,46,HUB-MYS,09-11-2021,80352.3,ACTIVE,DRV-0152,,05-10-2024,16-02-2025,Leased
VEH-0435,Van,Nexon-695,965.2,264.8,44,HUB-COI,09-08-2021,237760.8,Maintenance,DRV-0062,,2024-06-29 00:00:00,30-11-2025,Owned
VEH-0436,Van,Kaveri-773,481.3,221.3,47,HUB-GUR,27-11-2019,215804.9,ACTIVE,DRV-0281,,06-01-2024,13-12-2024,3PL Partner
VEH-0437,Van,Vayu-500,732.0KG,271.6,48,HUB-MYS,2017-08-01 00:00:00,193104.5,Idle,DRV-0368,,2025-06-26 00:00:00,22-08-2025,3PL Partner
VEH-0438,Van,UrbanCraft-897,797.7KG,237.0,46,HUB-JAI,05-04-2021,39179.8,Active,DRV-0609,,2025-02-08 00:00:00,01-10-2025,Leased
VEH-0439,Van,Kaveri-595,1044.9,312.1,42,HUB-MAD,31-10-2017,89826.0,active,DRV-0782,,2024-08-08 00:00:00,13-08-2025,Leased
VEH-0440,Van,Nexon-952,738.9,174.1,44,HUB-MYS,18/12/2019 00:00,42760.6,ACTIVE,DRV-0476,,2024-09-21 00:00:00,28-02-2025,Leased
VEH-0441,Van,Zenith-561,1188.9KG,169.8,41,HUB-AHM,2017-06-10 00:00:00,182778.4,Retired,DRV-0085,,15-04-2025,20-06-2025,Owned
VEH-0442,Van,Zenith-244,771.5 kg,295.7,41,HUB-HYD,26/09/2018 00:00,64255.7,Idle,DRV-0609,,2025-05-24 00:00:00,03-06-2025,Leased
VEH-0443,Van,Zenith-450,984.7,303.5,51,HUB-NAG,18/07/2023 00:00,20239.1,ACTIVE,DRV-0055,,17-05-2025,31-12-2023,3PL Partner
VEH-0444,Van,Kaveri-902,1127.0,201.0,51,HUB-GUW,16-10-2021,39512.1,Idle,DRV-0764,,18-03-2025,10-10-2025,Owned
VEH-0445,VAN,Nexon-722,742.4,389.2,49,HUB-VIS,08/12/2022 00:00,53247.2,active,DRV-0398,,04-03-2025,16-04-2025,3PL Partner
VEH-0446,Van,UrbanCraft-413,963.2,355.4,43,HUB-BEN,2021-10-28 00:00:00,105228.1,Idle,DRV-0262,,06-09-2024,25-12-2023,3PL Partner
VEH-0447,Van,Zenith-148,644.9,272.4,51,HUB-CHA,2023-08-18 00:00:00,17908.9,Active,DRV-0619,,22-03-2025,15-04-2025,Leased
VEH-0448,Van,Meridian-543,727.4 kg,314.2,51,HUB-MYS,2020-11-03 00:00:00,69342.0,ACTIVE,DRV-0816,,01-07-2025,12-08-2025,Owned
VEH-0449,Van,Aravind-249,1132.9,203.8,40,HUB-BEN,21/11/2021 00:00,182954.4,under maintenance,DRV-0321,,09-10-2024,26-11-2024,3PL Partner
VEH-0450,Van,Meridian-731,656.3KG,211.8,43,HUB-GUW,2019-11-12 00:00:00,9612.9,Idle,DRV-0437,,08-05-2025,22-03-2025,3PL Partner
VEH-0451,Van,Vayu-721,1003.1,174.5,49,HUB-JAI,16-10-2022,113249.2,Maintenance,DRV-0137,,22-05-2024,17-11-2023,Leased
VEH-0452,Van,Tamira-284,1132.2,304.7,51,HUB-NAG,08/03/2019 00:00,50518.8,Idle,DRV-0498,,10-12-2024,25-02-2024,3PL Partner
VEH-0453,Van,Tamira-828,919.7,341.4,40,HUB-BHU,19/10/2023 00:00,40811.7,Retired,DRV-0845,,2024-12-23 00:00:00,27-04-2024,3PL Partner
VEH-0454,Van,Vayu-980,1170.4,153.1,47,HUB-AHM,2019-04-25 00:00:00,178619.8,Active,DRV-0384,,09-08-2024,04-12-2024,Owned
VEH-0455,Van,Kaveri-431,552.0,337.9,44,HUB-KOL,09/06/2023 00:00,258938.0,ACTIVE,DRV-0724,,2024-03-01 00:00:00,24-03-2024,Owned
VEH-0456,Van,Zenith-465,1151.3 kg,323.0,51,HUB-PUN,12/02/2019 00:00,15168.7,Retired,DRV-0162,,09-06-2025,15-11-2025,3PL Partner
VEH-0457,Van,Kaveri-171,536.2,256.5,45,HUB-HYD,06/02/2021 00:00,74148.0,Retired,DRV-0269,,2024-05-11 00:00:00,03-04-2025,3PL Partner
VEH-0458,Van,Kaveri-569,522.5 kg,252.5,51,HUB-JAI,28/11/2019 00:00,216261.1,Maintenance,DRV-0895,,01-11-2024,16-10-2023,3PL Partner
VEH-0459,Van,Aravind-945,786.5,170.2,49,HUB-HYD,2020-10-29 00:00:00,69612.2,In Service,DRV-0317,,04-05-2025,20-11-2023,Owned
VEH-0460,Van,Aravind-961,469.8,164.3,48,HUB-CHA,17-11-2021,111108.6,Active,DRV-0059,,2025-01-08 00:00:00,26-01-2025,3PL Partner
VEH-0461,Van,Vayu-249,502.4 kg,392.4,41,HUB-BHU,2023-06-25 00:00:00,7050.4,active,DRV-0899,,2025-02-05 00:00:00,12-06-2024,3PL Partner
VEH-0462,Van,UrbanCraft-655,455.4,181.1,39,HUB-MYS,2021-07-04 00:00:00,147071.5,Active,DRV-0344,,2025-02-11 00:00:00,19-08-2025,3PL Partner
VEH-0463,Van,Zenith-437,1115.7,300.7,42,HUB-NAG,04-12-2019,112815.6,Active,DRV-0442,,22-04-2024,13-04-2024,Owned
VEH-0464,Van,Nexon-691,990.7,263.4,44,HUB-GUR,2023-02-23 00:00:00,40431.8,In Service,DRV-0016,,11-07-2024,17-12-2024,3PL Partner
VEH-0465,Van,Vayu-718,703.1,374.6,47,HUB-LUC,2021-08-23 00:00:00,979.2,In Service,DRV-0034,,2024-12-05 00:00:00,11-07-2025,Leased
VEH-0466,Van,Kaveri-901,765.0,188.9,39,HUB-MAD,16/04/2019 00:00,83316.0,Idle,DRV-0413,,29-03-2024,03-08-2025,Leased
VEH-0467,Van,Zenith-744,1151.8,269.9,47,HUB-MYS,06/01/2018 00:00,unknown,under maintenance,DRV-0297,,2024-12-11 00:00:00,23-10-2023,3PL Partner
VEH-0468,Van,Zenith-155,956.7,398.5,45,HUB-BEN,27-06-2022,35851.9,under maintenance,DRV-0857,,2024-09-17 00:00:00,18-12-2024,Owned
VEH-0469,Van,Nexon-768,853.3,339.0,42,HUB-DEL,2017-07-24 00:00:00,64173.9,ACTIVE,DRV-0260,,30-06-2024,06-09-2024,Leased
VEH-0470,Van,Vayu-821,709.4,304.7,51,HUB-AHM,03/04/2022 00:00,55842.5,Maintenance,DRV-0108,,2025-05-26 00:00:00,24-04-2025,Leased
VEH-0471,Van,Zenith-132,696.3 kg,185.3,44,HUB-JAI,16-07-2020,160831.7,Maintenance,DRV-0037,,2024-04-15 00:00:00,16-01-2024,Owned
VEH-0472,Van,Tamira-311,1115.3,393.7,44,HUB-COI,2019-08-24 00:00:00,228265.5,Active,DRV-0315,,2024-09-28 00:00:00,12-10-2024,Leased
VEH-0473,Van,Aravind-473,521.7,293.4,41,HUB-BHU,2020-04-05 00:00:00,48677.2,Retired,DRV-0144,,2025-03-18 00:00:00,16-08-2024,3PL Partner
VEH-0474,Van,Vayu-821,1103.0,-343.7,45,HUB-COI,07-04-2023,245590.8,Maintenance,DRV-0356,,28-04-2024,10-11-2025,Owned
VEH-0475,Van,Kaveri-884,589.0,240.6,45,HUB-HYD,12/11/2019 00:00,155319.0,Active,DRV-0424,,2025-04-25 00:00:00,08-12-2023,Leased
VEH-0476,Van,Tamira-181,740.1,313.4,41,HUB-VIS,12/08/2019 00:00,189990.0,Retired,DRV-0596,,2024-03-05 00:00:00,29-06-2025,Leased
VEH-0477,Van,Vayu-551,1107.0,272.3,41,HUB-MUM,05/07/2018 00:00,211270.3,under maintenance,DRV-0630,,2025-03-19 00:00:00,12-01-2024,Leased
VEH-0478,Van,Kaveri-789,870.1,346.5,45,HUB-KOC,16-06-2023,54348.4,ACTIVE,DRV-0415,,22-09-2024,28-05-2025,Owned
VEH-0479,Van,Vayu-207,714.7,378.5,42,HUB-AHM,21/12/2020 00:00,251069.1,In Service,DRV-0196,,2024-01-24 00:00:00,05-01-2024,Owned
VEH-0480,Van,Vayu-596,497.2,352.6,46,HUB-CHE,2023-05-24 00:00:00,128597.3,ACTIVE,DRV-0799,,2024-08-28 00:00:00,17-01-2025,3PL Partner
VEH-0481,Van,Aravind-978,1189.0,343.8,43,HUB-GUW,12/11/2022 00:00,213903.0,ACTIVE,DRV-0644,,2025-03-19 00:00:00,23-12-2024,Owned
VEH-0482,Van,Vayu-728,962.2,292.4,44,HUB-GUW,2019-07-07 00:00:00,168923.4,active,DRV-0262,,2025-06-30 00:00:00,10-12-2023,Owned
VEH-0483,Van,Aravind-978,472.8KG,219.8,44,HUB-KOL,2019-11-10 00:00:00,152766.8,In Service,DRV-0574,,15-11-2024,13-10-2023,Leased
