order_id,customer_id,product_id,quantity,order_date,origin_hub,origin_city,destination_city,destination_state,destination_pincode,destination_lat,destination_lon,distance_km,package_weight,package_dimensions_cm,is_fragile,is_hazmat,cold_chain_required,delivery_priority,payment_mode,order_value_inr,weather_condition_at_dest,assigned_vehicle_id,promised_eta_hours,actual_delivery_hours,delivery_cost_inr,transport_mode,order_status
ORD-009211,CUST-04607,PRD-00228,4,19/07/2024 16:17,HUB-COI,Coimbatore,Chandigarh,CH,160017,30.774716,76.789889,"2,197.05",48.24,,1,0,False,ECONOMY,UPI,611757.68,Cloudy,VEH-0663,73.0,58.4,5937.63,Truck,DELIVERED
ORD-003115,CUST-04794,PRD-00830,3,2024-12-19 13:00:00,HUB-LUC,Lucknow,Bengaluru,KA,560001,12.970484,77.630645,"1,581.16",2.4,60*41*39,No,0,False,Express,COD,488642.82,Clear,VEH-0706,14.0,9.16,15278.66,Air Cargo,In Transit
ord-013866,CUST-04064,PRD-00112,2,2024-06-30 19:58:00,HUB-KOL,Kolkata,Kolkata,WB,700001,22.668763,88.379949,10.82,4.94,59x56x46,True,0,False,std,cod,374188.08,Clear,VEH-0277,1.0,0.81,13.24,Bike,Delivered
ORD-006136,CUST-01533,PRD-00729,1,2024-12-25 15:58:00,HUB-COI,Coimbatore,AHMEDABAD,GJ,380001,23.006512,72.546959,1412.85,4388830 g,85 x 21 x 21,False,1,False,SameDay,Prepaid,46579.95,Sunny,VEH-0667,38.9,36.74,11963.67,truck,In Transit
ORD-012436,CUST-04211,PRD-00357,2,2025-04-18 19:58:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.776018,83.105907,15.51,27.74KG,,True,0,False,std,Prepaid,76101.74,Clear,VEH-0563,2.4,2.09,147.81,Van,Delivered
ORD-008277,CUST-00388,PRD-00794,3,N/A,HUB-BEN,Bengaluru,Delhi,DL,110001,28.581051,77.223468,1736.12,4.05,,True,0,False,exp,prepaid,"₹313,799.94",Sunny,VEH-0701,11.4,9.91,16763.8,Air_Cargo,Pending
ORD-008411,CUST-03810,PRD-00767,3,24/02/2025 15:12,HUB-KOC,Kochi,Mysuru,KA,570001,12.258545,76.59619,261.27,11.82,79 x 35 x 25,0,0,False,std,UPI,"₹489,888.15",Rain,VEH-0682,17.1,-,809.6,Truck,In Transit
ORD-013028,CUST-01668,PRD-00193,2,2024-03-10T14:12:00Z,HUB-BEN,Bengaluru,Bengaluru,KA,560001,13.08353,77.664793,14.59,89840 g,,True,0,False,std,Prepaid,"₹273,405.16",Cloudy,VEH-0526,1.7,null,252.28,VAN,Cancelled
ORD-011416,CUST-00743,PRD-00322,1,02/05/2025 21:05,HUB-LUC,Lucknow,Madurai,TN,625001,9.929487,78.081729,1905.0,23.72,78 x 35 x 38,False,0,False,ECONOMY,prepaid,60125.61,Clear,VEH-0610,58.4,50.94,5100.27,truck,Delivered
ORD-008723,CUST-00451,PRD-00056,4,2025-02-28 07:23:00,HUB-BHU,Bhubaneswar,Visakhapatnam,AP,530001,83.231403,17.686814,398.12,N/A,12*30*43,0,0,False,STANDARD,COD,327776.68,Rain,VEH-0624,19.8,15.84,1209.1,Truck,In Transit
ORD-007576,CUST-03153,PRD-00801,4,16/05/2024 17:12,HUB-MAD,Madurai,Madurai,TN,625001,10.029418,78.127201,11.62,10.84,55*24*39,No,0,False,Same-Day,Prepaid,618669.60,rain,VEH-0197,3.0,2.49,324.17,Bike,Delivered
ORD-010197,CUST-04805,PRD-00316,1,2024-12-07 16:44:00,HUB-MAD,Madurai,Madurai,TN,625001,10.039638,78.136136,12.85,20.71,15x53x24,No,0,False,eco,COD,"₹142,420.10",Sunny,VEH-0165,1.8,1.51,61.29,Bike,Delivered
ORD-001358,CUST-00065,PRD-00056,1,12/06/2025 08:00,HUB-COI,Coimbatore,Visakhapatnam,AP,530001,17.733066,83.25669,1008.81,2.29,36x14x38,False,0,False,economy,prepaid,"₹81,944.17",Cloudy,,30.1,25.63,2750.62,Truck,Pending
ORD-011839,CUST-03528,PRD-00333,4,2024-05-01 18:05:00,HUB-KOL,Kolkata,Kolkata,WB,700001,null,88.415634,9.24,97.4,,0,0,False,STANDARD,Prepaid,"₹475,948.36",Fog,VEH-0500,5.0,4.14,276.84,Van,Delivered
ORD-010013,CUST-03126,PRD-00148,2,N/A,HUB-LUC,Lucknow,Lucknow,UP,226001,26.73501,81.042738,15.69,68.5,,True,0,False,Standard,Card,355402.76,Rain,VEH-0261,1.9,1.53,169.0,Bike,Delivered
ORD-010446,CUST-02685,PRD-00025,3,2025-04-21 14:17:00,HUB-CHE,Chennai,Hyderabad,TS,500001,,78.459424,518.66,2.49 kg,43 x 10 x 38,0,0,False,Standard,Card,"₹341,510.37",Fog,VEH-0677,25.1,18.21,1528.67,TRUCK,In Transit
ORD-001550,CUST-01768,PRD-00407,1,2024-06-10T17:17:00Z,HUB-NAG,Nagpur,Visakhapatnam,AP,530001,17.691319,83.18827,576.49 km,17.71,69 x 51 x 35,False,0,False,standard,cod,"₹7,838.34",Rain,VEH-0659,20.5,17.44,1623.97,Truck,delivered
ORD-009054,CUST-01621,PRD-00371,4,04-02-2024,HUB-PUN,Pune,Pune,MH,411001,18.580219,73.932979,10.44,53.16KG,35*50*43,No,0,False,SAME-DAY,Prepaid,"₹532,255.00",Clear,VEH-0401,2.1,1.42,377.52,Van,Delivered
ORD-000494,CUST-01579,PRD-00232,3,Dec 01 2024 05:12 PM,HUB-MUM,Mumbai,Hyderabad,TS,500001,17.402376,78.462479,618.41 km,235.59,,False,0,False,STANDARD,Prepaid,192750.69,clear,VEH-0582,22.7,19.92,2159.12,Truck,Delivered
ORD-002674,CUST-01271,PRD-00683,2,2025/05/15 13:31,HUB-CHE,Chennai,Ahmedabad,GJ,380001,23.059886,72.598074,1373.44,6448.5,59*26*14,0,1,False,Standard,UPI,"₹352,527.92",Cloudy,,43.0,37.04,15299.63,truck,Delivered
ORD-004661,CUST-04487,PRD-00694,3,2024-07-19 06:12:00,HUB-JAI,Jaipur,Kochi,KL,682001,9.928098,76.253166,null,12767.88 kg,82x14x33,True,1,False,ECONOMY,UPI,226666.26,Sunny,VEH-0725,108.6,85.7,25151.16,Ship,In Transit
ORD-007680,CUST-00913,PRD-00176,3,1709630580,HUB-CHE,Chennai,Delhi,DL,110001,28.636792,77.208427,1758.31,128.58,83 x 16 x 23,True,0,False,STANDARD,Card,1487.13,Heavy Rain,VEH-0402,65.4,44.99,3463.28,VAN,Pending
ORD-000514,CUST-03634,PRD-00258,2,2025/05/09 08:12,HUB-VIS,Visakhapatnam,VISAKHAPATNAM,AP,530001,17.765475,83.292966,11.78,24380 g,87x29x7,False,0,False,std,prepaid,165367.58,CLEAR,VEH-0346,1.6,1.37,64.68,Bike,Pending
ORD-001298,CUST-04771,PRD-00011,3,2024-02-07 06:44:00,HUB-CHA,Chandigarh,Nagpur,MH,440001,21.17314,79.129939,1088.61,7.17,89x56x6,True,0,False,STANDARD,Prepaid,"₹294,973.65",Clear,VEH-0717,10.7,8.35,10625.68,Air_Cargo,Cancelled
ORD-009179,CUST-02744,PRD-00016,3,2025/05/20 06:44,HUB-BEN,Bengaluru,Visakhapatnam,AP,530001,17.664927,83.228741,798.23,7.5,77*22*9,Yes,0,False,std,Card,"₹249,063.51",Clear,VEH-0656,30.3,21.69,2243.29,truck,Delivered
ORD-006595,CUST-00731,PRD-00024,1,2024-05-10 09:31:00,HUB-JAI,Jaipur,Ahmedabad,GJ,380001,23.002493,72.601624,540.45,0.36,27 x 37 x 41,1,0,False,express,prepaid,"₹100,960.01",Cloudy,VEH-0693,20.0,15.95,1540.22,truck,delivered
ORD-011571,CUST-02630,PRD-00408,1,2024-01-11 10:58:00,HUB-GUR,Gurugram,Gurugram,HR,122001,28.478223,76.921242,N/A,10.9,43 x 13 x 40,False,0,False,Standard,Prepaid,166969.73,Clear,VEH-0008,0.5,0.46,89.55,Drone,Delivered
ORD-006845,CUST-04147,PRD-00757,4,Mar 04 2025 06:31 PM,HUB-BHU,Bhubaneswar,Bhubaneswar,OD,751001,20.287177,85.838838,1.79,16.0,,True,0,False,same-day,UPI,303395.16,Clear,VEH-0173,0.3,0.33,301.98,bike,Pending
ORD-006281,CUST-02592,PRD-00343,3,2025/03/28 18:44,HUB-GUR,Gurugram,Gurugram,HR,122001,28.533654,77.058232,8.81,33.87,,0,0,False,STANDARD,Card,384975.48,Cloudy,VEH-0709,8.0,7.53,391.86,AIR CARGO,Delivered
ORD-013696,CUST-03522,PRD-00558,3,Aug 05 2024 02:44 PM,HUB-VIS,Visakhapatnam,Coimbatore,TN,641001,11.000121,76.948446,1004.21,11.13,72x40x33,True,1,True,std,Prepaid,198435.21,Clear,VEH-0708,9.6,8.17,9848.95,air cargo,Delivered
ORD-008147,CUST-03835,PRD-00400,3,23/06/2024 06:44,HUB-GUW,Guwahati,Guwahati,AS,781001,unknown,91.70726,7.24,29.88 kg,38*25*47,0,0,False,STANDARD,cod,420190.32,Thunderstorm,VEH-0574,6.8,4.7,153.23,Van,In Transit
ORD-012437,CUST-04304,PRD-00144,1,1711308180,HUB-PUN,Pune,Pune,MH,411001,999.0,73.966021,13.05,36490 g,82 x 52 x 36,True,0,False,SAME-DAY,cod,"₹154,848.00",Clear,VEH-0476,1.8,1.62,392.95,Van,Delivered
ORD-011810,CUST-02947,PRD-00465,2,1710175440,HUB-MYS,Mysuru,Gurugram,HR,122001,28.481029,77.040471,1800.2,3.52,69x34x5,False,0,False,std,Prepaid,287095.62,Sunny,VEH-0652,76.5,52.28,4823.41,Truck,In Transit
ORD-004299,CUST-01792,PRD-00136,3,10-09-2024,HUB-MAD,Madurai,Gurugram,HR,122001,28.450588,77.039019,2063.02,110.7,65x33x15,1,0,False,STANDARD,Prepaid,"₹332,882.94",Thunderstorm,VEH-0667,57.2,,5659.78,Truck,Delivered
ORD-001547,CUST-01092,PRD-00001,4,2024-12-02T18:05:00Z,HUB-GUW,Guwahati,GUWAHATI,AS,781001,26.231163,91.815511,12.47,2.64,79x41x5,Yes,0,False,EXPRESS,UPI,585485.44,Rain,VEH-0172,2.0,1.39,8.67,bike,Delivered
ORD-002001,CUST-03925,PRD-00280,2,01/03/2025 10:17,HUB-CHE,Chennai,Chennai,TN,600001,13.159776,80.376717,14.33 km,235.16 kg,77*16*46,True,0,False,std,Prepaid,279215.16,Clear,VEH-0704,6.7,5.94,832.75,air cargo,In Transit
ORD-000481,CUST-04969,PRD-00439,1,1743502980,HUB-MYS,Mysuru,Mysuru,KA,570001,12.339289,76.671754,5.98,0.45,80x14x41,No,0,False,Standard,UPI,33305.54,clear,VEH-0051,0.4,0.34,-6.58,Drone,Delivered
ORD-014428,CUST-04827,PRD-00684,4,1706987100,HUB-KOC,Kochi,Kochi,KL,682001,9.878414,76.172892,11.89,3510.12,76*38*22,False,1,False,Express,Prepaid,"₹579,453.80",Fog,VEH-0641,6.9,6.47,6456.56,Truck,In Transit
ORD-005938,CUST-04925,PRD-00336,4,2024-06-30T13:00:00Z,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.588447,83.249657,11.42,87.12,59 x 53 x 6,False,0,False,exp,Prepaid,"₹371,966.40",clear,VEH-0493,1.9,1.29,226.09,Van,Delivered
ORD-002994,CUST-01314,PRD-00715,4,2025-05-15 07:44:00,HUB-KOL,Kolkata,Kolkata,WB,700001,22.554822,88.28742,8.1,9795.96 kg,39x36x15,False,1,False,Express,Card,285335.08,Rain,VEH-0623,10.2,6.68,18308.662,TRUCK,In Transit
ORD-013846,CUST-00877,PRD-00381,3,2025-05-08 19:23:00,HUB-LUC,Lucknow,Ahmedabad,GJ,380001,23.058199,72.607407,99999.0,60.75 kg,22 x 21 x 27,0,0,False,EXPRESS,cod,371686.59,Heavy Rain,VEH-0701,15.6,10.75,9270.16,Air Cargo,Cancelled
ORD-000062,CUST-00913,PRD-00110,2,2025-01-23 14:17:00,HUB-CHE,Chennai,Chennai,TN,600001,13.145423,80.181021,11.96,5920 g,83 x 48 x 7,True,0,False,exp,Card,92348.28,Heavy Rain,VEH-0394,3.0,2.63,42.67,bike,In Transit
ORD-011078,CUST-03658,PRD-00503,3,20/07/2024 08:12,HUB-GUR,Gurugram,Pune,MH,411001,18.567046,73.830218,1147.07,5.58 kg,,0,0,False,express,cod,184196.25,Clear,VEH-0710,10.3,7.81,11161.12,AIR CARGO,In Transit
ORD-014831,CUST-03311,PRD-00050,2,2025-04-06 17:31:00,HUB-MAD,Madurai,Madurai,TN,625001,9.840912,78.151661,10.0,1.24,,No,0,False,STANDARD,cod,"₹80,718.56",Rain,VEH-0150,2.9,1.99,-0.64,Bike,In Transit
ORD-010287,CUST-00607,PRD-00695,3,2025-05-05 18:58:00,HUB-LUC,Lucknow,KOCHI,KL,682001,9.971941,76.275636,1939.4,9279.42 kg,,0,1,False,Standard,cod,395783.22,Rain,VEH-0723,102.0,87.21,18860.58,Ship,Delivered
ORD-013772,CUST-01267,PRD-00804,2,2025-03-31 09:00:00,HUB-KOC,Kochi,Kochi,KL,682001,9.852714,76.153833,15.19,7.08,31x58x45,False,0,False,Standard,COD,18126.4,Cloudy,VEH-0274,1.1,0.83,24.55,Bike,Delivered
ORD-006616,CUST-00576,PRD-00099,4,2024-02-08 10:58:00,HUB-AHM,Ahmedabad,JAIPUR,RJ,302001,26.924814,75.824707,543.83,7.68,38x39x44,Yes,0,False,std,UPI,"₹408,872.40",Clear,VEH-0696,17.0,16.14,1526.24,Truck,DELIVERED
ORD-002435,CUST-01596,PRD-00492,1,07-11-2024,HUB-PUN,Pune,Pune,MH,411001,18.48576,73.768766,10.04 km,-0.44,21 x 41 x 37,Yes,0,False,STANDARD,Card,75153.77,Cloudy,VEH-0261,0.6,0.57,67.93,bike,Delivered
ORD-004574,CUST-00829,PRD-00476,2,2025-04-15 08:12:00,HUB-BHU,Bhubaneswar,Mysuru,KA,570001,12.342373,76.602038,1322.37,2.74,75x18x28,Yes,0,False,express,Prepaid,"₹65,941.18",Heavy Rain,VEH-0701,14.4,12.05,12869.01,Air Cargo,Cancelled
ORD-010241,CUST-00344,PRD-00018,2,2024-10-15 19:31:00,HUB-CHA,Chandigarh,Chandigarh,CH,160017,30.660816,76.87369,12.09 km,5.06,46x34x30,No,0,False,express,prepaid,175918.28,Clear,VEH-0274,0.6,0.51,53.87,Bike,In Transit
ORD-005037,CUST-03100,PRD-00240,4,27/03/2024 18:44,HUB-AHM,Ahmedabad,AHMEDABAD,GJ,380001,22.983584,72.606225,5.61,156.48,,False,0,False,express,Card,"₹693,209.32",Clear,VEH-0494,0.8,0.76,-,van,In Transit
ORD-006561,CUST-03930,PRD-00349,3,2024-09-30 13:05:00,HUB-MYS,Mysuru,Mysuru,KA,570001,12.222382,76.588757,9.85,12.42,26 x 13 x 26,True,0,False,same-day,prepaid,350389.26,Sunny,VEH-0142,0.7,0.53,292.54,Bike,Delivered
ORD-014690,CUST-02881,PRD-00751,2,2025-04-15 21:00:00,HUB-JAI,Jaipur,Ahmedabad,GJ,380001,23.007889,72.609738,539.48,1.3,68x21x33,0,0,False,Standard,UPI,"₹85,812.64",Sunny,,19.1,14.35,1564.01,Truck,Delivered
ORD-009226,CUST-01181,PRD-00380,3,NA,HUB-GUR,Gurugram,Mysuru,KA,570001,12.338496,76.680674,1792.93,N/A,14*11*39,False,0,False,standard,Card,414278.91,Clear,VEH-0634,57.9,44.44,4836.84,Truck,In Transit
ORD-000629,CUST-02062,PRD-00115,4,Sep 05 2024 03:00 PM,HUB-JAI,Jaipur,BHUBANESWAR,OD,751001,20.337716,85.872875,1260.12,150.68,49 x 12 x 27,True,0,False,ECONOMY,Prepaid,"₹131,274.08",Cloudy,VEH-0655,49.0,34.09,3654.71,truck,Delivered
ORD-000427,CUST-01876,PRD-00292,4,2025-04-16 17:05:00,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.364479,78.394238,10.07,354.8,38x18x7,1,0,False,eco,UPI,618790.0,Cloudy,VEH-0429,3.2,2.25,723.72,Van,Delivered
ORD-011955,CUST-04771,PRD-00184,2,1730884980,HUB-KOC,Kochi,Ahmedabad,GJ,380001,23.064974,72.567586,"1,512.46",87.24 kg,81*22*13,Yes,0,False,std,Card,72703.92,Clear,VEH-0588,56.0,36.57,4247.94,Truck,Delivered
ORD-007868,CUST-02048,PRD-00715,3,2024-05-20 07:23:00,HUB-GUW,Guwahati,Kolkata,WB,700001,22.528807,88.410192,524.52,7346.97,,0,1,False,Standard,cod,"₹214,001.31",Cloudy,VEH-0632,20.9,16.59,14702.0,Truck,Pending
ord-006889,CUST-01975,PRD-00810,4,Jan 08 2024 08:05 PM,HUB-LUC,Lucknow,Lucknow,UP,226001,26.847347,81.057033,11.0,11.64 kg,29 x 29 x 39,1,0,False,same-day,UPI,138888.12,Clear,VEH-0687,4.4,3.23,465.07,Truck,Delivered
ORD-006429,CUST-02062,PRD-00405,3,28/06/2025 18:58,HUB-MAD,Madurai,Madurai,TN,625001,9.948547,78.014392,11.83,44.82KG,69 x 33 x 9,False,0,False,Standard,COD,61443.06,Clear,VEH-0606,4.1,3.59,257.76,Truck,delivered
ORD-003632,CUST-02670,PRD-00779,1,10/08/2024 10:17,HUB-MAD,Madurai,Madurai,TN,625001,9.85957,78.145002,7.80,1.24,47 x 41 x 28,No,0,False,Same-Day,cod,84788.2,Rain,VEH-0263,4.9,3.96,263.03,Bike,Delivered
ORD-014413,CUST-04354,PRD-00685,1,2025-05-30 19:23:00,HUB-AHM,Ahmedabad,Coimbatore,TN,641001,11.013786,76.916822,1412.62,3021.2,,False,1,False,std,COD,134816.5,Fog,VEH-0594,52.3,42.4,9227.4,Truck,Delivered
ORD-014050,CUST-00575,PRD-00756,4,2025/01/04 09:44,HUB-KOL,Kolkata,Ahmedabad,GJ,380001,23.033058,72.606482,1615.24,3.76,28x13x6,0,0,False,std,prepaid,"₹665,341.80",Cloudy,VEH-0585,46.5,42.92,4314.99,Truck,In Transit
ORD-012779,CUST-01719,PRD-00315,1,2025-03-22 13:00:00,HUB-VIS,Visakhapatnam,Coimbatore,TN,641001,11.047067,76.984602,997.68,19.77,,False,0,False,Standard,Prepaid,"₹100,314.22",Fog,VEH-0596,42.6,27.65,2769.89,Truck,delivered
ORD-011930,CUST-04577,PRD-00701,3,2025-01-02T07:17:00Z,HUB-GUR,Gurugram,Gurugram,HR,122001,28.542522,NA,12.81,2179.08,33*37*37,1,1,False,ECONOMY,Card,"₹41,545.32",CLEAR,VEH-0663,3.6,3.22,4061.2,Truck,Delivered
ORD-007298,CUST-00688,PRD-00552,2,2024-07-25 21:17:00,HUB-AHM,Ahmedabad,Bengaluru,KA,560001,12.958324,77.567739,"1,237.17",7.68KG,71x25x32,No,1,True,eco,Prepaid,8697.96,Fog,VEH-0705,12.1,9.72,11999.2,air cargo,In Transit
ORD-013737,CUST-02046,PRD-00750,2,2024-05-24 12:17:00,HUB-MYS,Mysuru,Delhi,DL,110001,28.573583,77.225318,1811.03,6.58,18x36x25,No,0,False,EXPRESS,COD,114285.14,Clear,VEH-0267,97.8,74.07,1461.07,BIKE,Delivered
ORD-008671,CUST-02787,PRD-00590,4,2024-04-13T17:58:00Z,HUB-MUM,Mumbai,Pune,MH,411001,18.473076,73.824617,120.14,3.16KG,63x46x6,0,1,True,std,prepaid,"₹107,889.84",Rain,VEH-0506,9.9,7.5,291.86,van,Delivered
ORD-000876,CUST-04334,PRD-00672,3,07/11/2024 21:05,HUB-KOL,Kolkata,Kolkata,WB,700001,22.5026,88.260141,N/A,1295.13,10 x 35 x 8,Yes,1,False,std,UPI,"₹371,297.46",CLEAR,VEH-0641,4.4,3.69,2431.12,Truck,DELIVERED
ORD-013898,CUST-02141,PRD-00402,1,2025-03-22 11:44:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.754112,83.234042,7.66,17.59,77*18*24,False,0,False,express,prepaid,33197.77,Rain,VEH-0292,3.4,2.99,78.42,Bike,Returned
ORD-013655,CUST-02978,PRD-00089,2,2024-12-28 18:05:00,HUB-NAG,Nagpur,Nagpur,MH,440001,21.153537,79.0284,6.26,1.38KG,73x50x14,False,0,False,ECONOMY,Card,1131.46,Clear,VEH-0733,37.2,26.33,1082.35,Ship,Returned
ORD-013635,CUST-00609,PRD-00397,3,2024-10-17 11:00:00,HUB-HYD,Hyderabad,DELHI,DL,110001,28.631085,77.177965,1257.63,47.55,,True,0,False,ECONOMY,UPI,564636.9,-,VEH-0668,42.6,35.38,3459.15,Truck,DELIVERED
ORD-014622,CUST-01129,PRD-00822,4,2024-09-09 06:58:00,HUB-DEL,Delhi,Jaipur,RJ,302001,26.944956,75.804886,231.34,2.28,82 x 58 x 13,0,0,False,express,UPI,658748.12,Sunny,VEH-0653,10.5,8.56,752.62,Truck,Delivered
 ORD-005780 ,CUST-03816,PRD-00166,1,Jan 01 2024 08:44 PM,HUB-KOC,Kochi,Bengaluru,KA,560001,12.947138,77.640577,367.23,25180 g,32x31x14,Yes,0,False,eco,prepaid,26617.47,Sunny,VEH-0610,16.4,11.08,1143.56,Truck,Returned
ORD-002921,CUST-02075,PRD-00408,3,2024-10-16 08:05:00,HUB-AHM,Ahmedabad,Visakhapatnam,AP,530001,17.713189,83.193782,"1,254.19",32.7 kg,11x47x25,False,0,False,std,UPI,"₹500,909.19",rain,VEH-0625,57.2,38.09,3423.39,Truck,In Transit
ORD-004451,CUST-00767,PRD-00590,3,2024-04-30 13:00:00,HUB-GUW,Guwahati,Guwahati,AS,781001,26.044691,91.65196,13.93,2.37,88x57x46,False,1,True,express,Prepaid,80917.38,Sunny,,1.8,1.25,45.72,bike,In Transit
ORD-004060,CUST-02525,PRD-00441,1,2024-02-29 20:17:00,HUB-MYS,Mysuru,Ahmedabad,GJ,380001,23.054133,72.527401,1272.84,1.69,40*57*32,False,0,False,exp,prepaid,"₹46,919.38",Sunny,VEH-0717,11.2,8.47,12353.88,Air Cargo,Delivered
ORD-003261,CUST-01172,PRD-00420,1,2025-06-23 11:31:00,HUB-MUM,Mumbai,Chandigarh,CH,160017,30.686125,76.819116,1350.49,0.42,,True,0,False,economy,cod,"₹180,713.58",rain,VEH-0623,50.3,33.43,3619.74,Truck,Delivered
ORD-006986,CUST-04738,PRD-00449,3,2025-02-18 17:31:00,HUB-GUW,Guwahati,Ahmedabad,GJ,380001,23.060774,72.521871,1970.66 km,2790 g,,True,0,False,STANDARD,prepaid,472204.23,Cloudy,VEH-0670,80.0,54.7,5246.93,Truck,Delivered
ord-004825,CUST-02391,PRD-00171,3,2024-04-16 11:17:00,HUB-MAD,Madurai,Chennai,TN,600001,13.040312,80.266364,417.95 km,16.26,32*56*10,No,0,False,STANDARD,Card,126287.31,Cloudy,VEH-0664,14.7,12.78,1226.96,Truck,Cancelled
ORD-005720,CUST-03415,PRD-00260,4,02-11-2024,HUB-DEL,Delhi,PUNE,MH,411001,73.825878,18.569469,1168.68 km,433.88,44 x 19 x 44,True,0,False,Standard,UPI,"₹45,628.76",NA,VEH-0713,9.0,7.76,12127.7,Air Cargo,Delivered
ORD-014368,CUST-00717,PRD-00428,3,2024-11-13T06:17:00Z,HUB-HYD,Hyderabad,Lucknow,UP,226001,26.834969,80.919294,1080.16,3.06KG,90x20x39,True,0,False,express,UPI,"₹542,067.33",Thunderstorm,VEH-0708,13.8,11.01,10557.71,Air Cargo,Delivered
ORD-002817,CUST-02554,PRD-00229,3,2024-05-24 15:58:00,HUB-MYS,Mysuru,Mysuru,KA,570001,12.287065,76.599114,4.48 km,139.32,45 x 44 x 49,0,0,False,STANDARD,UPI,"₹246,004.20",clear,VEH-0414,1.7,1.13,326.59,VAN,delivered
ORD-003558,CUST-04333,PRD-00029,4,02/03/2025 16:00,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.316775,78.483461,7.59,7.48,,No,0,False,std,COD,374758.56,Rain,VEH-0223,2.6,1.92,74.6,unknown,Delivered
ORD-003803,CUST-00670,PRD-00806,1,2025-03-11 11:12:00,HUB-PUN,Pune,Pune,MH,411001,18.434801,73.842516,9.64,0.77,87*16*14,False,0,False,std,Prepaid,187109.29,Rain,VEH-0163,4.9,3.26,-7.09,Bike,Delivered
ORD-013446,CUST-02197,PRD-00304,3,31/08/2024 14:00,HUB-LUC,Lucknow,Bhubaneswar,OD,751001,20.324062,85.832635,879.52,321.33,,False,0,False,express,Card,405141.6,Clear,VEH-0632,35.1,26.22,2974.55,truck,Delivered
ord-008665,CUST-03937,PRD-00464,2,2024/12/11 16:00,HUB-CHA,Chandigarh,Bhubaneswar,OD,751001,20.315215,85.873834,1473.28 km,1.06,34*34*31,0,0,False,exp,Prepaid,166051.00,Sunny,VEH-0716,9.7,8.89,14246.61,Air Cargo,In Transit
ORD-000546,CUST-02882,PRD-00577,1,2024-05-19 11:17:00,HUB-BEN,Bengaluru,Bhubaneswar,OD,751001,20.280079,85.777664,1191.29 km,350 g,45x51x44,No,1,False,express,UPI,"₹68,190.80",Cloudy,VEH-0708,12.5,8.29,11566.87,Air Cargo,Delivered
ORD-012353,CUST-03770,PRD-00430,4,14/07/2024 11:00,HUB-BHU,Bhubaneswar,Ahmedabad,GJ,380001,23.072219,72.536149,1406.7,1.12 kg,,False,0,False,exp,UPI,753984.32,Sunny,VEH-0714,9.2,unknown,13654.85,air cargo,Delivered
ORD-001719,CUST-03787,PRD-00788,1,2024-03-31 07:44:00,HUB-CHA,Chandigarh,Chandigarh,CH,160017,30.831792,76.829857,11.97,0.81,,False,0,False,Express,UPI,"₹42,802.79",Cloudy,VEH-0065,1.0,0.81,23.47,Drone,Pending
ORD-001060,CUST-03279,PRD-00653,2,2024-05-23 18:05:00,HUB-KOC,Kochi,Kolkata,WB,700001,22.537948,88.38537,1905.21 km,5448.26,69 x 27 x 40,True,1,False,Economy,cod,351643.02,Clear,VEH-0735,114.2,85.67,11990.36,SHIP,Delivered
ORD-009027,CUST-03823,PRD-00426,4,2024-11-26T16:23:00Z,HUB-DEL,Delhi,Nagpur,MH,440001,21.180007,unknown,848.29,4.04,,Yes,0,False,SameDay,cod,68815.68,Clear,VEH-0604,28.2,21.15,2585.99,NA,Pending
ORD-005979,CUST-03185,PRD-00330,2,2024-10-16 15:58:00,HUB-AHM,Ahmedabad,Ahmedabad,GJ,380001,22.958775,72.666422,12.03,31.96,,False,0,False,express,Prepaid,"₹200,600.70",clear,VEH-0453,3.5,2.3,105.64,Van,Delivered
ORD-003782,CUST-03788,PRD-00277,2,2025-01-22T11:05:00Z,HUB-GUR,Gurugram,Gurugram,HR,122001,28.431363,76.975605,5.89,-,27x52x37,False,0,False,STANDARD,Prepaid,215779.72,Clear,VEH-0403,2.0,1.59,135.91,Van,Delivered
ORD-009607,CUST-03399,PRD-00336,3,2024-01-07 17:00:00,HUB-DEL,Delhi,Delhi,DL,110001,28.519298,77.252334,11.34,65.34,,0,0,False,std,COD,278974.8,Sunny,VEH-0641,4.0,3.15,326.41,Truck,Delivered
ORD-008758,CUST-01115,PRD-00428,3,1739961060,HUB-CHE,Chennai,CHENNAI,TN,600001,12.974925,80.24174,12.39,3.06,,Yes,0,False,Standard,cod,542067.33,Clear,VEH-0369,1.3,0.88,60.66,BIKE,In Transit
ORD-001805,CUST-01831,PRD-00758,3,1747988580,HUB-CHE,Chennai,Chennai,TN,600001,13.019632,80.250198,7.36,2.97,75*34*26,False,0,False,SAME-DAY,cod,"₹355,384.86",unknown,VEH-0375,2.6,2.27,288.61,Bike,Delivered
ORD-013633,CUST-00165,PRD-00570,3,2024-12-27T21:05:00Z,HUB-KOC,Kochi,Kochi,KL,682001,9.938576,76.222641,4.96 km,9.90KG,68 x 30 x 38,1,1,True,std,Prepaid,529063.14,clear,VEH-0294,0.5,0.45,48.29,Bike,Delivered
